time,U,V
25284,-9.391513,-6.2602177
25290,-8.71347,-5.848192
25296,-7.981964,-6.733239
25302,-7.40273,-7.5565033
25308,-9.581911,-6.225795
25314,-8.970037,-5.7112846
25320,-8.813551,-5.0017967
25326,-9.9026,-5.4037066
25332,-10.898475,-4.70218
25338,-10.330168,-5.065463
25344,-10.735507,-3.3463898
25350,-10.229554,-3.6685495
25356,-10.094071,-4.1867228
25362,-10.051524,-2.2781725
25368,-8.733219,-3.9124775
25374,-8.12258,-3.8487148
25380,-8.90701,-4.940384
25386,-10.101833,-5.253641
25392,-10.156372,-7.6623564
25398,-11.154118,-8.157137
25404,-12.376898,-8.891835
25410,-12.641712,-6.643716
25416,-13.327373,-5.836692
25422,-13.888658,-3.7565947
25428,-11.936603,-3.7977018
25434,-1.6195688,-6.395816
25440,4.2648387,-14.465503
25446,6.293891,-9.296343
25452,6.942132,-8.914418
25458,6.218979,-9.530895
25464,2.176568,-11.228122
25470,-4.984004,-7.628504
25476,-9.086925,-8.528243
25482,-10.088301,-7.0174475
25488,-10.756376,-8.560463
25494,-10.3733,-7.709552
25500,-11.887938,-7.1278095
25506,-10.34065,-5.9946613
25512,-9.600803,-6.629957
25518,-9.039939,-6.6588125
25524,-9.099295,-7.1747627
25530,-8.863134,-7.426902
25536,-7.7073536,-8.407177
25542,-8.277731,-8.719334
25548,-10.127841,-8.755342
25554,-9.300182,-10.311358
25560,-8.773072,-10.966949
25566,-10.9839525,-10.250254
25572,-12.230714,-10.263519
25578,-10.5433445,-12.079156
25584,-11.953195,-10.56369
25590,-12.064709,-9.893793
25596,-12.277074,-9.167403
25602,-9.793433,-8.631731
25608,-9.224448,-8.183078
25614,-9.536941,-7.5429077
25620,-10.062576,-6.499428
25626,-9.789246,-4.535221
25632,-10.215343,-5.4650326
25638,-9.516493,-6.0933475
25644,-9.169092,-5.4081707
25650,-8.192908,-5.1888666
25656,-6.808405,-6.0148716
25662,-4.738019,-7.184863
25668,-5.08191,-7.2738943
25674,-5.716177,-5.876876
25680,-5.976717,-7.0426626
25686,-6.9550343,-7.83333
25692,-8.055206,-7.9252825
25698,-8.129887,-7.550514
25704,-6.966071,-9.245217
25710,-8.570798,-8.319235
25716,-10.819255,-6.4295177
25722,-10.34194,-6.4455442
25728,-10.899474,-6.0483093
25734,-10.686034,-5.5043287
25740,-11.229703,-3.870551
25746,-8.743405,-4.21132
25752,-8.922384,-4.9638157
25758,-7.9157715,-3.7905054
25764,-7.208886,-4.8921423
25770,-5.6286507,-4.567518
25776,-6.504506,-4.948243
25782,-6.350522,-4.2058344
25788,-7.692463,-3.6638622
25794,-8.245959,-3.9606504
25800,-7.1790953,-4.0245714
25806,-4.744852,-4.0147963
25812,-5.635639,-5.562208
25818,-6.3588076,-4.8579464
25824,-5.856695,-3.6365623
25830,-8.173409,-3.6704226
25836,-8.088615,-3.6711187
25842,-7.755374,-3.9334927
25848,-8.446503,-5.6094856
25854,-10.078554,-5.4211893
25860,-9.771606,-6.4880447
25866,-8.789813,-7.4101543
25872,-8.440888,-7.496373
25878,-7.55562,-8.519016
25884,-9.762098,-7.717823
25890,-9.550205,-7.488305
25896,-9.794434,-7.9335804
25902,-9.391025,-6.7123785
25908,-10.248625,-7.151908
25914,-10.213026,-6.6162815
25920,-10.491621,-5.9981165
25926,-9.471052,-5.4379034
25932,-9.897803,-5.161806
25938,-9.679098,-6.1076756
25944,-11.300621,-5.8365736
25950,-11.163616,-4.8551836
25956,-10.232438,-6.837434
25962,-7.201476,-8.605737
25968,-6.5975876,-8.929631
25974,-5.3096333,-8.563347
25980,-3.299673,-8.746098
25986,-3.858694,-7.8350735
25992,-5.0957384,-9.765711
25998,-6.439308,-8.926232
26004,-6.1654005,-9.431447
26010,-6.576453,-8.767009
26016,-7.4991865,-6.9226303
26022,-8.363027,-4.9579954
26028,-7.6588697,-6.6714544
26034,-8.951714,-5.883626
26040,-8.734888,-5.616519
26046,-9.093661,-4.5328465
26052,-9.584367,-5.142745
26058,-9.400748,-4.9044895
26064,-8.870873,-4.8654814
26070,-6.164362,-6.1252832
26076,-4.869693,-7.211198
26082,-2.7167587,-8.54037
26088,-4.0331106,-7.8301363
26094,-5.9440575,-6.072441
26100,-6.789613,-6.158223
26106,-8.622861,-6.213236
26112,-10.07322,-6.953953
26118,-10.766445,-7.8024426
26124,-11.028047,-7.7052345
26130,-10.5291605,-6.6254263
26136,-10.269279,-7.4140577
26142,-10.140528,-6.326227
26148,-11.127205,-4.802828
26154,-8.263742,-6.0438337
26160,-6.843705,-7.028716
26166,-5.909424,-6.8011684
26172,-7.4547405,-6.958539
26178,-8.2980995,-4.975134
26184,-6.990611,-2.5424786
26190,-5.7338514,0.27410507
26196,-5.1544046,-0.83765125
26202,-4.4678802,1.2449675
26208,-3.2248564,0.8097767
26214,-3.7623596,2.5336113
26220,-5.4989395,1.4969797
26226,-4.3826447,0.6729807
26232,-3.2013397,0.6444576
26238,-1.4106426,1.1908841
26244,-2.807273,-1.0402555
26250,-4.7498035,-1.4282122
26256,-7.1275797,-2.221717
26262,-4.940323,-2.1162462
26268,-5.412526,-2.4269085
26274,-4.6736174,-5.3544207
26280,-2.8592825,-7.4249697
26286,-1.7996149,-9.050622
26292,-4.7752466,-8.209077
26298,-7.8779783,-8.938579
26304,-9.000039,-7.7923822
26310,-9.2450285,-7.650775
26316,-8.776312,-7.546545
26322,-8.772884,-7.959956
26328,-9.842166,-6.5873795
26334,-9.466311,-5.568964
26340,-10.804708,-5.6908026
26346,-6.994911,-3.4932775
26352,-4.156785,-1.6331873
26358,-2.9464521,-4.67544
26364,-3.3825426,-5.178544
26370,-4.347555,-4.2230625
26376,-3.214058,-5.844269
26382,-1.815464,-6.997987
26388,-2.2755795,-7.0814314
26394,-2.4022913,-7.011861
26400,-6.8891163,-6.838686
26406,-10.232366,-5.969836
26412,-9.924082,-6.061208
26418,-9.569391,-6.3779736
26424,-10.404705,-5.5747805
26430,-9.095727,-5.462493
26436,-9.060478,-4.682412
26442,-7.049081,-4.8294687
26448,-8.106455,-4.9059343
26454,-9.612553,-4.8253393
26460,-10.524747,-5.974902
26466,-10.233244,-6.3953648
26472,-10.860266,-5.219619
26478,-10.959571,-4.4720964
26484,-9.943709,-4.259572
26490,-8.456754,-3.6172323
26496,-9.284536,-3.9423866
26502,-8.3284025,-3.6622896
26508,-8.753289,-4.7448483
26514,-8.260526,-3.5232658
26520,-9.05221,-3.417327
26526,-9.202096,-2.3255348
26532,-9.6994095,-1.0027647
26538,-9.1641865,-0.49712658
26544,-9.313224,2.0153863
26550,-7.7822084,2.2443697
26556,-9.466832,1.4320419
26562,-8.067513,1.8144312
26568,-9.0261345,0.69210774
26574,-8.258914,1.6428862
26580,-8.604629,-0.5259161
26586,-8.673861,-1.7066975
26592,-9.032282,-1.5321026
26598,-7.7209044,-1.7713909
26604,-7.655139,-2.8833818
26610,-6.7134514,-3.1405478
26616,-5.851549,-2.9217272
26622,-3.3769398,-4.1685476
26628,-1.9907227,-7.3692017
26634,-2.2856922,-7.4331627
26640,-4.879594,-6.7135143
26646,-6.0873384,-6.6039076
26652,-5.7197742,-7.9366064
26658,-10.143762,-5.7037907
26664,-10.726758,-6.869932
26670,-11.596543,-7.063689
26676,-12.079467,-6.7831907
26682,-12.462718,-7.354621
26688,-12.296868,-6.5546
26694,-10.995821,-5.7194176
26700,-10.430733,-4.446308
26706,-8.475265,-5.0010233
26712,-6.547616,-7.03671
26718,-6.5778055,-7.208585
26724,-6.2042036,-6.8642826
26730,-7.8172455,-5.915057
26736,-11.930848,-5.391917
26742,-11.0416,-6.6095333
26748,-11.996743,-4.899084
26754,-11.093574,-4.4050198
26760,-11.084778,-2.807251
26766,-10.728896,-3.1450958
26772,-9.82264,-2.6016016
26778,-9.414408,-2.7957754
26784,-10.464421,-2.1186962
26790,-9.995106,0.78952026
26796,-10.691029,0.7310186
26802,-8.803095,1.5237627
26808,-8.301737,2.3276558
26814,-7.8096867,2.8525333
26820,-8.55762,1.3648834
26826,-7.9548893,0.20119196
26832,-9.309953,0.9741981
26838,-9.1201,-0.47690296
26844,-10.417109,-0.5093946
26850,-9.497952,1.8896074
26856,-8.605229,0.8451091
26862,-7.4684467,0.70208836
26868,-7.8726015,-0.27857244
26874,-7.269594,-1.0252066
26880,-6.761278,-3.1898985
26886,-5.3263845,-3.7714128
26892,-6.561575,-4.312317
26898,-6.6122513,-4.1500206
26904,-7.596285,-5.2728357
26910,-9.327128,-5.2890663
26916,-9.845116,-6.092244
26922,-10.566998,-7.5385275
26928,-10.501259,-5.71593
26934,-8.827471,-5.382251
26940,-9.3764105,-4.980651
26946,-8.6319475,-5.101224
26952,-9.625372,-5.5476723
26958,-9.237006,-4.8278284
26964,-10.850892,-5.45512
26970,-9.489181,-5.2369995
26976,-11.045566,-4.693905
26982,-9.868605,-5.4726133
26988,-9.571229,-5.7481985
26994,-8.897398,-6.092266
27000,-10.421395,-6.2322426
27006,-9.754636,-4.628624
27012,-10.312437,-3.8000078
27018,-9.925079,-1.8566637
27024,-8.954274,-1.1909914
27030,-7.223404,-0.8498287
27036,-7.3574324,-2.1233912
27042,-7.2807245,-1.6734171
27048,-8.573642,-1.0505457
27054,-8.900332,-0.1912089
27060,-9.722769,-1.5715485
27066,-9.050661,-2.5213346
27072,-12.181096,-3.1512842
27078,-12.826214,-2.683607
27084,-11.676986,-2.1679354
27090,-10.190271,-0.44616985
27096,-9.538914,1.2028415
27102,-6.8914986,0.27332222
27108,-7.071348,1.8318262
27114,-4.9434605,2.0585222
27120,-3.9779825,2.2572556
27126,-2.26826,-0.29293406
27132,-4.0038366,-2.648035
27138,-6.8263807,-3.8296585
27144,-8.790714,-3.2790136
27150,-8.030136,-2.4962416
27156,-7.726818,-3.3534346
27162,-6.7040424,-4.6024857
27168,-6.015089,-6.8405895
27174,-8.546103,-4.225154
27180,-10.265614,-3.610568
27186,-9.342286,-2.7425299
27192,-9.88059,-0.41269016
27198,-8.704218,-0.59382397
27204,-9.047626,0.80343497
27210,-6.8841705,0.19233704
27216,-7.663522,1.9673219
27222,-6.9032946,0.926865
27228,-8.77251,0.114709854
27234,-8.62302,-2.4921417
27240,-10.829973,-0.885478
27246,-9.024318,-0.858595
27252,-9.455251,-1.6117868
27258,-8.295972,-2.6711454
27264,-8.763947,-2.1867418
27270,-7.218272,-2.9752493
27276,-8.393266,-2.991414
27282,-8.501008,-4.1137114
27288,-8.653715,-1.3200436
27294,-6.1373024,-3.03539
27300,-5.156149,-4.193096
27306,-4.654418,-5.0415554
27312,-3.6072655,-7.5584774
27318,-8.038416,-7.0097265
27324,-9.720143,-6.312129
27330,-8.436789,-8.183203
27336,-11.068689,-5.7848673
27342,-10.747394,-5.979725
27348,-9.672398,-5.9597683
27354,-7.4861507,-7.700815
27360,-5.477003,-7.6337986
27366,-5.589322,-8.5222435
27372,-5.321556,-8.64619
27378,-5.335088,-9.711307
27384,-4.3457394,-7.832526
27390,-3.1235561,-8.621472
27396,-2.7679186,-8.174535
27402,-2.1494312,-8.75602
27408,-1.749258,-7.894305
27414,-1.6662979,-8.829462
27420,-2.0132504,-7.9159546
27426,-0.868907,-8.087257
27432,-3.0555372,-6.6481113
27438,-5.314314,-5.7876825
27444,-10.293812,-3.025157
27450,-9.440622,-2.669362
27456,-9.922054,0.79577583
27462,-7.4641056,1.4671478
27468,-8.417388,1.8782873
27474,-7.501893,1.490531
27480,-6.636717,3.4138908
27486,-3.0335426,2.2770662
27492,-4.470934,2.3657284
27498,-0.08677006,0.91943455
27504,-0.48869896,-0.74800205
27510,1.3825979,-3.4627914
27516,-0.761744,-3.5753918
27522,-0.030017793,-1.8756752
27528,-0.5451406,-3.0934563
27534,-1.7283916,-4.3424416
27540,-4.3784075,-4.6513414
27546,-6.686858,-3.2833986
27552,-8.574953,-2.7033749
27558,-8.352882,0.09201443
27564,-5.6614666,1.2347012
27570,-4.1356583,1.8710184
27576,-0.4937296,2.8679714
27582,4.501363,1.7252378
27588,5.075021,-2.2060719
27594,2.5768414,-4.7784452
27600,2.1457615,-6.135208
27606,-2.7421227,-5.786254
27612,-6.985484,-4.9922323
27618,-7.8276825,-4.2895145
27624,-10.417696,-4.3055277
27630,-9.62702,-3.8805733
27636,-9.710445,-3.8788576
27642,-8.774329,-2.9042692
27648,-9.098886,-1.8894224
27654,-7.903899,0.45685488
27660,-7.8218946,0.8567429
27666,-5.1473627,0.18968964
27672,-5.1681633,1.5585074
27678,-1.877326,0.25646877
27684,-2.1521473,-1.9941406
27690,-0.7751253,-3.1786718
27696,-0.5146358,-4.7816515
27702,-1.8247252,-5.6916895
27708,-2.6089382,-5.0541945
27714,-1.8668184,-3.7963772
27720,-1.6569233,-6.3587074
27726,-5.180024,-7.132057
27732,-8.396184,-4.590869
27738,-9.699431,-5.0901966
27744,-10.067779,-3.878749
27750,-9.834073,-4.747509
27756,-10.399767,-4.7152805
27762,-9.691382,-3.2082825
27768,-10.066898,-2.8418884
27774,-8.529189,-0.76989174
27780,-8.679265,0.30223837
27786,-9.15027,3.326376
27792,-7.3748093,3.646451
27798,-5.580698,3.738412
27804,-5.7468624,3.9071083
27810,-2.2107048,3.8057957
27816,-1.0187111,3.2804356
27822,0.09750366,2.7887516
27828,0.7826826,-0.8854437
27834,0.81614137,-3.0602007
27840,-0.5572619,-2.5728035
27846,-1.9435301,-1.3855085
27852,-2.4411793,-1.959693
27858,-1.6794529,-0.6351414
27864,-2.8707905,-1.887804
27870,-1.6858749,-3.4932098
27876,-2.5381851,-3.345749
27882,-0.9249877,-4.72861
27888,-3.366867,-5.321846
27894,-4.3865404,-1.486927
27900,-4.2410603,-2.954525
27906,-3.4446697,-4.4147253
27912,-3.3115082,-5.7805977
27918,-4.106886,-4.238082
27924,-4.3118677,-4.057
27930,-2.4517546,-3.7127619
27936,-2.46307,-4.361287
27942,-1.3664913,-3.4252987
27948,-2.8815784,-3.2726326
27954,-3.833373,-2.0985794
27960,-4.269573,-1.2762766
27966,-2.6018124,-0.43783486
27972,-1.8627338,-1.1230087
27978,0.14093494,-0.77164745
27984,0.38846773,-2.1203384
27990,1.306231,-2.1689959
27996,0.56606776,-2.9680805
28002,-2.1667461,-3.7292395
28008,-5.3441334,-1.1802206
28014,-5.7805033,0.48847467
28020,-5.771085,0.5746691
28026,-5.722271,-0.5911614
28032,-7.004938,2.3876543
28038,-5.016059,3.0042372
28044,-2.1253643,0.690654
28050,-1.2709007,0.6770053
28056,-0.8086481,3.9008179
28062,4.303487,0.43778634
28068,1.6323271,-4.454789
28074,-1.7500343,-2.5057735
28080,-3.6553097,-2.0594168
28086,-4.703536,-0.7701091
28092,-4.63579,-1.1356106
28098,-5.930544,1.4067888
28104,-5.8726635,1.3479319
28110,-3.3729258,0.5977021
28116,-4.148654,0.100495756
28122,-4.9945755,0.98766994
28128,-7.1019144,0.8765524
28134,-6.9754353,-0.39028263
28140,-8.72367,-0.24462527
28146,-8.25028,0.26106697
28152,-7.988846,1.3978977
28158,-7.0484743,1.0510263
28164,-6.9241123,0.6080301
28170,-6.655221,1.5031958
28176,-7.740549,0.41792792
28182,-7.0468893,1.0089622
28188,-7.3810825,1.3793716
28194,-6.1328745,0.87948424
28200,-7.0189457,0.75494766
28206,-7.391507,1.1425753
28212,-8.548274,0.6020864
28218,-7.932723,1.1843538
28224,-8.222617,1.1185248
28230,-8.131066,0.50591564
28236,-8.912782,1.9900169
28242,-7.9077263,3.0631676
28248,-8.128505,3.2736635
28254,-6.082616,0.3498847
28260,-6.9212,-0.7829875
28266,-6.2742567,0.3694393
28272,-7.357051,-0.045770645
28278,-5.9661865,-0.45204836
28284,-7.5947104,-1.9856558
28290,-7.0858107,-2.1746511
28296,-7.9286976,-3.6958666
28302,-9.51211,-6.8311872
28308,-11.12882,-6.3601074
28314,-9.577799,-5.312044
28320,-10.004816,-5.072891
28326,-9.22823,-4.3789797
28332,-9.378206,-4.046829
28338,-6.2522182,-5.932541
28344,-5.0386915,-7.4661903
28350,-4.977993,-7.664588
28356,-7.2276363,-6.029461
28362,-9.026857,-6.4095545
28368,-9.841219,-6.47888
28374,-9.338061,-7.49417
28380,-9.190796,-6.0567503
28386,-9.6868725,-5.5983276
28392,-9.442278,-5.097842
28398,-7.700721,-4.431076
28404,-6.7504816,-4.4038267
28410,-6.0065613,-3.208664
28416,-4.5717134,-4.37809
28422,-4.549547,-4.445862
28428,-5.8674355,-3.1239948
28434,-5.6549873,-3.830041
28440,-7.754466,-2.486701
28446,-8.439278,-3.703991
28452,-10.03766,-2.0153055
28458,-8.863678,-0.80508995
28464,-7.8721333,-1.8291206
28470,-8.667824,-2.9302845
28476,-8.289581,-0.80210114
28482,-8.2175045,1.0203044
28488,-7.0670404,2.0228825
28494,-5.2918453,1.3708124
28500,-4.78848,4.4514303
28506,-0.42977715,1.6387043
28512,-0.27308053,0.21687204
28518,0.32675862,-1.8878069
28524,-0.35127175,-4.168309
28530,-2.6680012,-3.5231981
28536,-7.284436,-3.6226778
28542,-6.7606783,-2.7215605
28548,-4.6691647,-4.595042
28554,-4.363761,-6.5495653
28560,-6.0583525,-8.584843
28566,-6.874195,-8.914275
28572,-7.264207,-8.032557
28578,-5.7568445,-9.223287
28584,-6.5500975,-7.4967012
28590,-6.262327,-6.815777
28596,-4.9020824,-6.8800926
28602,-4.259115,-6.530347
28608,-3.5078802,-6.348283
28614,-3.435689,-6.7679987
28620,-6.7623587,-4.776965
28626,-6.972026,-4.214324
28632,-6.849166,-3.5735216
28638,-5.923047,-4.827695
28644,-5.1301785,-5.134348
28650,-3.6161165,-7.868743
28656,-7.915826,-5.951379
28662,-11.357235,-7.4628935
28668,-12.951323,-7.8402166
28674,-11.7568655,-6.5033226
28680,-11.729988,-4.496728
28686,-10.851092,-5.3684053
28692,-10.682452,-4.223275
28698,-7.877097,-4.1039295
28704,-7.46906,-3.8074255
28710,-7.2404995,-4.381056
28716,-7.7828283,-2.958622
28722,-5.931221,-2.348359
28728,-6.0563936,-3.6396189
28734,-7.050082,-4.1061487
28740,-8.10349,-2.1405077
28746,-8.052761,-2.5321407
28752,-8.043382,-0.9131095
28758,-6.5961647,-1.9440174
28764,-7.185957,0.80120045
28770,-1.6117468,-0.39503193
28776,-0.68153113,-5.2732515
28782,-1.591938,-4.5779686
28788,-1.0675325,-6.2047634
28794,-3.2523975,-5.348549
28800,-7.0602093,-3.2925158
28806,-7.573292,-4.852955
28812,-8.8729,-4.1784334
28818,-7.1681833,-4.770195
28824,-8.411328,-3.2833662
28830,-7.31793,-3.225089
28836,-8.231131,-3.1473389
28842,-7.455867,-2.7313185
28848,-7.523428,-0.8128967
28854,-5.2998085,0.5266343
28860,-4.4696846,-0.19899875
28866,-3.3762255,-0.53263474
28872,-2.9769926,-4.593341
28878,-3.512537,-5.8730583
28884,-6.964776,-5.559578
28890,-8.856194,-5.5659714
28896,-9.600402,-5.0495872
28902,-9.451101,-5.261203
28908,-10.4611845,-3.7823238
28914,-8.887361,-2.4980354
28920,-8.273386,-0.49723792
28926,-7.017329,-1.3078184
28932,-7.359375,-0.08071554
28938,-2.8086052,2.3137465
28944,-0.8060169,-0.049455643
28950,0.14606458,-2.3133602
28956,-0.6045315,-2.3857107
28962,1.1809216,-2.3924618
28968,-0.4617834,-1.9065247
28974,-0.44905776,-2.4629765
28980,-1.5772476,-1.3890743
28986,-1.3834667,-1.1478453
28992,-0.9158678,0.789129
28998,1.717392,-0.95043564
29004,-0.24215579,-2.1932364
29010,-0.11733985,-1.0713654
29016,-0.7588426,0.17885494
29022,0.2779708,0.88396776
29028,-2.0921774,-1.5937614
29034,-2.2783346,-0.07006633
29040,-2.6329174,0.8138208
29046,1.092328,1.2810192
29052,2.4447927,-0.66184425
29058,2.5637293,-1.4086437
29064,1.8552408,0.044529736
29070,2.2027311,-0.54027194
29076,1.3897457,-1.7581081
29082,1.6710854,-1.3959246
29088,1.106184,1.1822764
29094,3.0011053,0.745742
29100,0.9227535,-0.8672505
29106,1.3037729,-1.7224655
29112,-0.11633581,-2.0270596
29118,-0.7741719,-2.2071524
29124,-1.641139,-2.6270466
29130,-2.0104046,-1.3768606
29136,-3.6893454,-0.63276005
29142,-3.7955742,-1.1213312
29148,-5.079054,-0.29320335
29154,-2.694829,0.548727
29160,-1.872488,0.79667723
29166,-1.2309561,1.2029629
29172,1.12556,0.52817196
29178,3.2681932,0.56315213
29184,3.5853453,3.569234
29190,5.1280575,2.3726301
29196,4.399377,3.786231
29202,7.433466,2.7394466
29208,7.142479,3.7594318
29214,5.4051905,2.2067852
29220,5.8701315,4.8209085
29226,7.5229015,4.5036345
29232,6.465352,2.1183605
29238,4.9803457,-1.3856926
29244,-2.5848322,-4.431283
29250,-1.8775539,0.031812668
29256,-5.1310453,-1.3204727
29262,-4.5353575,1.6330187
29268,-2.4835587,2.7492409
29274,0.6472378,2.6468344
29280,-0.08834934,3.0544224
29286,0.39702606,3.2862015
29292,-0.51744366,2.010602
29298,2.2821698,2.18464
29304,4.164789,3.512766
29310,3.438815,3.5142384
29316,4.011363,0.03120327
29322,1.8452606,-0.55575967
29328,0.14094228,3.0787592
29334,0.023914993,1.5682628
29340,-2.3126564,1.1479235
29346,-0.55276966,-0.66793555
29352,-2.5299616,0.8491058
29358,1.4271818,-0.08207333
29364,-0.25021076,-2.5964556
29370,-0.53138393,-0.46303856
29376,0.12833804,-1.0255527
29382,0.3837976,-1.6637001
29388,-1.0579491,-1.7078419
29394,-0.96265316,0.81652635
29400,-0.4805221,1.4667358
29406,1.6268749,0.22674078
29412,-0.9209179,-0.2212258
29418,-0.74556917,0.36362034
29424,-1.6825905,1.0273018
29430,-2.3752937,1.4376316
29436,-3.916833,-0.63470423
29442,-4.7555523,1.4780264
29448,-5.562598,1.6181526
29454,-5.403208,0.5977512
29460,-7.1871214,0.24058884
29466,-7.0383263,1.2696381
29472,-7.9337387,1.3355703
29478,-6.6963844,0.6749736
29484,-6.8765726,-1.9447689
29490,-6.4603615,-2.1630049
29496,-7.517482,-0.12874603
29502,-6.5145664,-1.0210495
29508,-6.941575,-2.1978168
29514,-6.215188,-1.7842588
29520,-8.194899,-2.9786892
29526,-7.357568,-2.5991535
29532,-7.4324913,-4.391473
29538,-8.502433,-1.0074167
29544,-7.7579327,-1.274868
29550,-6.313922,-2.6422253
29556,-6.7222004,-2.8315506
29562,-6.493142,-0.9282265
29568,-6.408514,0.007070065
29574,-3.1308718,-1.3211956
29580,-4.5284986,-2.094472
29586,-5.3632975,0.3575883
29592,-4.919957,0.7947625
29598,-3.8439312,-1.0325174
29604,-5.7153854,-0.35037047
29610,-3.9571276,0.3878801
29616,-2.7427511,-2.9321022
29622,-3.112543,-4.7133036
29628,-4.4994154,-3.8726988
29634,-3.5436077,-5.0219746
29640,-0.8079281,-7.1569242
29646,0.9720793,-8.493711
29652,-1.7671299,-7.049471
29658,-5.6719093,-7.7403946
29664,-1.3347483,-5.8182783
29670,-0.44679356,-3.7007551
29676,-1.7814245,-2.3361921
29682,-2.9513206,-0.36079884
29688,-2.8434172,-1.2267065
29694,-3.567937,-2.3880796
29700,-4.516412,-1.9215641
29706,-4.87582,-0.21124172
29712,-5.1819744,-2.4655638
29718,-6.0867243,-2.1197014
29724,-6.560584,-2.1153727
29730,-7.208784,-0.6470704
29736,-6.800049,-1.3101568
29742,-8.402487,-2.7210627
29748,-8.842277,-2.8069553
29754,-8.368322,-2.5487623
29760,-8.714685,-3.5080662
29766,-8.812264,-3.4259815
29772,-9.076655,-3.1339254
29778,-9.135037,-2.8736448
29784,-9.181665,-0.40435505
29790,-6.319906,-0.78261185
29796,-7.8298864,-1.621479
29802,-6.500784,-0.6229465
29808,-5.869336,0.7873522
29814,-3.3788528,0.551704
29820,-4.7966566,1.0171938
29826,-1.0377979,2.8820658
29832,1.4728851,2.5139847
29838,3.5050125,0.5912655
29844,0.2827173,-0.36411297
29850,0.8306254,0.34307426
29856,-1.0750637,4.030822
29862,2.5957613,2.4384632
29868,0.8174278,2.5304403
29874,2.5403347,3.2850113
29880,3.1816998,5.257251
29886,6.4694853,2.653284
29892,3.07545,0.827468
29898,6.9164677,3.4414244
29904,5.548375,4.2886763
29910,6.5583763,3.484046
29916,6.352437,2.326027
29922,4.8379974,3.4996347
29928,5.1319857,2.1668653
29934,6.6103325,3.0388503
29940,4.1221495,3.214591
29946,5.582752,2.7698002
29952,3.9956713,5.6165667
29958,5.884425,4.8880787
29964,7.049139,4.2435055
29970,7.7009478,0.68621874
29976,5.113101,-1.083888
29982,3.9198713,-3.205264
29988,0.89104176,-4.606641
29994,-2.9315462,-3.073186
30000,-6.512992,-1.3039808
30006,-7.565254,-0.86033916
30012,-7.254018,-0.033576965
30018,-6.084401,-1.3741007
30024,-6.4911537,-1.1002159
30030,-4.640235,-0.5969429
30036,-4.5515146,-1.7717447
30042,-3.9341946,-2.2562017
30048,-1.9241161,0.5775385
30054,-0.2828102,1.8891077
30060,1.8462403,0.83032894
30066,1.214086,2.1628687
30072,0.9322961,3.6667871
30078,5.764657,2.613431
30084,4.4147005,0.76707613
30090,3.9729338,0.13602126
30096,2.4274855,2.568349
30102,4.2899036,1.6596365
30108,1.5793552,-0.63229656
30114,-2.4573421,2.4290524
30120,-0.851585,3.1060543
30126,-0.20042133,0.6942171
30132,-1.2705479,-0.6235275
30138,-1.7024326,-3.9428978
30144,-3.9415073,-2.3918028
30150,-3.1410036,-1.6726837
30156,-3.5210896,-2.4431162
30162,-3.0372515,-1.0606041
30168,-3.452179,-2.4317503
30174,-2.4104986,-0.8248663
30180,-2.7948408,-2.2773905
30186,-1.8275356,-2.021761
30192,-2.5151377,-0.75948334
30198,-1.7629719,1.053945
30204,-0.78627586,-1.2187328
30210,-0.32063663,-1.5465536
30216,-1.070487,0.990602
30222,2.7618523,0.16272217
30228,2.1008368,-1.2802353
30234,1.8967543,0.040206492
30240,2.938385,1.1932873
30246,2.5567436,0.34244728
30252,-0.07830316,-1.75107
30258,-0.12838858,1.2834897
30264,0.48523766,4.0160484
30270,1.4995031,2.3774176
30276,1.4831429,0.93056023
30282,0.9117471,2.9932775
30288,1.4515991,4.689704
30294,5.2256966,2.899272
30300,2.9314766,3.4016275
30306,2.1265926,4.2115526
30312,2.2788668,5.5290556
30318,5.6559105,3.6245098
30324,4.533596,2.935382
30330,4.572835,3.6815434
30336,4.260911,3.1845322
30342,5.802022,3.0681143
30348,4.785903,1.3452227
30354,2.1203232,1.9630165
30360,2.6437082,3.197276
30366,4.1191387,2.6757946
30372,3.075222,0.7613739
30378,3.8358383,-0.27001572
30384,3.2429886,1.7962493
30390,4.4431534,-0.08893436
30396,4.0016394,1.4287152
30402,3.3401804,3.9207735
30408,4.3257065,3.236308
30414,6.1431,1.1827049
30420,4.897976,2.8768778
30426,4.119035,4.62208
30432,5.4617357,4.6226044
30438,6.209242,3.2662563
30444,5.70514,2.5856924
30450,3.9135695,4.294379
30456,4.8638716,5.183179
30462,5.98289,2.861713
30468,4.5738306,1.3058102
30474,3.2553358,1.7176707
30480,3.0188532,2.508111
30486,4.2699823,0.06751287
30492,2.4917336,-0.4770584
30498,1.5564022,-0.698183
30504,1.6925211,1.8617041
30510,3.0319135,-2.7786713
30516,-1.3567486,-2.6927738
30522,-0.5007677,0.020207405
30528,-2.9633904,-2.241579
30534,-2.4194098,-3.064478
30540,-5.057253,-3.5203056
30546,-1.920742,0.41384888
30552,-0.91936874,0.8589659
30558,-2.8079805,0.7711525
30564,-5.178219,2.33824
30570,-0.40821934,4.9867725
30576,-1.6563206,4.637899
30582,-1.4510794,5.019719
30588,-2.7397432,7.586939
30594,-0.5434761,7.1568766
30600,2.0952134,8.897516
30606,4.0741997,6.2946873
30612,2.4811487,7.476989
30618,3.2021227,7.7151966
