time,U,V
152910,-5.1272993,0.41615283
152916,-5.3031178,1.3802319
152922,-5.280858,-0.18289208
152928,-5.5093126,1.2677059
152934,-4.4639635,0.2861392
152940,-5.637265,1.3226824
152946,-5.6327696,3.5143719
152952,-4.487459,5.154846
152958,-1.465828,4.008418
152964,-2.1961231,3.0228682
152970,-3.9842062,3.3639889
152976,-5.9815836,2.728054
152982,-4.614688,2.8373423
152988,-3.7807674,4.1827364
152994,-2.8803387,3.4267683
153000,-5.16348,3.6841812
153006,-6.7661343,2.8279858
153012,-7.4721413,4.4736633
153018,-4.470743,4.6298904
153024,-4.9624395,3.90244
153030,-4.0965633,3.265751
153036,-4.8612814,1.9072466
153042,-4.654851,2.6508188
153048,-4.929802,4.5884
153054,-0.7044821,1.1135254
153060,0.80902195,0.78976226
153066,-0.073146105,-1.2355881
153072,-1.1561203,1.7324915
153078,0.82707876,-1.7699509
153084,-0.87986183,-3.0091114
153090,-1.7414846,-1.2871399
153096,-2.1478634,1.1814108
153102,3.3425703,-0.09671694
153108,2.0367422,4.022669
153114,3.5158367,4.57726
153120,5.684744,4.0674896
153126,6.45811,3.4139853
153132,5.414198,4.3027067
153138,4.9174776,4.8601
153144,3.6083384,7.156575
153150,4.9730806,6.3413877
153156,4.0536547,6.3707485
153162,5.3475504,6.3093405
153168,3.85641,7.879651
153174,4.268178,6.2100344
153180,2.6988392,4.8419065
153186,0.7346056,5.840866
153192,-0.3236996,6.2371883
153198,0.65594447,5.3554573
153204,1.3189659,5.1032505
153210,0.52719694,4.7954836
153216,-0.59715176,5.8738995
153222,1.1634431,3.667428
153228,-1.337225,3.398819
153234,0.08517265,2.8000946
153240,-1.0211821,3.2928524
153246,0.98190814,1.4116783
153252,-0.78640175,1.4837313
153258,-0.8955145,1.2197456
153264,-1.9348335,2.836646
153270,-2.5387115,1.1996651
153276,-4.729081,3.1495972
153282,-2.5635128,1.9814434
153288,-3.7613354,4.7705
153294,0.6899109,4.9880056
153300,-0.059091568,4.6395407
153306,0.35263228,2.1040993
153312,-2.5853252,3.0640144
153318,-0.14711475,2.6253405
153324,-1.5303087,1.3646364
153330,-2.1961107,1.7941542
153336,-1.4573269,3.56281
153342,2.3092804,0.4655714
153348,0.7499015,0.88453215
153354,1.5944588,0.91547465
153360,1.2923021,1.3028994
153366,2.9200363,0.09781301
153372,1.0512888,0.7967892
153378,0.20779085,2.523285
153384,0.11474359,2.1003065
153390,1.2801038,1.241579
153396,0.050760694,1.7205362
153402,-1.5833416,0.6194399
153408,-3.787941,3.0398273
153414,-2.9946413,1.0238495
153420,-5.433277,1.7449894
153426,-6.171933,2.5386171
153432,-6.3661785,3.5119944
153438,-4.5206413,0.885037
153444,-7.0275364,1.2665539
153450,-5.927062,1.6598845
153456,-5.831378,1.3194437
153462,-5.6697197,1.241229
153468,-6.5321608,2.2555017
153474,-3.6079168,2.5522661
153480,-4.1348,2.0015001
153486,-3.0190382,1.6072493
153492,-3.1846533,3.0508327
153498,-2.149538,2.2043123
153504,-1.7702312,0.9545676
153510,-0.6567928,0.39267188
153516,-1.3738842,1.3301668
153522,-0.5469573,2.2430868
153528,1.2732079,1.6507483
153534,2.120123,-0.29937917
153540,-0.5517483,-0.49204928
153546,-0.22456956,-0.27568805
153552,0.6505284,-1.5367117
153558,0.8423023,-2.7040882
153564,-0.8771782,-1.8912125
153570,-0.813097,-1.8509178
153576,0.6586905,-0.6722307
153582,1.4235983,-2.574296
153588,1.842988,-1.3057022
153594,2.2497978,0.000376999
153600,3.6582594,0.05084765
153606,4.0425777,-0.3264007
153612,2.7533855,1.2265825
153618,3.9221954,2.5438309
153624,2.8505678,4.2265778
153630,4.219866,3.0980263
153636,3.5848083,2.521321
153642,2.8568487,2.8634663
153648,1.491952,3.5833788
153654,1.1336999,2.1677523
153660,0.07823849,0.63252926
153666,-1.0314369,0.9031089
153672,-1.7541533,-0.41263962
153678,-1.7101145,-1.4884968
153684,-4.235612,-1.3456306
153690,-5.1126556,0.39726388
153696,-5.9555225,1.1836975
153702,-5.2893877,-0.7445179
153708,-6.4102144,-0.7757227
153714,-5.2554474,1.3758497
153720,-3.382884,2.6101084
153726,0.7492241,1.4551029
153732,-0.95433617,-0.023763776
153738,-1.3553047,4.7059536
153744,1.356752,5.238799
153750,3.6007862,2.9160366
153756,1.8590639,2.2058916
153762,0.22087067,4.1990795
153768,-0.23924911,3.314498
153774,-0.07416344,0.97397226
153780,-0.51444626,2.0155525
153786,-4.0927296,2.098175
153792,-4.968148,3.405902
153798,-3.6676426,3.8889265
153804,-4.0676746,3.4890957
153810,-4.7821093,4.419796
153816,-4.306122,3.6196957
153822,-6.5046463,-0.14980298
153828,-10.008104,-0.11643571
153834,-8.669247,0.88830173
153840,-9.058612,3.457161
153846,-9.804784,2.425045
153852,-10.819226,5.384264
153858,-8.58965,4.6772614
153864,-9.238838,4.91788
153870,-6.172206,4.971793
153876,-2.0115175,8.183908
153882,0.98122597,5.754772
153888,-3.393529,3.8018217
153894,-2.6823263,3.1096487
153900,-2.9988441,5.11882
153906,-0.45442963,4.1811
153912,-1.7244654,3.5387325
153918,-2.4848394,0.7674675
153924,-3.842555,-0.6667242
153930,-4.2796717,-5.0729313
153936,-6.1155615,-6.157153
153942,-5.4232426,-7.7088833
153948,-6.695095,-10.082279
153954,-3.789132,-13.869133
153960,1.1118412,-15.888788
153966,-0.2817316,-16.423615
153972,8.354712,-14.097232
153978,10.365795,-9.2576475
153984,11.710646,-3.8606157
153990,17.65259,9.35447
153996,10.274407,9.697831
154002,7.253517,12.710853
154008,5.5439157,12.52897
154014,6.966672,9.088615
154020,4.6644793,8.510996
154026,4.1633043,7.4473524
154032,3.7399435,6.013674
154038,3.0773182,3.9472399
154044,0.29791546,2.9256704
154050,0.5016918,1.1546679
154056,1.4952219,0.5616007
154062,2.0152597,-3.3072052
154068,-0.061336875,-3.7608204
154074,3.1438217,-3.2698078
154080,8.3143,-2.4052362
154086,8.729975,-5.514489
154092,8.94911,-5.9541626
154098,10.574366,-7.141984
154104,14.420863,-3.375104
154110,14.607288,-1.672142
154116,13.985851,3.4563942
154122,11.5069,6.4427958
154128,9.832712,9.665262
154134,8.021009,10.78653
154140,5.4833527,9.5166235
154146,3.037146,8.887364
154152,3.0164747,9.5035
154158,1.6019001,6.2012196
154164,-2.6025114,5.026125
154170,-5.0471087,2.0367937
154176,-5.482792,2.3857841
154182,-7.645694,1.5744753
154188,-9.464142,3.107563
154194,-7.9597588,2.6491485
154200,-8.547819,2.5426726
154206,-5.321786,5.159091
154212,-1.36621,6.1650543
154218,2.0409536,7.005308
154224,1.0390177,7.737008
154230,4.700041,10.63052
154236,2.241044,10.985134
154242,2.1388168,12.65209
154248,5.3898306,13.184328
154254,7.367277,12.987062
154260,8.0413475,14.180086
154266,7.2947598,10.708933
154272,7.6937103,8.864709
154278,8.360763,6.0576525
154284,6.301162,7.0720825
154290,6.9908247,6.414587
154296,7.0274305,5.3124104
154302,7.081067,2.9833279
154308,5.511636,3.92908
154314,6.9181643,5.24769
154320,6.5957794,4.776581
154326,7.77221,4.051716
154332,6.3664675,2.8286524
154338,6.2793255,2.6647806
154344,7.184887,3.0916424
154350,8.369733,2.3277216
154356,8.088066,1.7763624
154362,8.320683,2.3344078
154368,7.9649525,-0.154356
154374,8.322328,0.8361602
154380,8.858742,1.3035566
154386,9.714793,3.2865548
154392,10.42721,0.8541799
154398,10.621772,2.2093287
154404,10.128271,3.2456312
154410,9.522222,2.4554129
154416,8.671135,3.5317135
154422,8.110573,2.788661
154428,7.9773216,3.885456
154434,7.2510595,4.4109945
154440,5.714328,3.8790977
154446,6.083085,4.5651197
154452,5.3380413,4.2548914
154458,3.2734766,3.7224674
154464,2.4969854,3.977765
154470,4.827449,2.7516184
154476,1.5463591,1.3306055
154482,2.4753876,3.6910791
154488,-0.7992812,3.22394
154494,-0.95314217,0.44881618
154500,-2.6715412,0.42964846
154506,-3.2301254,0.27425408
154512,-4.812598,1.6123886
154518,-4.7853384,1.4084921
154524,-3.2960863,1.4583483
154530,-4.2985153,0.3811912
154536,-4.541335,1.1891117
154542,-5.6372128,-0.7336283
154548,-6.735341,-1.5574808
154554,-5.380356,-4.560849
154560,-8.281851,-5.5862665
154566,-8.695837,-7.008666
154572,-11.780449,-3.6274977
154578,-11.7553625,-4.572751
154584,-12.521652,-4.710082
154590,-12.747823,-0.5925683
154596,-12.637623,3.3390694
154602,-10.103648,3.6194963
154608,-8.511356,3.078845
154614,-4.999028,1.6606953
154620,-4.243168,1.0298142
154626,-3.6180296,1.6739393
154632,-2.7259674,2.3936577
154638,-0.49741393,-0.5747919
154644,-0.2710045,0.043700814
154650,1.6606455,-0.9542217
154656,1.5889044,-0.81080145
154662,2.507062,-1.8216915
154668,1.142499,-2.4417686
154674,0.9911304,-0.7651551
154680,0.2016412,-0.8252084
154686,1.2281952,-1.5155258
154692,-1.0133619,-0.7317877
154698,0.24524975,0.08030075
154704,-2.3919306,1.0962305
154710,-3.3399067,1.2482281
154716,-4.6056767,0.4637373
154722,-4.7070045,0.22203398
154728,-3.6557255,0.72263736
154734,-2.9620018,-1.3997202
154740,-4.1985025,-1.6432495
154746,-4.532668,0.54721874
154752,-2.2780056,1.4413137
154758,-0.012856603,-0.77691954
154764,-0.99149704,-1.1689568
154770,-2.690115,0.30824274
154776,-0.4796694,0.9971678
154782,2.7540493,-1.0303507
154788,1.5064597,-1.7751932
154794,-1.0324812,0.86616445
154800,0.4455021,2.4479008
154806,4.870737,-0.05868859
154812,3.4357738,-2.1906033
154818,2.6846762,0.72008145
154824,2.5058966,0.79869354
154830,2.916625,0.51791954
154836,1.6184378,0.5455874
154842,2.172408,0.10023779
154848,1.424948,0.90194285
154854,-0.34320647,-0.59033185
154860,-0.85360813,-0.5101981
154866,0.1435839,-0.23100877
154872,0.01791364,-1.2517986
154878,-0.38842565,-0.9569512
154884,-0.1747247,-0.7808597
154890,-0.160164,-2.5886478
154896,-0.9590917,-1.6069975
154902,-1.29811,-2.154211
154908,-2.621091,-1.1735754
154914,-1.4767103,-0.23308551
154920,-1.0959139,-1.6668625
154926,-1.7204666,-2.0092945
154932,-3.8979359,-1.2187223
154938,-4.7722254,-0.76749814
154944,-4.295164,-0.5860717
154950,-4.10048,-2.1142445
154956,-6.2116814,-1.5502539
154962,-4.3609715,-2.188735
154968,-3.9988985,-1.2781448
154974,-2.696041,-1.810503
154980,-4.921625,-2.6962233
154986,-4.4568777,0.13992602
154992,-4.0288067,0.49106717
154998,-2.953371,0.077171326
155004,-5.176174,-2.8543863
155010,-5.4841766,-1.8616524
155016,-5.9548454,-3.4709682
155022,-6.526641,-6.6153517
155028,-8.131723,-9.3673725
155034,-6.5070925,-12.718878
155040,-11.933769,-7.869707
155046,-7.25047,9.7453375
155052,-4.902774,8.957187
155058,-5.107826,2.3192978
155064,-8.767931,0.118935555
155070,-6.472336,-3.1027937
155076,-8.604973,-3.0842257
155082,-8.18919,-3.528551
155088,-9.932715,-5.0561132
155094,-9.821876,-5.2123756
155100,-11.384105,-5.719614
155106,-11.712401,-4.538452
155112,-12.7059,-3.4533472
155118,-11.831402,-2.1789885
155124,-11.461646,-0.54931927
155130,-10.06171,0.094353676
155136,-9.753229,2.8100505
155142,-6.5408287,0.38569173
155148,-8.173037,2.3364542
155154,-7.5045424,2.6470518
155160,-5.770653,3.3383546
155166,-2.9387207,1.1143217
155172,-4.8387537,0.7861693
155178,-4.270975,0.90773106
155184,-5.837023,-0.31178665
155190,-4.849201,-1.356492
155196,-6.5433598,-1.983983
155202,-5.945668,-3.7991152
155208,-6.119523,-4.819416
155214,-4.841382,-5.956929
155220,-4.8448706,-5.767439
155226,-1.3127537,-6.7316732
155232,2.233942,-6.113904
155238,3.7281408,-6.246002
155244,2.790422,-3.0890265
155250,3.3386173,-2.2224064
155256,5.1521683,-0.3273592
155262,4.692972,0.4839968
155268,2.890687,1.5685494
155274,2.3871982,3.4333725
155280,2.6592367,3.183765
155286,5.4495354,2.4260435
155292,5.1349506,0.41053414
155298,2.8902102,2.3947124
155304,3.7775002,3.2186773
155310,3.7450933,3.6834204
155316,3.9464903,4.172495
155322,3.8437042,3.8179436
155328,4.089859,2.805459
155334,3.5609941,2.3342073
155340,2.4413385,2.0703135
155346,1.8882132,2.889267
155352,1.1786488,2.412125
155358,3.3272493,-1.1265211
155364,-1.7618389,-1.5339384
155370,0.780673,1.1912252
155376,-2.2919607,0.21473408
155382,-0.061944008,0.39676762
155388,-2.5791779,-0.66276073
155394,-5.931612,-0.35655046
155400,-7.7250986,2.1858978
155406,-7.2400026,1.0634375
155412,-9.307324,-0.15852356
155418,-7.0612173,1.4563931
155424,-7.19855,1.8903142
155430,-6.724312,-1.0456219
155436,-8.308459,-0.8784467
155442,-6.503484,-0.29897022
155448,-6.5000706,0.26413763
155454,-6.0220795,-2.1717005
155460,-6.0127745,-2.827425
155466,-6.99844,-1.9648418
155472,-7.159479,-3.039132
155478,-6.115964,-3.4991035
155484,-4.884659,-3.979867
155490,-4.8004303,-4.7157955
155496,-2.6256914,-6.5380144
155502,-1.0079889,-6.566988
155508,1.0961672,-6.756609
155514,2.6319761,-6.058791
155520,3.9889002,-7.410343
155526,5.7455425,-8.196948
155532,6.1157494,-8.450317
155538,5.958662,-7.644127
155544,5.7006197,-8.699776
155550,6.631091,-7.4062815
155556,6.098755,-7.081065
155562,3.306754,-6.2792244
155568,1.1983709,-4.5907364
155574,-2.1501017,-5.641917
155580,-3.233055,-3.5779867
155586,-3.6097088,-2.4773865
155592,-4.402709,-2.049407
155598,-6.3873644,-3.7346354
155604,-8.439914,-1.4985256
155610,-7.394884,-0.060476303
155616,-7.0140133,0.22698498
155622,-3.7767248,-1.9183531
155628,-3.860816,-0.83219147
155634,0.47346687,-2.0532694
155640,-0.7589636,-1.463892
155646,1.3905168,-3.2922897
155652,-0.047999382,-3.6537428
155658,1.5695195,-3.229516
155664,2.5593216,-5.152981
155670,-0.46519756,-5.974514
155676,-5.318219,-5.1936665
155682,-7.454667,-1.8783665
155688,-6.7185116,-1.5316696
155694,-6.3911524,-1.8348465
155700,-9.39101,-0.6087937
155706,-7.9483547,-1.3005753
155712,-8.407759,-0.50012183
155718,-6.6900396,0.61433274
155724,-7.7636156,1.022857
155730,-6.9874783,1.425904
155736,-6.8132915,1.0666242
155742,-7.0893745,0.245736
155748,-7.080699,0.09145266
155754,-7.1281557,0.014110327
155760,-6.943571,-1.0610542
155766,-7.5149145,-2.0003042
155772,-7.230917,-3.7059908
155778,-7.883912,-3.585536
155784,-7.7995653,-3.5519056
155790,-7.1578226,-4.101199
155796,-7.556856,-5.288911
155802,-9.038932,-5.050519
155808,-8.377009,-4.800275
155814,-7.5884,-5.371358
155820,-8.309982,-4.650155
155826,-9.322891,-5.191326
155832,-9.225568,-5.52847
155838,-9.815859,-7.161415
155844,-10.674478,-7.747617
155850,-10.393554,-9.217143
155856,-10.021285,-7.0357437
155862,-9.241349,-4.296117
155868,-9.867059,1.857766
155874,-6.7657137,3.6023922
155880,-3.9563608,4.951647
155886,-4.626073,3.0307093
155892,-6.665085,2.2790499
155898,-5.9424276,2.7318268
155904,-5.469158,3.2986116
155910,-4.5588703,-1.4442453
155916,-4.676223,-2.7496243
155922,-5.584878,-1.6279831
155928,-6.9477005,-4.1789265
155934,-8.628696,-5.903286
155940,-10.703896,-6.5596094
155946,-10.585333,-7.213689
155952,-12.200465,-6.37033
155958,-11.715204,-6.9736986
155964,-12.489815,-6.0780525
155970,-11.015229,-6.1890154
155976,-10.344274,-5.53516
155982,-7.538269,-8.376253
155988,-9.9042425,-7.8304367
155994,-9.283104,-7.2636642
156000,-9.454979,-6.769166
156006,-8.953201,-7.561678
156012,-10.857642,-6.864628
156018,-11.381752,-7.126174
156024,-14.270336,-3.1651125
156030,-11.399468,-7.1323357
156036,-13.398755,-6.5141535
156042,-12.197065,-3.6670122
156048,-11.245953,-3.7259693
156054,-12.344417,-6.238164
156060,-11.685211,-6.7751913
156066,-11.471028,-8.634593
156072,-10.970984,-4.648282
156078,-9.646853,-7.702202
156084,-8.424469,-7.309001
156090,-7.2776356,-4.618247
156096,-6.9834547,-2.3468847
156102,-5.490362,-2.978448
156108,-6.9132433,-3.927021
156114,-6.7234154,-6.332243
156120,-9.4852705,-6.0707846
156126,-7.834238,-6.9123383
156132,-7.6633415,-5.5674496
156138,-7.2160854,-5.5765076
156144,-5.447654,-5.9382324
156150,-3.1007576,-5.7549686
156156,-3.5243788,-5.0817747
156162,-5.2908297,-6.2962475
156168,-5.9204826,-6.0170145
156174,-6.827405,-5.6156178
156180,-7.631571,-6.2235622
156186,-8.35978,-6.0495768
156192,-8.936532,-6.095208
156198,-9.645461,-8.294693
156204,-11.3093,-8.663109
156210,-11.757382,-8.108863
156216,-11.391582,-7.41619
156222,-10.04213,-8.157895
156228,-11.177478,-5.4210243
156234,-10.873315,-5.128477
156240,-9.988337,-4.1500263
156246,-9.577117,-4.5523357
156252,-10.052223,-2.9212523
156258,-10.126938,-2.9572897
156264,-9.220899,-2.477726
156270,-8.655901,-2.5001698
156276,-9.757037,-1.8198471
156282,-9.13602,-2.8184462
156288,-9.2665,-2.412076
156294,-9.754029,-4.2021227
156300,-9.871754,-2.4976053
156306,-9.387916,-2.6516418
156312,-9.329397,-2.267808
156318,-8.818307,-3.1828794
156324,-10.113581,-2.7474957
156330,-9.664073,-2.6439228
156336,-10.584856,-2.3066463
156342,-8.747877,-1.2165709
156348,-9.402912,-0.4982128
156354,-9.5189,0.29754734
156360,-10.816649,0.8112259
156366,-10.625888,-2.5498
156372,-12.297091,-4.0115776
156378,-10.291216,-1.780591
156384,-12.710731,-2.897377
156390,-12.3609705,-4.397725
156396,-12.295973,-4.388036
156402,-12.220583,-5.7521324
156408,-11.955158,-4.9423666
156414,-10.731165,-6.2513676
156420,-11.097619,-5.9623947
156426,-9.402294,-6.857875
156432,-9.4059725,-6.781295
156438,-9.745346,-5.7858744
156444,-9.838546,-5.6054296
156450,-8.833935,-8.56954
156456,-10.63497,-7.3200493
156462,-11.095272,-6.011199
156468,-11.140417,-7.08634
156474,-11.499014,-8.810544
156480,-12.155811,-7.6168413
156486,-11.575459,-7.7145634
156492,-11.921102,-5.8426085
156498,-10.64893,-8.24444
156504,-11.603304,-7.831358
156510,-11.092063,-7.137018
156516,-12.621877,-3.390215
156522,-12.037569,-4.897315
156528,-10.289238,7.4321146
156534,-7.386942,3.5422726
156540,-7.6830864,4.8374605
156546,-8.684759,5.6261787
156552,-9.627384,5.765192
156558,-9.597269,3.9261456
156564,-8.675593,5.36761
156570,-7.7871933,2.6306381
156576,-7.039815,0.47517586
156582,-3.9396029,-4.761469
156588,-0.9942694,-6.144763
156594,-1.5014334,-5.0591564
156600,-5.7355194,-6.866658
156606,-6.594384,-6.703166
156612,-10.63036,-9.10979
156618,-11.482018,-9.041277
156624,-12.700503,-9.23076
156630,-12.681326,-9.108733
156636,-13.156485,-8.312266
156642,-11.339037,-9.75655
156648,-10.531367,-9.029957
156654,-11.922483,-10.751484
156660,-11.464506,-6.21272
156666,-8.574988,-5.9236755
156672,-7.79226,-5.7856045
156678,-6.101612,-5.4253874
156684,-8.456353,-9.060764
156690,-7.474945,-6.5148535
156696,-8.121146,-7.515028
156702,-8.328043,-8.360921
156708,-7.83459,-4.686305
156714,-4.7484493,-4.2256727
156720,-2.498703,-7.0463333
156726,-1.8411016,-6.5029564
156732,-3.9426622,-8.659612
156738,-8.534657,-8.851227
156744,-11.857369,-9.6969595
156750,-11.294024,-11.014732
156756,-12.028244,-9.974092
156762,-11.398376,-9.729807
156768,-11.9452505,-8.555849
156774,-10.007384,-9.338202
156780,-12.131688,-7.489826
156786,-10.92267,-6.8466444
156792,-10.900975,-6.792206
156798,-9.937116,-7.1994953
156804,-10.139174,-6.59058
156810,-10.023248,-5.5676126
156816,-11.139368,-5.064234
156822,-10.394245,-5.0009537
156828,-10.553361,-5.2438297
156834,-8.997335,-5.23293
156840,-8.273793,-5.9177837
156846,-8.319855,-7.865631
156852,-9.406907,-5.8088655
156858,-7.857774,-4.9954653
156864,-5.996873,-6.3380394
156870,-6.0022745,-7.5468063
156876,-8.363552,-5.1452856
156882,-8.449076,-6.1672297
156888,-7.4793415,-7.289935
156894,-7.6319294,-8.846655
156900,-9.129773,-7.670147
156906,-10.575369,-6.3020296
156912,-9.732455,-6.424432
156918,-8.950882,-7.5825043
156924,-10.080234,-5.453947
156930,-10.396516,-5.35423
156936,-9.045827,-4.355051
156942,-8.272038,-6.515727
156948,-8.605351,-6.4632044
156954,-9.396415,-6.5010157
156960,-10.188789,-4.4897537
156966,-10.48994,-5.494648
156972,-11.05352,-5.135436
156978,-11.558875,-5.165739
156984,-10.964975,-3.946972
156990,-9.768405,-4.726449
156996,-10.964294,-1.3872004
157002,-9.024051,-0.6624851
157008,-9.954405,-0.92586803
157014,-9.525346,-1.1657209
157020,-8.582784,-2.8153572
157026,-9.576264,-4.9479456
157032,-10.617115,-7.594614
157038,-10.775983,-9.907121
157044,-11.719949,-8.598066
157050,-11.347167,-8.943393
157056,-12.146706,-9.066348
157062,-13.230293,-8.560296
157068,-14.068329,-7.4418983
157074,-13.632362,-6.0372515
157080,-13.287775,-3.6124
157086,-11.666847,-3.961586
157092,-12.5164795,-3.3711243
157098,-11.11248,-1.6799269
157104,-10.603511,-1.7749434
157110,-11.441656,-1.1358919
157116,-11.506351,0.5201974
157122,-10.668605,0.9607147
157128,-9.209301,0.18129021
157134,-6.8632526,0.56693554
157140,-6.2119913,0.97539306
157146,-3.7556877,-0.62688065
157152,-2.5100212,-6.2290096
157158,-1.3196869,-8.801494
157164,-4.709592,-10.109512
157170,-8.744514,-10.147554
157176,-8.736382,-10.911586
157182,-9.377949,-9.249013
157188,-9.638913,-7.0634737
157194,-8.993609,-7.0756807
157200,-9.804417,-8.211309
157206,-11.485995,-6.2199135
157212,-12.425772,-5.94403
157218,-12.40416,-5.0880976
157224,-11.787417,-3.9873857
157230,-11.120345,-4.4579544
157236,-10.483825,-3.7413578
157242,-8.6109915,-4.622675
157248,-8.406315,-3.609293
157254,-7.510108,-3.6751766
157260,-6.905719,-3.622057
157266,-6.3391953,-2.2535124
157272,-4.8290806,-4.626069
157278,-5.7260256,-4.3470917
157284,-6.265723,-5.491089
157290,-7.3446074,-5.7702026
157296,-7.357581,-6.0521364
157302,-7.6526937,-6.0666294
157308,-9.220018,-5.275714
157314,-9.24043,-4.1026106
157320,-8.528219,-4.84373
157326,-7.4270124,-6.524169
157332,-7.0074635,-6.195011
157338,-6.0098047,-4.3297777
157344,-4.432234,-6.4797955
157350,-5.6837873,-6.21117
157356,-6.6354904,-7.1127863
157362,-8.900992,-5.661359
157368,-9.876842,-6.233574
157374,-10.236365,-6.4974375
157380,-11.150181,-6.3049917
157386,-11.624564,-5.6344147
157392,-11.173643,-5.0947733
157398,-10.914403,-5.8014984
157404,-11.640153,-4.0885754
157410,-10.012728,-4.1376963
157416,-9.110386,-3.5671215
157422,-7.3923645,-5.60145
157428,-8.449051,-5.043559
157434,-7.894677,-3.4391022
157440,-7.980707,-4.531926
157446,-7.3935127,-5.715086
157452,-7.5703764,-7.2941628
157458,-10.455187,-7.9103117
157464,-12.576232,-8.442124
157470,-12.517917,-8.295591
157476,-12.235189,-7.0622425
157482,-11.673049,-6.912732
157488,-11.397908,-7.063156
157494,-10.543018,-7.8688564
157500,-11.187612,-6.555709
157506,-10.933978,-5.2334604
157512,-11.944549,-5.967409
157518,-10.81687,-7.0416813
157524,-12.370114,-5.1151075
157530,-10.896925,-4.5345097
157536,-11.1973715,-6.23287
157542,-9.8017845,-4.6555357
157548,-9.877955,-3.0702295
157554,-8.572549,-2.6721916
157560,-8.462739,-3.2377844
157566,-8.733016,-2.2553797
157572,-8.063441,-2.7194529
157578,-7.6040897,-3.1749783
157584,-8.224913,-3.1376362
157590,-9.293719,-4.8179045
157596,-11.216472,-6.287792
157602,-10.648909,-3.7087421
157608,-11.556051,-2.2001677
157614,-10.846244,-0.5400963
157620,-11.256089,0.30357754
157626,-10.084245,2.0017428
157632,-9.907758,1.6937132
157638,-9.348729,2.6829677
157644,-10.253992,1.1994445
157650,-9.0794735,2.8183546
157656,-8.933699,1.6815836
157662,-8.154303,0.6200762
157668,-9.697757,-2.0523071
157674,-7.924485,-1.6678658
157680,-7.7927074,-3.671465
157686,-7.5263157,-3.687914
157692,-8.259736,-3.6658392
157698,-8.267516,-3.9145117
157704,-8.980666,-2.9893074
157710,-6.6892576,-1.1390581
157716,-6.6594696,-2.1544943
157722,-5.729539,-0.68900204
157728,-4.246356,-0.86595726
157734,-2.382966,-2.705617
157740,-3.4220686,-4.4535093
157746,-2.4584045,-5.3278017
157752,-4.554016,-5.3145657
157758,-5.142811,-2.9460478
157764,-6.6456556,-1.8683367
157770,-5.7152042,-2.3379908
157776,-7.0596075,-0.5058651
157782,-6.4871454,1.6825733
157788,-5.60518,0.8491531
157794,-5.876501,0.09187412
157800,-5.5428143,0.12273407
157806,-3.243744,-0.7385378
157812,-5.0920277,-3.047346
157818,-8.131416,-3.0029707
157824,-10.547694,-5.2068453
157830,-12.002096,-4.6287203
157836,-12.6777315,-3.7089167
157842,-12.7579,-2.4547844
157848,-12.903561,-2.2084055
157854,-10.981091,-0.6993532
157860,-10.675713,3.0697165
157866,-7.4788437,3.4842434
157872,-5.25239,5.073986
157878,-1.4441652,1.3753119
157884,-0.49490738,-1.7210159
157890,-1.5124693,-4.697116
157896,-1.0621643,-6.4946775
157902,-4.365691,-7.5012608
157908,-7.43937,-8.065258
157914,-10.501886,-7.461049
157920,-10.9064455,-9.255254
157926,-12.567415,-8.98212
157932,-13.161668,-7.496254
157938,-11.341627,-8.498624
157944,-10.760307,-9.036261
157950,-10.200175,-6.8855696
157956,-10.342331,-8.8159075
157962,-9.924631,-9.988681
157968,-11.44303,-10.485208
157974,-12.753018,-8.672862
157980,-12.352047,-9.640101
157986,-11.106968,-8.107187
157992,-9.238463,-7.5691156
157998,-7.242794,-5.6741085
158004,-4.653818,-7.8020964
158010,-1.0720453,-8.5789795
158016,-1.6012554,-9.92035
158022,-3.2808619,-6.3273525
158028,-3.0487814,-7.304327
158034,-7.7365065,-5.9236507
158040,-8.150431,-9.779376
158046,-9.088121,-9.132921
158052,-12.093922,-8.694242
158058,-12.371782,-6.936548
158064,-12.431549,-6.092018
158070,-12.03655,-6.2312975
158076,-12.21532,-4.395893
158082,-11.355975,-2.695302
158088,-11.199074,-1.4226618
158094,-10.530333,-1.8685102
158100,-10.822883,-1.6265783
158106,-10.318242,-1.3682241
158112,-10.617594,-0.006276846
158118,-8.22978,1.0477668
158124,-8.547085,-1.0404835
158130,-7.4678497,-1.2240963
158136,-6.705984,-0.62080765
158142,-5.3708553,-0.12991428
158148,-5.4911537,-1.5664196
158154,-3.186595,-0.2421093
158160,-3.0193167,-7.108433
158166,0.441467,-5.7478228
158172,-0.55360126,-6.7269983
158178,-2.234233,-3.1841164
158184,-1.5586691,-5.356574
158190,-4.3631096,-3.945445
158196,-4.618184,-2.3804407
158202,-2.889017,-1.912283
158208,-4.4148645,-3.3043823
158214,-4.905654,-1.1254482
158220,-5.2595396,-1.4228411
158226,-5.854025,-0.6081381
158232,-4.9295845,0.31632423
158238,-3.5315895,-0.21338272
158244,-3.298771,-2.9564037
158250,-4.7571898,-2.3911676
158256,-5.6175556,0.50181305
158262,-2.7508698,-0.1824894
158268,-3.3337498,-1.7576418
158274,-1.6214504,-2.9243479
158280,-1.374629,-7.502887
158286,-4.310933,-5.793435
158292,-7.272753,-5.414442
158298,-12.111022,-7.826273
158304,-12.5007715,-6.5260725
158310,-13.245294,-4.9669743
158316,-12.39638,-2.3944798
