Date_time,Op_min,Pxfmr_W,Pdc_W,Pgen_W,Damping,Pshore_W,WR_DateTime,WR_corr_EFlux_W/m,WR_corr_Te_s,WR_corr_Hm0_m
20160401_2030,30,206,201,0,21.6,136,20160401_2039,10704,10.12,1.37
20160401_2100,30,204,200,0,21.6,134,20160401_2109,12109,9.95,1.46
20160401_2130,30,223,218,0,21.5,148,20160401_2139,8517,9.51,1.26
20160401_2200,30,214,209,0,21.4,142,20160401_2209,10164,9.63,1.36
20160401_2230,30,195,191,0,21.3,128,20160401_2239,10830,9.52,1.41
20160401_2300,30,195,190,0,21.2,130,20160401_2309,10326,9.8,1.36
20160401_2330,30,175,170,0,21.1,121,20160401_2339,8978,9.49,1.29
20160402_0000,30,153,148,0,21.1,105,20160402_0009,7324,9.23,1.19
20160402_0030,30,164,159,0,21.2,109,20160402_0039,8103,9.13,1.25
20160402_0100,30,186,181,0,21.3,122,20160402_0109,6359,9.19,1.11
20160402_0130,30,184,180,0,21.4,123,20160402_0139,7812,9.3,1.22
20160402_0200,30,183,179,0,21.5,121,20160402_0209,8352,9.42,1.25
20160402_0230,30,161,156,0,21.6,105,20160402_0239,8475,9.47,1.25
20160402_0300,30,173,169,0,21.6,114,20160402_0309,7603,9.26,1.2
20160402_0330,30,172,168,0,21.5,114,20160402_0339,9937,9.59,1.35
20160402_0400,30,179,175,0,21.4,118,20160402_0409,8461,9.33,1.26
20160402_0430,30,149,145,0,21.3,98,20160402_0439,8297,9.2,1.26
20160402_0500,30,148,144,0,21.2,99,20160402_0509,6648,8.89,1.15
20160402_0530,30,129,125,0,21.1,90,20160402_0539,6821,8.92,1.16
20160402_0600,30,144,140,0,21.1,100,20160402_0609,6719,8.76,1.17
20160402_0630,30,152,149,0,21.2,102,20160402_0639,6856,8.94,1.16
20160402_0700,30,170,167,0,21.3,112,20160402_0709,6952,8.95,1.17
20160402_0730,30,191,188,0,21.4,126,20160402_0739,6725,8.71,1.17
20160402_0800,30,213,209,0,21.5,141,20160402_0809,7513,8.73,1.24
20160402_0830,30,179,176,0,21.6,118,20160402_0839,7209,8.75,1.21
20160402_0900,30,168,164,0,21.6,109,20160402_0909,7142,8.64,1.21
20160402_0930,30,189,186,0,21.5,125,20160402_0939,6564,8.51,1.17
20160402_1000,30,194,191,0,21.4,129,20160402_1009,7408,8.75,1.22
20160402_1030,30,184,180,0,21.3,121,20160402_1039,6470,8.48,1.17
20160402_1100,30,159,155,0,21.2,106,20160402_1109,7192,8.6,1.22
20160402_1130,30,161,157,0,21.1,111,20160402_1139,6155,8.41,1.14
20160402_1200,30,185,181,0,21.1,130,20160402_1209,7010,8.47,1.21
20160402_1230,30,215,211,0,21.2,142,20160402_1239,7645,8.47,1.27
20160402_1300,30,250,247,0,21.3,165,20160402_1309,7791,8.59,1.27
20160402_1330,30,215,212,0,21.4,143,20160402_1339,6823,8.32,1.21
20160402_1400,30,225,222,0,21.5,150,20160402_1409,6667,8.37,1.19
20160402_1430,30,222,219,0,21.6,146,20160402_1439,5229,8.07,1.08
20160402_1500,30,221,218,0,21.6,145,20160402_1509,5297,8.04,1.09
20160402_1530,30,221,218,0,21.5,146,20160402_1539,5722,8.11,1.12
20160402_1600,30,200,196,0,21.4,132,20160402_1609,5566,7.94,1.12
20160402_1630,30,214,211,0,21.3,142,20160402_1639,5187,7.74,1.1
20160402_1700,30,174,170,0,21.2,116,20160402_1709,5658,8.05,1.12
20160402_1730,30,163,159,0,21.1,115,20160402_1739,4851,7.84,1.06
20160402_1800,30,169,165,0,21.1,116,20160402_1809,5229,7.79,1.1
20160402_1830,30,167,163,0,21.2,112,20160402_1839,4121,7.5,1
20160402_1900,30,200,196,0,21.3,131,20160402_1909,4380,7.25,1.05
20160402_1930,30,212,208,0,21.4,140,20160402_1939,5536,7.76,1.13
20160402_2000,30,212,208,0,21.5,140,20160402_2009,4379,7.32,1.04
20160402_2030,30,209,205,0,21.6,136,20160402_2039,4287,7.44,1.02
20160402_2100,30,200,196,0,21.6,130,20160402_2109,4590,7.72,1.03
20160402_2130,30,229,225,0,21.5,152,20160402_2139,4321,7.58,1.02
20160402_2200,30,225,221,0,21.4,148,20160402_2209,4412,7.59,1.03
20160402_2230,30,214,209,0,21.3,139,20160402_2239,4008,7.49,0.99
20160402_2300,30,194,189,0,21.2,127,20160402_2309,4749,7.75,1.05
20160402_2330,30,179,174,0,21.1,124,20160402_2339,4202,7.4,1.01
20160403_0000,30,136,131,0,21.1,95,20160403_0009,3654,7.36,0.95
20160403_0030,30,173,169,0,21.2,114,20160403_0039,3608,7.13,0.96
20160403_0100,30,183,179,0,21.3,120,20160403_0109,3799,7.33,0.97
20160403_0130,30,217,213,0,21.4,143,20160403_0139,3968,7.49,0.98
20160403_0200,30,206,202,0,21.5,136,20160403_0209,4779,7.8,1.05
20160403_0230,30,233,229,0,21.6,152,20160403_0239,4219,7.58,1
20160403_0300,30,213,208,0,21.6,137,20160403_0309,3391,7.33,0.92
20160403_0330,30,214,210,0,21.5,140,20160403_0339,3924,7.56,0.97
20160403_0400,30,164,159,0,21.4,107,20160403_0409,3989,7.4,0.99
20160403_0430,30,147,142,0,21.3,96,20160403_0439,3649,7.51,0.94
20160403_0500,30,118,114,0,21.2,79,20160403_0509,3493,7.43,0.92
20160403_0530,30,114,110,0,21.1,79,20160403_0539,3535,7.32,0.94
20160403_0600,30,106,102,0,21.1,75,20160403_0609,4326,7.71,1.01
20160403_0630,30,129,125,0,21.2,86,20160403_0639,3944,7.37,0.98
20160403_0700,30,145,141,0,21.3,95,20160403_0709,3799,7.17,0.98
20160403_0730,30,146,142,0,21.4,96,20160403_0739,3073,7.03,0.89
20160403_0800,30,178,174,0,21.5,116,20160403_0809,4432,7.62,1.02
20160403_0830,30,170,167,0,21.6,110,20160403_0839,3786,7.71,0.94
20160403_0900,30,180,177,0,21.6,117,20160403_0909,3454,7.35,0.92
20160403_0930,30,215,212,0,21.5,142,20160403_0939,3700,7.24,0.96
20160403_1000,30,209,206,0,21.4,138,20160403_1009,3465,6.93,0.96
20160403_1030,30,183,180,0,21.3,119,20160403_1039,3152,6.71,0.93
20160403_1100,30,141,137,0,21.2,95,20160403_1109,3913,6.94,1.02
20160403_1130,30,126,123,0,21.1,89,20160403_1139,3658,6.78,1
20160403_1200,30,122,119,0,21.1,86,20160403_1209,3190,6.52,0.95
20160403_1230,30,156,153,0,21.2,105,20160403_1239,3598,6.97,0.97
20160403_1300,30,182,179,0,21.3,119,20160403_1309,4308,6.79,1.08
20160403_1330,30,226,223,0,21.4,149,20160403_1339,4087,6.91,1.04
20160403_1400,30,259,256,0,21.5,172,20160403_1409,4083,6.65,1.07
20160403_1430,30,244,242,0,21.6,160,20160403_1439,4198,6.45,1.1
20160403_1500,30,228,225,0,21.6,148,20160403_1509,4216,6.75,1.07
20160403_1530,30,230,227,0,21.5,152,20160403_1539,3465,6.2,1.02
20160403_1600,30,210,207,0,21.4,138,20160403_1609,3317,6.39,0.98
20160403_1630,30,178,174,0,21.3,115,20160403_1639,3714,6.77,1.01
20160403_1700,30,155,152,0,21.2,103,20160403_1709,4185,7.01,1.04
20160403_1730,30,157,153,0,21.1,109,20160403_1739,3968,6.69,1.05
20160403_1800,30,171,167,0,21.1,118,20160403_1809,3802,6.78,1.02
20160403_1830,30,158,154,0,21.2,105,20160403_1839,3538,6.69,0.99
20160403_1900,30,204,200,0,21.3,132,20160403_1909,3631,6.68,1
20160403_1930,30,232,228,0,21.4,152,20160403_1939,3491,6.67,0.98
20160403_2000,30,298,294,0,21.5,198,20160403_2009,3934,6.51,1.06
20160403_2030,30,295,291,0,21.6,194,20160403_2039,3484,6.03,1.04
20160403_2100,30,296,293,0,21.6,196,20160403_2109,3742,6.27,1.06
20160403_2130,30,290,286,0,21.5,192,20160403_2139,4106,6.53,1.08
20160403_2200,30,270,266,0,21.4,179,20160403_2209,3559,6.44,1.01
20160403_2230,30,274,269,0,21.3,180,20160403_2239,3672,6.4,1.03
20160403_2300,30,241,236,0,21.2,158,20160403_2309,3793,6.61,1.03
20160403_2330,30,187,182,0,21.1,131,20160403_2339,3599,6.36,1.03
20160404_0000,30,203,197,0,21.1,140,20160404_0009,3425,6.39,1
20160404_0030,30,224,219,0,21.2,148,20160404_0039,3277,6.41,0.98
20160404_0100,30,279,274,0,21.3,183,20160404_0109,3426,6.71,0.97
20160404_0130,30,302,298,0,21.4,202,20160404_0139,3573,6.27,1.04
20160404_0200,30,306,302,0,21.5,204,20160404_0209,3510,6.36,1.02
20160404_0230,30,287,283,0,21.6,188,20160404_0239,3458,6.45,1
20160404_0300,30,313,309,0,21.6,205,20160404_0309,3639,6.51,1.02
20160404_0330,30,297,293,0,21.5,198,20160404_0339,3946,6.84,1.03
20160404_0400,30,285,280,0,21.4,190,20160404_0409,3853,6.74,1.03
20160404_0430,30,251,247,0,21.3,165,20160404_0439,3954,6.59,1.06
20160404_0500,30,229,224,0,21.2,150,20160404_0509,3678,6.51,1.03
20160404_0530,30,238,233,0,21.1,162,20160404_0539,3946,6.78,1.04
20160404_0600,30,198,193,0,21.1,137,20160404_0609,4356,6.79,1.09
20160404_0630,30,252,247,0,21.2,165,20160404_0639,3492,6.45,1.01
20160404_0700,30,304,300,0,21.3,201,20160404_0709,4433,6.61,1.12
20160404_0730,30,360,356,0,21.4,244,20160404_0739,4055,6.21,1.11
20160404_0800,30,434,431,0,21.5,297,20160404_0809,4614,6.44,1.16
20160404_0830,30,421,418,0,21.6,284,20160404_0839,4042,6.55,1.07
20160404_0900,30,491,488,0,21.6,334,20160404_0909,4587,6.41,1.16
20160404_0930,30,486,483,0,21.5,338,20160404_0939,3975,6.02,1.12
20160404_1000,30,577,573,0,21.4,402,20160404_1009,3928,5.95,1.12
20160404_1030,30,564,560,0,21.3,386,20160404_1039,4837,5.88,1.26
20160404_1100,30,449,443,0,21.2,295,20160404_1109,4283,5.89,1.18
20160404_1130,30,379,373,0,21.1,248,20160404_1139,4113,5.95,1.15
20160404_1200,30,397,391,0,21.1,264,20160404_1209,4759,6.07,1.22
20160404_1230,30,455,449,0,21.2,297,20160404_1239,4896,5.84,1.27
20160404_1300,30,488,483,0,21.3,330,20160404_1309,4248,5.57,1.21
20160404_1330,30,540,536,0,21.4,377,20160404_1339,5048,5.8,1.29
20160404_1400,30,501,498,0,21.5,347,20160404_1409,4635,5.71,1.25
20160404_1430,30,513,510,0,21.6,352,20160404_1439,5244,5.78,1.32
20160404_1500,30,510,507,0,21.6,347,20160404_1509,4672,5.7,1.26
20160404_1530,30,499,496,0,21.5,347,20160404_1539,5159,5.81,1.31
20160404_1600,30,442,438,0,21.4,302,20160404_1609,4338,5.81,1.2
20160404_1630,30,416,411,0,21.3,279,20160404_1639,5056,6.11,1.26
20160404_1700,30,415,410,0,21.2,271,20160404_1709,4634,6.01,1.21
20160404_1730,30,369,363,0,21.1,243,20160404_1739,4834,5.89,1.26
20160404_1800,30,423,417,0,21.1,277,20160404_1809,5222,5.96,1.3
20160404_1830,30,440,435,0,21.2,289,20160404_1839,5004,6.05,1.26
20160404_1900,30,450,445,0,21.3,304,20160404_1909,5528,6.02,1.33
20160404_1930,30,535,532,0,21.4,372,20160404_1939,4714,6.03,1.23
20160404_2000,30,471,467,0,21.5,324,20160404_2009,4838,6.02,1.24
20160404_2030,30,381,377,0,21.6,253,20160404_2039,4848,6.27,1.21
20160404_2100,30,432,428,0,21.6,290,20160404_2109,5111,6.11,1.26
20160404_2130,30,461,457,0,21.5,315,20160404_2139,4052,5.83,1.16
20160404_2200,30,434,430,0,21.4,298,20160404_2209,3917,5.86,1.13
20160404_2230,30,408,403,0,21.3,275,20160404_2239,4478,5.88,1.21
20160404_2300,26,407,402,0,21.2,NaN,20160404_2309,3873,5.88,1.13
20160404_2330,0,NaN,NaN,NaN,NaN,NaN,20160404_2339,3776,6,1.1
20160405_0000,0,NaN,NaN,NaN,NaN,NaN,20160405_0009,3784,6,1.1
20160405_0030,0,NaN,NaN,NaN,NaN,NaN,20160405_0039,3756,5.9,1.11
20160405_0100,0,NaN,NaN,NaN,NaN,NaN,20160405_0109,3616,5.89,1.09
20160405_0130,0,NaN,NaN,NaN,NaN,NaN,20160405_0139,3272,5.97,1.03
20160405_0200,0,NaN,NaN,NaN,NaN,NaN,20160405_0209,3500,6.03,1.05
20160405_0230,0,NaN,NaN,NaN,NaN,NaN,20160405_0239,3408,6.13,1.03
20160405_0300,21,299,295,0,21.6,NaN,20160405_0309,3187,5.9,1.02
20160405_0330,30,398,395,0,21.5,272,20160405_0339,3443,5.85,1.06
20160405_0400,30,327,323,0,21.4,220,20160405_0409,3295,5.84,1.04
20160405_0430,30,309,305,0,21.3,207,20160405_0439,2965,6.02,0.97
20160405_0500,30,249,245,0,21.2,163,20160405_0509,2787,6.04,0.94
20160405_0530,30,197,193,0,21.1,133,20160405_0539,3062,5.89,1
20160405_0600,30,214,210,0,21.1,145,20160405_0609,2805,6.18,0.93
20160405_0630,30,235,231,0,21.2,154,20160405_0639,2863,6.12,0.95
20160405_0700,30,305,302,0,21.3,203,20160405_0709,3297,6.4,0.99
20160405_0730,30,262,259,0,21.4,176,20160405_0739,2818,6.31,0.92
20160405_0800,30,271,269,0,21.5,183,20160405_0809,2984,6.41,0.94
20160405_0830,30,190,188,0,21.6,125,20160405_0839,3031,6.54,0.94
20160405_0900,30,191,188,0,21.6,124,20160405_0909,2744,6.62,0.89
20160405_0930,30,202,199,0,21.5,133,20160405_0939,2913,6.6,0.91
20160405_1000,30,218,216,0,21.4,145,20160405_1009,2514,6.35,0.87
20160405_1030,30,196,194,0,21.3,131,20160405_1039,2275,6.17,0.84
20160405_1100,30,173,170,0,21.2,115,20160405_1109,2383,6.48,0.84
20160405_1130,30,196,193,0,21.1,135,20160405_1139,2560,6.41,0.87
20160405_1200,30,208,204,0,21.1,142,20160405_1209,2619,6.34,0.89
20160405_1230,30,199,196,0,21.2,131,20160405_1239,2178,6.12,0.83
20160405_1300,30,227,224,0,21.3,149,20160405_1309,2511,6.4,0.87
20160405_1330,30,226,223,0,21.4,151,20160405_1339,2085,6.13,0.81
20160405_1400,30,246,244,0,21.5,164,20160405_1409,2635,6.15,0.91
20160405_1430,30,210,208,0,21.6,139,20160405_1439,2402,6.15,0.87
20160405_1500,30,232,230,0,21.6,153,20160405_1509,2840,6.12,0.95
20160405_1530,30,229,226,0,21.5,152,20160405_1539,2840,6.21,0.94
20160405_1600,30,245,243,0,21.4,163,20160405_1609,2525,6.04,0.9
20160405_1630,30,214,211,0,21.3,141,20160405_1639,2769,6.24,0.92
20160405_1700,30,193,189,0,21.2,129,20160405_1709,2505,6.08,0.89
20160405_1730,30,176,173,0,21.1,121,20160405_1739,2545,6.38,0.87
20160405_1800,30,192,188,0,21.1,134,20160405_1809,2635,6.24,0.9
20160405_1830,30,220,215,0,21.2,146,20160405_1839,2704,6.3,0.91
20160405_1900,30,223,219,0,21.3,147,20160405_1909,2639,6.18,0.91
20160405_1930,30,208,205,0,21.4,138,20160405_1939,2605,6.35,0.89
20160405_2000,30,212,209,0,21.5,141,20160405_2009,2693,6.33,0.9
20160405_2030,30,214,211,0,21.6,140,20160405_2039,2281,6.38,0.83
20160405_2100,30,209,205,0,21.6,136,20160405_2109,2504,6.13,0.89
20160405_2130,30,202,198,0,21.5,132,20160405_2139,2341,5.92,0.87
20160405_2200,30,221,217,0,21.4,146,20160405_2209,2919,6.08,0.96
20160405_2230,30,196,192,0,21.3,128,20160405_2239,2895,5.79,0.98
20160405_2300,30,221,216,0,21.2,146,20160405_2309,2525,5.46,0.95
20160405_2330,30,197,192,0,21.1,135,20160405_2339,2751,5.3,1
20160406_0000,30,199,193,0,21.1,136,20160406_0009,2707,5.59,0.97
20160406_0030,30,271,266,0,21.2,178,20160406_0039,2865,5.54,1
20160406_0100,30,323,318,0,21.3,213,20160406_0109,2824,5.46,1
20160406_0130,30,334,330,0,21.4,224,20160406_0139,3025,5.17,1.07
20160406_0200,30,555,552,0,21.5,386,20160406_0209,4060,5.26,1.22
20160406_0230,30,659,656,0,21.6,455,20160406_0239,4313,4.93,1.31
20160406_0300,30,752,749,0,21.6,525,20160406_0309,4881,4.98,1.39
20160406_0330,30,964,962,0,21.5,694,20160406_0339,5929,5.05,1.52
20160406_0400,30,1153,1151,0,21.4,837,20160406_0409,7767,5.21,1.72
20160406_0430,30,1501,1501,0,21.3,1098,20160406_0439,11099,5.31,2.04
20160406_0500,30,1505,1506,0,21.2,1100,20160406_0509,9083,5.38,1.83
20160406_0530,30,1692,1694,0,21.1,1246,20160406_0539,12267,5.64,2.08
20160406_0600,30,1817,1821,0,21.1,1344,20160406_0609,15503,5.8,2.3
20160406_0630,30,1809,1813,0,21.2,1338,20160406_0639,15334,5.93,2.26
20160406_0700,30,1672,1674,0,21.3,1232,20160406_0709,15526,5.91,2.27
20160406_0730,30,1580,1581,0,21.4,1166,20160406_0739,15432,5.97,2.26
20160406_0800,30,1389,1390,0,21.5,1018,20160406_0809,14707,5.96,2.2
20160406_0830,30,1265,1266,0,21.6,916,20160406_0839,14708,6.03,2.18
20160406_0900,30,1332,1332,0,21.6,963,20160406_0909,15659,6.17,2.22
20160406_0930,30,1418,1419,0,21.5,1041,20160406_0939,16395,6.29,2.25
20160406_1000,30,1611,1613,0,21.4,1191,20160406_1009,19748,6.32,2.46
20160406_1030,30,1641,1642,0,21.3,1208,20160406_1039,15357,6.3,2.17
20160406_1100,30,1728,1731,0,21.2,1275,20160406_1109,18164,6.4,2.34
20160406_1130,30,1562,1564,0,21.1,1145,20160406_1139,20496,6.43,2.48
20160406_1200,30,1533,1535,0,21.1,1122,20160406_1209,18978,6.43,2.38
20160406_1230,30,1812,1816,0,21.2,1341,20160406_1239,19921,6.41,2.45
20160406_1300,30,1616,1619,0,21.3,1189,20160406_1309,23957,6.64,2.63
20160406_1330,30,1445,1446,0,21.4,1064,20160406_1339,22729,6.52,2.58
20160406_1400,30,1436,1437,0,21.5,1055,20160406_1409,22062,6.58,2.53
20160406_1430,30,1366,1368,0,21.6,991,20160406_1439,19740,6.5,2.41
20160406_1500,30,1415,1417,0,21.6,1028,20160406_1509,21207,6.63,2.46
20160406_1530,30,1356,1357,0,21.5,992,20160406_1539,19940,6.73,2.37
20160406_1600,30,1441,1441,0,21.4,1061,20160406_1609,22819,6.69,2.55
20160406_1630,30,1440,1440,0,21.3,1052,20160406_1639,19581,6.78,2.34
20160406_1700,30,1609,1611,0,21.2,1182,20160406_1709,19288,6.64,2.35
20160406_1730,30,1501,1502,0,21.1,1097,20160406_1739,16876,6.54,2.21
20160406_1800,30,1260,1259,0,21.1,909,20160406_1809,19011,6.53,2.35
20160406_1830,30,1478,1480,0,21.2,1079,20160406_1839,19039,6.89,2.27
20160406_1900,30,1341,1341,0,21.3,974,20160406_1909,18787,6.91,2.26
20160406_1930,30,1292,1292,0,21.4,945,20160406_1939,19767,6.9,2.32
20160406_2000,30,1204,1204,0,21.5,878,20160406_2009,19170,7.15,2.23
20160406_2030,30,1078,1078,0,21.6,772,20160406_2039,16570,6.9,2.12
20160406_2100,30,1164,1165,0,21.6,836,20160406_2109,17923,6.97,2.19
20160406_2130,30,1136,1135,0,21.5,825,20160406_2139,19487,7.27,2.22
20160406_2200,30,1263,1263,0,21.4,924,20160406_2209,22019,7.11,2.4
20160406_2230,30,1348,1347,0,21.3,982,20160406_2239,23069,7.4,2.39
20160406_2300,30,1256,1255,0,21.2,907,20160406_2309,21613,7.24,2.35
20160406_2330,30,1233,1232,0,21.1,888,20160406_2339,23679,7.48,2.41
20160407_0000,30,1221,1220,0,21.1,880,20160407_0009,23114,7.34,2.41
20160407_0030,30,1264,1263,0,21.2,913,20160407_0039,24561,7.55,2.44
20160407_0100,30,1261,1260,0,21.3,913,20160407_0109,24354,7.21,2.5
20160407_0130,30,1315,1315,0,21.4,964,20160407_0139,27591,7.42,2.62
20160407_0200,30,1230,1230,0,21.5,898,20160407_0209,24403,7.12,2.52
20160407_0230,30,1151,1151,0,21.6,828,20160407_0239,24779,7.44,2.48
20160407_0300,30,1171,1171,0,21.6,843,20160407_0309,25762,7.23,2.57
20160407_0330,30,1261,1261,0,21.5,922,20160407_0339,26029,7.22,2.59
20160407_0400,30,1217,1217,0,21.4,888,20160407_0409,27770,7.35,2.64
20160407_0430,30,1321,1321,0,21.3,961,20160407_0439,27210,7.39,2.61
20160407_0500,30,1247,1246,0,21.2,901,20160407_0509,25240,7.54,2.48
20160407_0530,30,1179,1178,0,21.1,848,20160407_0539,25389,7.39,2.52
20160407_0600,30,1322,1322,0,21.1,958,20160407_0609,25688,7.5,2.51
20160407_0630,30,1293,1293,0,21.2,936,20160407_0639,20584,7.22,2.3
20160407_0700,30,1270,1270,0,21.3,920,20160407_0709,27132,7.42,2.59
20160407_0730,30,1230,1229,0,21.4,899,20160407_0739,27332,7.38,2.61
20160407_0800,30,1230,1230,0,21.5,899,20160407_0809,24337,7.19,2.51
20160407_0830,30,1141,1141,0,21.6,821,20160407_0839,23902,7.03,2.52
20160407_0900,30,1089,1089,0,21.6,782,20160407_0909,22799,7.29,2.4
20160407_0930,30,1190,1190,0,21.5,867,20160407_0939,23062,7.34,2.41
20160407_1000,30,1215,1215,0,21.4,887,20160407_1009,27443,7.45,2.6
20160407_1030,30,1215,1213,0,21.3,879,20160407_1039,24051,7.29,2.47
20160407_1100,30,1278,1278,0,21.2,925,20160407_1109,20769,7.01,2.36
20160407_1130,30,1166,1165,0,21.1,839,20160407_1139,22456,7.19,2.41
20160407_1200,30,1271,1270,0,21.1,918,20160407_1209,NaN,NaN,NaN
20160407_1230,30,1190,1189,0,21.2,856,20160407_1239,NaN,NaN,NaN
20160407_1300,30,1212,1210,0,21.3,875,20160407_1309,NaN,NaN,NaN
20160407_1330,30,1154,1153,0,21.4,839,20160407_1339,21505,7,2.4
20160407_1400,30,1183,1182,0,21.5,862,20160407_1409,23223,6.96,2.5
20160407_1430,30,1125,1125,0,21.6,809,20160407_1439,21538,6.92,2.42
20160407_1500,30,1200,1200,0,21.6,864,20160407_1509,26712,6.95,2.69
20160407_1530,30,1191,1190,0,21.5,867,20160407_1539,26143,6.98,2.65
20160407_1600,30,1259,1259,0,21.4,920,20160407_1609,23625,7.07,2.5
20160407_1630,30,1288,1287,0,21.3,935,20160407_1639,25967,7.03,2.63
20160407_1700,30,1319,1319,0,21.2,955,20160407_1709,25222,7.18,2.57
20160407_1730,30,1357,1357,0,21.1,985,20160407_1739,24905,7.18,2.55
20160407_1800,30,1418,1419,0,21.1,1032,20160407_1809,21896,7.05,2.41
20160407_1830,30,1198,1197,0,21.2,860,20160407_1839,24732,7.37,2.5
20160407_1900,30,1348,1348,0,21.3,979,20160407_1909,24603,7.55,2.46
20160407_1930,30,1124,1122,0,21.4,817,20160407_1939,25544,7.41,2.53
20160407_2000,30,1053,1052,0,21.5,761,20160407_2009,30510,7.77,2.69
20160407_2030,30,1041,1039,0,21.6,743,20160407_2039,21063,7.28,2.33
20160407_2100,30,1115,1115,0,21.6,800,20160407_2109,25629,7.77,2.46
20160407_2130,30,1177,1176,0,21.5,856,20160407_2139,22691,7.66,2.34
20160407_2200,30,1252,1251,0,21.4,913,20160407_2209,29874,8.02,2.61
20160407_2230,30,1189,1187,0,21.3,858,20160407_2239,30688,8.03,2.64
20160407_2300,30,1371,1371,0,21.2,994,20160407_2309,30215,7.93,2.64
20160407_2330,30,1272,1271,0,21.1,917,20160407_2339,31061,7.93,2.68
20160408_0000,30,1394,1394,0,21.1,1012,20160408_0009,37449,8.53,2.82
20160408_0030,30,1281,1280,0,21.2,925,20160408_0039,36220,8.28,2.82
20160408_0100,30,1377,1376,0,21.3,1002,20160408_0109,34376,8.5,2.71
20160408_0130,30,1189,1188,0,21.4,867,20160408_0139,49346,8.99,3.14
20160408_0200,30,1252,1252,0,21.5,913,20160408_0209,41640,8.71,2.94
20160408_0230,30,1013,1012,0,21.6,723,20160408_0239,38257,8.48,2.86
20160408_0300,30,1029,1028,0,21.6,734,20160408_0309,39299,8.44,2.91
20160408_0330,30,1130,1129,0,21.5,820,20160408_0339,33156,8.23,2.72
20160408_0400,30,1177,1175,0,21.4,856,20160408_0409,42148,8.76,2.94
20160408_0430,30,1133,1130,0,21.3,815,20160408_0439,41111,8.6,2.94
20160408_0500,30,1138,1135,0,21.2,814,20160408_0509,29974,8.26,2.58
20160408_0530,30,1059,1056,0,21.1,753,20160408_0539,31735,8.43,2.62
