Date_time,Op_min,Pxfmr_W,Pdc_W,Pgen_W,Damping,Pshore_W,WR_DateTime,WR_corr_EFlux_W/m,WR_corr_Te_s,WR_corr_Hm0_m
20160408_0600,30,972,969,0,21.1,686,20160408_0609,36393,8.62,2.77
20160408_0630,30,1054,1052,0,21.2,750,20160408_0639,33489,8.66,2.64
20160408_0700,30,1072,1069,0,21.3,768,20160408_0709,31618,8.58,2.59
20160408_0730,30,1135,1132,0,21.4,824,20160408_0739,33276,8.92,2.6
20160408_0800,30,1037,1035,0,21.5,752,20160408_0809,26688,8.52,2.39
20160408_0830,30,993,992,0,21.6,711,20160408_0839,30310,8.68,2.52
20160408_0900,30,843,841,0,21.6,596,20160408_0909,30307,8.58,2.53
20160408_0930,30,816,814,0,21.5,584,20160408_0939,27660,8.23,2.47
20160408_1000,30,851,848,0,21.4,609,20160408_1009,27463,8.26,2.46
20160408_1030,30,871,867,0,21.3,615,20160408_1039,27169,8.95,2.34
20160408_1100,30,833,829,0,21.2,577,20160408_1109,22684,8.44,2.21
20160408_1130,30,833,828,0,21.1,578,20160408_1139,22025,8.56,2.16
20160408_1200,30,732,727,0,21.1,499,20160408_1209,22100,8.49,2.17
20160408_1230,30,716,711,0,21.2,488,20160408_1239,21508,8.1,2.2
20160408_1300,30,730,725,0,21.3,504,20160408_1309,31285,9.33,2.45
20160408_1330,30,760,757,0,21.4,538,20160408_1339,NaN,NaN,NaN
20160408_1400,30,758,755,0,21.5,540,20160408_1409,28162,8.86,2.39
20160408_1430,30,721,718,0,21.6,506,20160408_1439,21084,8.21,2.16
20160408_1500,30,674,671,0,21.6,469,20160408_1509,22499,8.22,2.23
20160408_1530,30,804,802,0,21.5,574,20160408_1539,21915,8.23,2.2
20160408_1600,30,780,777,0,21.4,555,20160408_1609,19546,7.86,2.13
20160408_1630,30,817,812,0,21.3,567,20160408_1639,22983,8.16,2.26
20160408_1700,30,643,637,0,21.2,430,20160408_1709,23693,8.38,2.26
20160408_1730,30,676,670,0,21.1,457,20160408_1739,25974,8.72,2.31
20160408_1800,30,664,658,0,21.1,447,20160408_1809,21361,8.25,2.16
20160408_1830,30,637,631,0,21.2,429,20160408_1839,20521,8.39,2.1
20160408_1900,30,667,662,0,21.3,458,20160408_1909,19562,8.03,2.1
20160408_1930,30,686,682,0,21.4,482,20160408_1939,20273,8.25,2.1
20160408_2000,30,683,680,0,21.5,483,20160408_2009,19465,8.3,2.05
20160408_2030,30,649,646,0,21.6,450,20160408_2039,23651,8.53,2.23
20160408_2100,30,675,672,0,21.6,469,20160408_2109,20784,8.17,2.14
20160408_2130,30,613,609,0,21.5,429,20160408_2139,21341,8.45,2.13
20160408_2200,30,663,659,0,21.4,466,20160408_2209,19604,8.23,2.07
20160408_2230,30,690,685,0,21.3,473,20160408_2239,18537,8.05,2.04
20160408_2300,30,634,628,0,21.2,422,20160408_2309,19563,8.3,2.06
20160408_2330,30,613,607,0,21.1,410,20160408_2339,21619,8.33,2.16
20160409_0000,30,625,619,0,21.1,419,20160409_0009,18565,8.3,2.01
20160409_0030,30,609,602,0,21.2,408,20160409_0039,13860,7.78,1.8
20160409_0100,30,684,679,0,21.3,474,20160409_0109,17633,8.14,1.98
20160409_0130,30,669,665,0,21.4,471,20160409_0139,14679,7.79,1.85
20160409_0200,30,676,672,0,21.5,477,20160409_0209,14998,7.68,1.89
20160409_0230,30,701,698,0,21.6,486,20160409_0239,16143,7.83,1.93
20160409_0300,30,695,691,0,21.6,483,20160409_0309,13874,7.69,1.81
20160409_0330,30,735,731,0,21.5,520,20160409_0339,17698,7.99,2
20160409_0400,30,768,764,0,21.4,545,20160409_0409,14596,7.61,1.87
20160409_0430,30,733,727,0,21.3,508,20160409_0439,15735,7.71,1.92
20160409_0500,30,635,628,0,21.2,427,20160409_0509,15510,7.8,1.9
20160409_0530,30,684,678,0,21.1,462,20160409_0539,14866,7.62,1.89
20160409_0600,30,650,643,0,21.1,438,20160409_0609,14144,7.59,1.84
20160409_0630,30,639,632,0,21.2,429,20160409_0639,14857,7.75,1.86
20160409_0700,30,610,604,0,21.3,417,20160409_0709,15007,7.62,1.89
20160409_0730,30,717,713,0,21.4,507,20160409_0739,14581,7.68,1.86
20160409_0800,30,661,657,0,21.5,467,20160409_0809,12454,7.46,1.75
20160409_0830,30,627,623,0,21.6,433,20160409_0839,13381,7.55,1.8
20160409_0900,30,628,625,0,21.6,436,20160409_0909,13973,7.73,1.81
20160409_0930,30,642,638,0,21.5,452,20160409_0939,14852,7.81,1.85
20160409_1000,30,592,588,0,21.4,414,20160409_1009,14039,7.85,1.8
20160409_1030,30,542,537,0,21.3,367,20160409_1039,16512,8.05,1.92
20160409_1100,30,465,458,0,21.2,304,20160409_1109,15893,7.94,1.9
20160409_1130,30,420,414,0,21.1,278,20160409_1139,15980,7.87,1.91
20160409_1200,30,475,468,0,21.1,315,20160409_1209,15430,8,1.86
20160409_1230,30,438,431,0,21.2,286,20160409_1239,13982,7.93,1.78
20160409_1300,30,511,506,0,21.3,346,20160409_1309,12967,7.85,1.73
20160409_1330,30,522,518,0,21.4,361,20160409_1339,11993,7.91,1.66
20160409_1400,30,441,438,0,21.5,304,20160409_1409,13378,8.18,1.72
20160409_1430,30,440,436,0,21.6,300,20160409_1439,10802,8.11,1.55
20160409_1500,30,438,435,0,21.6,295,20160409_1509,9837,8.13,1.47
20160409_1530,30,423,420,0,21.5,290,20160409_1539,12593,8.33,1.64
20160409_1600,30,442,438,0,21.4,303,20160409_1609,12301,8.29,1.63
20160409_1630,30,399,394,0,21.3,266,20160409_1639,11518,8.16,1.59
20160409_1700,30,393,387,0,21.2,254,20160409_1709,10528,8.27,1.51
20160409_1730,30,335,329,0,21.1,221,20160409_1739,10841,8.14,1.55
20160409_1800,30,344,338,0,21.1,229,20160409_1809,9122,7.95,1.44
20160409_1830,30,362,355,0,21.2,233,20160409_1839,10103,8.06,1.5
20160409_1900,30,386,381,0,21.3,256,20160409_1909,10501,8.05,1.53
20160409_1930,30,399,394,0,21.4,271,20160409_1939,11761,8.46,1.57
20160409_2000,30,408,404,0,21.5,279,20160409_2009,10314,8.11,1.51
20160409_2030,30,447,443,0,21.6,301,20160409_2039,10112,8.43,1.46
20160409_2100,30,397,393,0,21.6,267,20160409_2109,10218,8.59,1.46
20160409_2130,30,386,382,0,21.5,263,20160409_2139,9298,8.38,1.41
20160409_2200,30,383,379,0,21.4,260,20160409_2209,11266,8.58,1.53
20160409_2230,30,389,384,0,21.3,259,20160409_2239,8333,8.09,1.36
20160409_2300,30,328,321,0,21.2,213,20160409_2309,8927,7.94,1.43
20160409_2330,30,348,341,0,21.1,228,20160409_2339,8923,7.92,1.43
20160410_0000,30,362,355,0,21.1,239,20160410_0009,9257,7.43,1.51
20160410_0030,30,400,393,0,21.2,259,20160410_0039,10926,7.84,1.59
20160410_0100,30,438,432,0,21.3,293,20160410_0109,10862,7.49,1.63
20160410_0130,30,543,539,0,21.4,376,20160410_0139,10029,7.19,1.6
20160410_0200,30,471,466,0,21.5,324,20160410_0209,10318,7.65,1.57
20160410_0300,30,469,465,0,21.6,318,20160410_0309,10220,7.33,1.6
20160410_0330,30,490,486,0,21.5,338,20160410_0339,12070,7.44,1.73
20160410_0400,30,540,536,0,21.4,375,20160410_0409,12179,7.46,1.73
20160410_0430,15,502,497,0,21.3,NaN,20160410_0439,11094,7.21,1.69
20160410_0500,0,NaN,NaN,NaN,NaN,NaN,20160410_0509,13993,7.52,1.85
20160410_0522,2,446,440,0,21.1,NaN,20160410_0509,13993,7.52,1.85
20160410_0530,30,394,387,0,21.1,263,20160410_0539,10907,6.92,1.72
20160410_0600,30,428,421,0,21.1,284,20160410_0609,11015,7.4,1.66
20160410_0630,30,525,518,0,21.2,347,20160410_0639,9951,7.26,1.59
20160410_0700,30,621,616,0,21.3,424,20160410_0709,12111,7.79,1.68
20160410_0730,30,706,702,0,21.4,499,20160410_0739,10456,7.37,1.61
20160410_0800,30,633,629,0,21.5,446,20160410_0809,10164,7.63,1.56
20160410_0830,30,566,563,0,21.6,390,20160410_0839,10453,7.4,1.61
20160410_0900,30,541,537,0,21.6,368,20160410_0909,12610,8.16,1.67
20160410_0930,30,561,558,0,21.5,393,20160410_0939,10633,7.72,1.59
20160410_1000,30,524,520,0,21.4,364,20160410_1009,11024,7.62,1.63
20160410_1030,30,510,505,0,21.3,347,20160410_1039,10910,7.79,1.6
20160410_1100,30,432,426,0,21.2,283,20160410_1109,12378,8.32,1.64
20160410_1130,30,403,397,0,21.1,266,20160410_1139,10551,8.1,1.54
20160410_1200,30,334,328,0,21.1,225,20160410_1209,14373,8.86,1.71
20160410_1230,30,347,342,0,21.2,NaN,20160410_1239,10450,8.5,1.49
20160410_1300,30,440,436,0,21.3,296,20160410_1309,12413,8.86,1.58
20160410_1330,30,454,450,0,21.4,312,20160410_1339,8600,8.13,1.39
20160410_1400,30,445,442,0,21.5,306,20160410_1409,9829,8.63,1.43
20160410_1430,30,392,388,0,21.6,261,20160410_1439,9173,8.38,1.41
20160410_1500,30,383,380,0,21.6,257,20160410_1509,9966,8.44,1.47
20160410_1530,30,360,357,0,21.5,245,20160410_1539,10814,8.87,1.49
20160410_1600,30,384,380,0,21.4,261,20160410_1609,10817,8.6,1.51
20160410_1630,30,344,340,0,21.3,228,20160410_1639,11509,9.05,1.52
20160410_1700,30,305,300,0,21.2,199,20160410_1709,9845,8.49,1.46
20160410_1730,30,288,283,0,21.1,198,20160410_1739,9470,8.57,1.42
20160410_1800,30,253,248,0,21.1,178,20160410_1809,10289,8.75,1.46
20160410_1830,30,273,268,0,21.2,180,20160410_1839,8152,8.62,1.32
20160410_1900,30,303,299,0,21.3,200,20160410_1909,7661,8.58,1.28
20160410_1930,30,336,332,0,21.4,227,20160410_1939,10194,9.41,1.41
20160410_2000,30,287,283,0,21.5,192,20160410_2009,12034,10.43,1.46
20160410_2030,30,280,276,0,21.6,184,20160410_2039,11795,10.54,1.43
20160410_2100,30,272,268,0,21.6,179,20160410_2109,11392,10.64,1.4
20160410_2130,30,279,275,0,21.5,187,20160410_2139,14501,10.93,1.56
20160410_2200,30,266,261,0,21.4,178,20160410_2209,14139,10.76,1.54
20160410_2230,30,275,270,0,21.3,182,20160410_2239,21310,11.99,1.81
20160410_2300,30,254,248,0,21.2,166,20160410_2309,18947,11.47,1.74
20160410_2330,30,266,260,0,21.1,180,20160410_2339,20270,11.59,1.79
20160411_0000,30,279,274,0,21.1,185,20160411_0009,18273,11.08,1.74
20160411_0030,30,354,348,0,21.2,230,20160411_0039,21442,11.14,1.88
20160411_0100,30,516,511,0,21.3,350,20160411_0109,15177,9.87,1.68
20160411_0130,30,511,507,0,21.4,354,20160411_0139,18616,10.64,1.79
20160411_0200,30,461,458,0,21.5,318,20160411_0209,20836,10.83,1.88
20160411_0230,30,462,458,0,21.6,313,20160411_0239,22356,10.93,1.93
20160411_0300,30,445,442,0,21.6,301,20160411_0309,21479,10.73,1.92
20160411_0330,30,552,549,0,21.5,385,20160411_0339,23012,10.63,1.99
20160411_0400,30,578,574,0,21.4,401,20160411_0409,17869,9.07,1.91
20160411_0430,30,582,577,0,21.3,397,20160411_0439,24781,10.01,2.13
20160411_0500,30,626,620,0,21.2,421,20160411_0509,18844,9.2,1.94
20160411_0530,30,567,561,0,21.1,377,20160411_0539,16732,8.96,1.85
20160411_0600,30,571,565,0,21.1,380,20160411_0609,18179,8.85,1.94
20160411_0630,30,705,699,0,21.2,479,20160411_0639,17706,9.02,1.9
20160411_0700,30,731,727,0,21.3,510,20160411_0709,22682,9.96,2.04
20160411_0730,30,813,810,0,21.4,580,20160411_0739,17149,8.79,1.89
20160411_0800,30,729,725,0,21.5,517,20160411_0809,13398,8.28,1.74
20160411_0830,30,749,747,0,21.6,525,20160411_0839,13881,8.19,1.77
20160411_0900,30,769,766,0,21.6,540,20160411_0909,16442,8.49,1.89
20160411_0930,30,791,788,0,21.5,565,20160411_0939,17637,8.76,1.92
20160411_1000,30,774,771,0,21.4,550,20160411_1009,19000,8.94,1.98
20160411_1030,30,665,661,0,21.3,458,20160411_1039,17758,8.86,1.92
20160411_1100,30,610,604,0,21.2,407,20160411_1109,18773,8.75,1.98
20160411_1130,30,712,706,0,21.1,485,20160411_1139,13183,8.16,1.72
20160411_1200,30,614,609,0,21.1,413,20160411_1209,18014,9.23,1.89
20160411_1230,30,654,648,0,21.2,442,20160411_1239,15115,8.38,1.82
20160411_1300,30,683,678,0,21.3,473,20160411_1309,18046,8.77,1.94
20160411_1330,30,653,650,0,21.4,459,20160411_1339,13907,8.25,1.76
20160411_1400,30,688,685,0,21.5,487,20160411_1409,14324,8.46,1.77
20160411_1430,30,704,701,0,21.6,490,20160411_1439,13298,7.91,1.76
20160411_1500,30,655,652,0,21.6,456,20160411_1509,15402,8.46,1.83
20160411_1530,30,602,599,0,21.5,422,20160411_1539,16432,9.43,1.78
20160411_1600,30,635,632,0,21.4,446,20160411_1609,13702,8.79,1.69
20160411_1630,30,590,585,0,21.3,402,20160411_1639,17118,9.24,1.84
20160411_1700,30,603,598,0,21.2,403,20160411_1709,16412,9.12,1.81
20160411_1730,30,532,526,0,21.1,351,20160411_1739,14814,8.6,1.78
20160411_1800,30,511,505,0,21.1,336,20160411_1809,16188,8.35,1.89
20160411_1830,30,649,643,0,21.2,439,20160411_1839,17584,8.24,1.98
20160411_1900,30,834,829,0,21.3,584,20160411_1909,14263,7.67,1.85
20160411_1930,30,673,669,0,21.4,474,20160411_1939,13709,8.25,1.74
20160411_2000,30,721,718,0,21.5,511,20160411_2009,12226,7.79,1.71
20160411_2030,30,635,632,0,21.6,440,20160411_2039,13536,8.34,1.73
20160411_2100,30,611,608,0,21.6,423,20160411_2109,19857,8.6,2.06
20160411_2130,30,717,714,0,21.5,508,20160411_2139,18417,8,2.06
20160411_2200,30,768,764,0,21.4,547,20160411_2209,14457,7.2,1.94
20160411_2230,30,834,829,0,21.3,584,20160411_2239,17066,7.8,2.01
20160411_2300,30,982,978,0,21.2,689,20160411_2309,20071,7.81,2.19
20160411_2330,30,1019,1015,0,21.1,719,20160411_2339,22780,7.69,2.35
20160412_0000,30,1102,1099,0,21.1,784,20160412_0009,18437,7.71,2.1
20160412_0030,30,1065,1062,0,21.2,755,20160412_0039,21057,7.61,2.27
20160412_0100,30,1092,1089,0,21.3,779,20160412_0109,22230,8.08,2.25
20160412_0130,30,1113,1111,0,21.4,806,20160412_0139,18953,7.7,2.13
20160412_0200,30,993,991,0,21.5,715,20160412_0209,16996,7.42,2.07
20160412_0230,30,905,903,0,21.6,639,20160412_0239,18082,7.33,2.15
20160412_0300,30,933,931,0,21.6,662,20160412_0309,20538,7.79,2.21
20160412_0330,30,997,995,0,21.5,718,20160412_0339,20268,7.55,2.23
20160412_0400,30,1078,1076,0,21.4,783,20160412_0409,19823,7.37,2.24
20160412_0430,0,-1294,-1290,0,-25.9,NaN,20160412_0439,19097,7.3,2.21
20160412_0530,30,987,984,0,21.1,699,20160412_0539,18138,7.27,2.16
20160412_0600,30,1042,1039,0,21.1,741,20160412_0609,20829,7.48,2.28
20160412_0630,30,1067,1064,0,21.2,759,20160412_0639,21320,7.21,2.36
20160412_0700,30,985,981,0,21.3,700,20160412_0709,20333,7.18,2.31
20160412_0730,30,1017,1014,0,21.4,736,20160412_0739,17530,7.38,2.11
20160412_0800,30,1016,1014,0,21.5,736,20160412_0809,18619,7.04,2.24
20160412_0830,30,976,975,0,21.6,696,20160412_0839,16842,7.25,2.09
20160412_0900,30,1013,1011,0,21.6,724,20160412_0909,19153,7.22,2.23
20160412_0930,30,1007,1005,0,21.5,729,20160412_0939,20685,7.17,2.34
20160412_1000,30,999,996,0,21.4,721,20160412_1009,19603,7.11,2.28
20160412_1030,30,1058,1054,0,21.3,756,20160412_1039,16546,7.19,2.08
20160412_1100,30,950,946,0,21.2,668,20160412_1109,17963,7.12,2.18
20160412_1130,30,929,924,0,21.1,651,20160412_1139,16626,7.06,2.11
20160412_1200,30,940,936,0,21.1,661,20160412_1209,15203,7.35,1.97
20160412_1230,30,971,967,0,21.2,684,20160412_1239,19018,7.58,2.17
20160412_1300,30,1004,1000,0,21.3,714,20160412_1309,17304,7.31,2.12
20160412_1330,30,954,951,0,21.4,NaN,20160412_1339,19792,7.58,2.22
20160412_1400,30,916,914,0,21.5,660,20160412_1409,18822,7.77,2.15
20160412_1430,30,930,928,0,21.6,659,20160412_1439,21076,7.66,2.29
20160412_1500,30,930,929,0,21.6,661,20160412_1509,22361,8.25,2.28
20160412_1530,30,939,937,0,21.5,677,20160412_1539,25933,8.27,2.44
20160412_1600,30,936,934,0,21.4,674,20160412_1609,24943,8.68,2.33
20160412_1630,30,914,910,0,21.3,647,20160412_1639,26631,8.19,2.48
20160412_1700,30,945,941,0,21.2,664,20160412_1709,22860,8.16,2.31
20160412_1730,30,811,807,0,21.1,561,20160412_1739,26794,9.02,2.37
20160412_1800,30,863,859,0,21.1,600,20160412_1809,28725,8.67,2.51
20160412_1830,30,985,981,0,21.2,695,20160412_1839,35006,10.02,2.58
20160412_1900,30,958,954,0,21.3,679,20160412_1909,32406,9.2,2.58
20160412_1930,30,1004,1000,0,21.4,723,20160412_1939,30353,9.1,2.52
20160412_2000,30,947,945,0,21.5,680,20160412_2009,30875,9.46,2.48
20160412_2030,30,869,867,0,21.6,612,20160412_2039,24708,8.53,2.34
20160412_2100,30,875,873,0,21.6,619,20160412_2109,27180,8.77,2.42
20160412_2130,30,866,864,0,21.5,619,20160412_2139,26555,8.87,2.37
20160412_2200,30,944,941,0,21.4,676,20160412_2209,26508,8.97,2.37
20160412_2230,30,904,900,0,21.3,638,20160412_2239,30085,9.58,2.43
20160412_2300,30,984,980,0,21.2,692,20160412_2309,30317,9.66,2.44
20160412_2330,30,871,866,0,21.1,605,20160412_2339,30227,10.03,2.38
20160413_0000,30,766,761,0,21.1,525,20160413_0009,33246,9.65,2.55
20160413_0030,30,958,954,0,21.2,672,20160413_0039,27343,9.11,2.37
20160413_0100,30,941,937,0,21.3,665,20160413_0109,29614,9.2,2.46
20160413_0130,30,969,967,0,21.4,698,20160413_0139,33894,9.15,2.62
20160413_0200,30,1005,1003,0,21.5,724,20160413_0209,22457,8.08,2.28
20160413_0230,30,946,944,0,21.6,671,20160413_0239,21359,7.87,2.25
20160413_0300,30,992,991,0,21.6,707,20160413_0309,23203,7.95,2.35
20160413_0330,30,991,989,0,21.5,715,20160413_0339,22745,8.04,2.31
20160413_0400,30,1151,1149,0,21.4,838,20160413_0409,22330,8.08,2.27
20160413_0430,30,1180,1177,0,21.3,851,20160413_0439,23940,7.99,2.37
20160413_0500,30,1300,1298,0,21.2,941,20160413_0509,26979,7.65,2.58
20160413_0530,30,1392,1392,0,21.1,1012,20160413_0539,27467,8.29,2.49
20160413_0600,30,1432,1433,0,21.1,1044,20160413_0609,27892,8.06,2.55
20160413_0630,30,1294,1293,0,21.2,936,20160413_0639,23850,7.76,2.39
20160413_0700,30,1261,1260,0,21.3,913,20160413_0709,25119,7.82,2.45
20160413_0730,30,1277,1276,0,21.4,934,20160413_0739,24868,7.75,2.46
20160413_0800,30,1132,1131,0,21.5,823,20160413_0809,25092,7.68,2.47
20160413_0830,30,1055,1054,0,21.6,754,20160413_0839,27846,7.92,2.57
20160413_0900,30,1068,1067,0,21.6,764,20160413_0909,28428,7.63,2.65
20160413_0930,30,1203,1202,0,21.5,876,20160413_0939,25108,7.46,2.52
20160413_1000,30,1200,1198,0,21.4,875,20160413_1009,24809,7.26,2.54
20160413_1030,30,1212,1210,0,21.3,875,20160413_1039,21824,7.27,2.38
20160413_1100,30,1307,1305,0,21.2,946,20160413_1109,25573,7.37,2.55
20160413_1130,30,1272,1271,0,21.1,920,20160413_1139,23021,7.26,2.44
20160413_1200,30,1278,1277,0,21.1,923,20160413_1209,23275,7.19,2.47
20160413_1230,30,1295,1294,0,21.2,936,20160413_1239,22070,7.3,2.38
20160413_1300,30,1207,1204,0,21.3,870,20160413_1309,19961,7.04,2.31
20160413_1330,30,1247,1246,0,21.4,911,20160413_1339,20388,7.12,2.32
20160413_1400,30,1189,1188,0,21.5,866,20160413_1409,23320,6.93,2.53
20160413_1430,30,1074,1073,0,21.6,770,20160413_1439,22577,7.08,2.45
20160413_1500,30,1069,1068,0,21.6,765,20160413_1509,20986,6.89,2.41
20160413_1530,30,1151,1150,0,21.5,837,20160413_1539,25405,7,2.62
20160413_1600,30,1278,1276,0,21.4,935,20160413_1609,27116,6.99,2.71
20160413_1630,30,1326,1325,0,21.3,963,20160413_1639,24849,7.05,2.58
20160413_1700,30,1491,1492,0,21.2,1088,20160413_1709,24124,7.18,2.51
20160413_1730,30,1373,1372,0,21.1,996,20160413_1739,28488,7.34,2.69
20160413_1800,30,1158,1156,0,21.1,828,20160413_1809,20656,7.08,2.35
20160413_1830,30,1218,1217,0,21.2,876,20160413_1839,24752,7,2.58
20160413_1900,30,1244,1242,0,21.3,898,20160413_1909,25332,7.1,2.59
20160413_1930,30,1130,1128,0,21.4,819,20160413_1939,25141,7.17,2.56
20160413_2000,30,1126,1125,0,21.5,815,20160413_2009,22558,7.07,2.45
20160413_2030,30,1044,1043,0,21.6,742,20160413_2039,20392,6.96,2.35
20160413_2100,30,1083,1082,0,21.6,773,20160413_2109,20872,6.92,2.38
20160413_2130,30,1141,1140,0,21.5,827,20160413_2139,19992,7.18,2.28
20160413_2200,30,1127,1125,0,21.4,817,20160413_2209,19698,6.99,2.3
20160413_2230,30,1110,1107,0,21.3,794,20160413_2239,18974,7.15,2.23
20160413_2300,30,1115,1113,0,21.2,793,20160413_2309,19443,7,2.29
20160413_2330,30,1099,1097,0,21.1,781,20160413_2339,17635,6.82,2.21
20160414_0000,30,908,904,0,21.1,632,20160414_0009,20753,6.99,2.36
20160414_0030,30,1105,1102,0,21.2,785,20160414_0039,21008,6.99,2.37
20160414_0100,30,1099,1096,0,21.3,787,20160414_0109,20539,7.19,2.31
20160414_0130,30,1093,1091,0,21.4,792,20160414_0139,16287,6.81,2.12
20160414_0200,30,1083,1081,0,21.5,784,20160414_0209,19640,6.95,2.3
20160414_0230,30,1046,1045,0,21.6,745,20160414_0239,20820,6.89,2.38
20160414_0300,30,1047,1046,0,21.6,749,20160414_0309,21448,6.82,2.43
20160414_0330,30,1208,1207,0,21.5,881,20160414_0339,23935,7.06,2.52
20160414_0400,30,1181,1180,0,21.4,860,20160414_0409,23061,7,2.49
20160414_0430,30,1266,1264,0,21.3,917,20160414_0439,25001,6.96,2.6
20160414_0500,30,1461,1461,0,21.2,1067,20160414_0509,22895,6.86,2.51
20160414_0530,30,1510,1511,0,21.1,1103,20160414_0539,25270,7.02,2.6
20160414_0600,30,1479,1480,0,21.1,1081,20160414_0609,26457,6.93,2.68
20160414_0630,30,1601,1603,0,21.2,1175,20160414_0639,25696,6.94,2.63
20160414_0700,30,1491,1491,0,21.3,1092,20160414_0709,25900,7.02,2.63
20160414_0730,30,1351,1351,0,21.4,991,20160414_0739,24591,6.91,2.59
20160414_0800,30,1155,1154,0,21.5,839,20160414_0809,28776,7.15,2.74
20160414_0830,30,1246,1246,0,21.6,900,20160414_0839,24880,6.99,2.59
20160414_0900,30,1117,1117,0,21.6,802,20160414_0909,26148,6.86,2.68
20160414_0930,30,1293,1292,0,21.5,944,20160414_0939,24955,6.9,2.61
20160414_1000,30,1341,1340,0,21.4,983,20160414_1009,21777,6.85,2.44
20160414_1030,30,1287,1286,0,21.3,933,20160414_1039,27510,7.03,2.71
20160414_1100,30,1227,1225,0,21.2,883,20160414_1109,24432,7.01,2.56
20160414_1130,30,1216,1215,0,21.1,875,20160414_1139,22542,7.06,2.44
20160414_1200,30,1196,1195,0,21.1,859,20160414_1209,22389,7.14,2.42
20160414_1230,30,1249,1248,0,21.2,901,20160414_1239,27751,7.39,2.63
20160414_1300,30,1192,1191,0,21.3,861,20160414_1309,20864,7.13,2.33
20160414_1330,30,1191,1190,0,21.4,868,20160414_1339,21994,7.2,2.38
20160414_1400,30,1036,1035,0,21.5,748,20160414_1409,23819,7.41,2.43
20160414_1430,30,951,951,0,21.6,678,20160414_1439,18967,7.2,2.21
20160414_1500,30,846,844,0,21.6,599,20160414_1509,19601,7.17,2.26
20160414_1530,30,896,894,0,21.5,642,20160414_1539,21671,7.27,2.35
20160414_1600,30,931,929,0,21.4,670,20160414_1609,18489,7.06,2.21
20160414_1630,30,901,898,0,21.3,637,20160414_1639,18529,7.32,2.16
20160414_1700,30,750,745,0,21.2,513,20160414_1709,15456,7.19,1.99
20160414_1730,30,743,738,0,21.1,508,20160414_1739,15138,7.23,1.97
20160414_1800,30,725,719,0,21.1,494,20160414_1809,15832,7.34,1.99
20160414_1830,30,799,794,0,21.2,550,20160414_1839,16193,7.08,2.06
20160414_1900,30,816,811,0,21.3,570,20160414_1909,14646,6.95,1.98
20160414_1930,30,872,869,0,21.4,624,20160414_1939,16760,7.07,2.1
20160414_2000,30,884,882,0,21.5,633,20160414_2009,18921,7.03,2.24
20160414_2030,30,806,803,0,21.6,568,20160414_2039,15920,7.03,2.05
20160414_2100,30,831,829,0,21.6,586,20160414_2109,15376,6.85,2.05
20160414_2130,30,832,829,0,21.5,594,20160414_2139,16450,6.96,2.1
20160414_2200,30,852,850,0,21.4,608,20160414_2209,15079,6.84,2.03
20160414_2230,30,918,914,0,21.3,648,20160414_2239,16435,6.97,2.1
20160414_2300,30,792,786,0,21.2,541,20160414_2309,13947,6.95,1.93
20160414_2330,30,707,702,0,21.1,480,20160414_2339,13946,6.97,1.93
20160415_0000,30,739,734,0,21.1,504,20160415_0009,14134,7.05,1.93
20160415_0030,30,768,763,0,21.2,524,20160415_0039,14524,6.84,2
20160415_0100,30,752,748,0,21.3,520,20160415_0109,12894,6.94,1.86
20160415_0130,30,719,716,0,21.4,509,20160415_0139,10846,6.74,1.74
20160415_0200,30,751,748,0,21.5,532,20160415_0209,11399,6.78,1.78
20160415_0230,30,692,689,0,21.6,480,20160415_0239,11988,6.92,1.8
20160415_0300,30,629,627,0,21.6,436,20160415_0309,10306,6.8,1.68
20160415_0330,30,701,698,0,21.5,495,20160415_0339,12990,7.19,1.83
20160415_0400,30,711,708,0,21.4,505,20160415_0409,13894,7.32,1.87
20160415_0430,30,740,735,0,21.3,511,20160415_0439,12971,7.16,1.83
20160415_0500,30,622,616,0,21.2,417,20160415_0509,12657,6.93,1.85
20160415_0530,30,680,675,0,21.1,461,20160415_0539,12685,6.99,1.84
20160415_0600,30,725,720,0,21.1,494,20160415_0609,13036,6.94,1.87
20160415_0630,30,700,695,0,21.2,474,20160415_0639,12099,6.8,1.83
20160415_0700,30,794,790,0,21.3,553,20160415_0709,13878,6.93,1.94
20160415_0730,30,850,847,0,21.4,607,20160415_0739,12260,6.82,1.83
20160415_0800,30,802,799,0,21.5,573,20160415_0809,14091,7.16,1.91
20160415_0830,30,736,734,0,21.6,516,20160415_0839,13361,6.8,1.92
20160415_0900,30,807,806,0,21.6,570,20160415_0909,15063,6.84,2.03
20160415_0930,30,818,816,0,21.5,584,20160415_0939,13798,6.67,1.98
20160415_1000,30,819,816,0,21.4,584,20160415_1009,14140,6.67,2
20160415_1030,30,860,857,0,21.3,606,20160415_1039,13513,6.58,1.97
20160415_1100,30,814,810,0,21.2,563,20160415_1109,14333,7.04,1.95
20160415_1130,30,873,869,0,21.1,609,20160415_1139,13451,6.75,1.94
20160415_1200,30,732,728,0,21.1,501,20160415_1209,12488,6.7,1.88
20160415_1230,30,911,908,0,21.2,637,20160415_1239,14025,6.77,1.98
20160415_1300,30,914,911,0,21.3,646,20160415_1309,13149,6.93,1.89
20160415_1330,30,830,828,0,21.4,593,20160415_1339,13854,6.88,1.96
