Date_time,Op_min,Pxfmr_W,Pdc_W,Pgen_W,Damping,Pshore_W,WR_DateTime,WR_corr_EFlux_W/m,WR_corr_Te_s,WR_corr_Hm0_m
20160308_0900,30,148,146,155,21.6,97,20160308_0909,5775,9.2,1.06
20160308_0930,30,142,140,149,21.5,94,20160308_0939,5125,9.25,1
20160308_1000,30,134,132,141,21.4,89,20160308_1009,4115,8.76,0.92
20160308_1030,30,131,128,137,21.3,87,20160308_1039,4265,9.09,0.92
20160308_1100,30,92,89,96,21.2,62,20160308_1109,4327,9.13,0.92
20160308_1130,30,80,78,84,21.1,56,20160308_1139,5248,9.69,0.99
20160308_1200,30,81,79,85,21.1,57,20160308_1209,4962,9.56,0.97
20160308_1230,30,85,83,89,21.2,58,20160308_1239,4855,9.68,0.95
20160308_1300,30,119,117,124,21.3,79,20160308_1309,5911,9.93,1.03
20160308_1330,30,106,104,111,21.4,71,20160308_1339,5158,9.44,0.99
20160308_1400,30,121,118,126,21.5,80,20160308_1409,4719,9.08,0.97
20160308_1430,30,91,89,95,21.6,61,20160308_1439,4916,9.73,0.95
20160308_1500,30,80,78,84,21.6,54,20160308_1509,5419,9.45,1.01
20160308_1530,30,106,104,111,21.5,71,20160308_1539,4377,9.43,0.91
20160308_1600,30,130,127,135,21.4,86,20160308_1609,4976,9.74,0.95
20160308_1630,30,103,100,107,21.3,68,20160308_1639,4076,9.35,0.88
20160308_1700,30,90,88,94,21.2,62,20160308_1709,5926,9.89,1.03
20160308_1730,30,63,61,66,21.1,45,20160308_1739,6923,9.86,1.11
20160308_1800,30,68,66,71,21.1,48,20160308_1809,5131,9.48,0.98
20160308_1830,30,87,84,90,21.2,59,20160308_1839,6147,9.57,1.07
20160308_1900,30,87,85,91,21.3,58,20160308_1909,5729,9.53,1.03
20160308_1930,30,120,117,126,21.4,80,20160308_1939,4831,9.46,0.95
20160308_2000,30,90,87,94,21.5,60,20160308_2009,4831,9.28,0.96
20160308_2030,30,84,81,88,21.6,57,20160308_2039,4763,9.87,0.92
20160308_2100,30,79,76,83,21.6,53,20160308_2109,5931,9.33,1.06
20160308_2130,30,97,95,102,21.5,65,20160308_2139,5888,9.12,1.07
20160308_2200,30,101,98,106,21.4,68,20160308_2209,3660,8.87,0.86
20160308_2230,30,110,107,115,21.3,73,20160308_2239,4470,9.57,0.91
20160308_2300,30,90,87,94,21.2,61,20160308_2309,3022,8.71,0.79
20160308_2330,30,105,102,110,21.1,74,20160308_2339,4484,7.41,1.04
20160309_0000,30,244,239,255,21.1,169,20160309_0009,5436,6.24,1.27
20160309_0030,30,668,664,699,21.2,454,20160309_0039,7106,5.78,1.53
20160309_0100,30,1016,1013,1062,21.3,720,20160309_0109,7901,5.77,1.62
20160309_0130,30,1263,1263,1320,21.4,921,20160309_0139,10386,5.85,1.85
20160309_0200,30,1303,1304,1363,21.5,954,20160309_0209,12952,6.11,2.02
20160309_0230,30,1308,1309,1370,21.6,948,20160309_0239,13795,6.04,2.1
20160309_0300,30,1400,1402,1467,21.6,1018,20160309_0309,18054,6.04,2.41
20160309_0330,30,1582,1584,1655,21.5,1167,20160309_0339,18681,6.2,2.41
20160309_0400,30,1544,1546,1614,21.4,1139,20160309_0409,22124,6.48,2.57
20160309_0430,30,1745,1748,1825,21.3,1290,20160309_0439,23419,6.76,2.56
20160309_0500,30,1866,1871,1955,21.2,1382,20160309_0509,26187,6.86,2.69
20160309_0530,30,2082,2090,2184,21.1,1550,20160309_0539,28906,6.86,2.82
20160309_0600,30,1850,1856,1940,21.1,1369,20160309_0609,24432,6.94,2.57
20160309_0630,30,1823,1829,1912,21.2,1349,20160309_0639,26721,6.86,2.71
20160309_0700,30,1812,1816,1898,21.3,1342,20160309_0709,25429,7.09,2.58
20160309_0730,30,1571,1574,1645,21.4,1161,20160309_0739,23457,6.95,2.51
20160309_0800,30,1467,1469,1537,21.5,1078,20160309_0809,24435,7.12,2.53
20160309_0830,30,1246,1247,1308,21.6,900,20160309_0839,22966,7.33,2.4
20160309_0900,30,1222,1223,1283,21.6,881,20160309_0909,20556,7.07,2.33
20160309_0930,30,1344,1345,1408,21.5,984,20160309_0939,20464,7.19,2.3
20160309_1000,30,1337,1338,1400,21.4,981,20160309_1009,19275,7.1,2.24
20160309_1030,30,1366,1366,1429,21.3,995,20160309_1039,19102,6.88,2.28
20160309_1100,30,1322,1323,1385,21.2,958,20160309_1109,17325,6.86,2.17
20160309_1130,30,1312,1314,1375,21.1,951,20160309_1139,17745,6.81,2.21
20160309_1200,30,1414,1416,1481,21.1,1030,20160309_1209,18022,7.01,2.19
20160309_1230,30,1400,1402,1467,21.2,1020,20160309_1239,18243,7.19,2.17
20160309_1300,30,1340,1341,1403,21.3,975,20160309_1309,17824,7.11,2.16
20160309_1330,30,1191,1191,1246,21.4,869,20160309_1339,15215,7.01,2.01
20160309_1400,30,1077,1077,1129,21.5,781,20160309_1409,16773,6.92,2.13
20160309_1430,30,1138,1139,1194,21.6,818,20160309_1439,15757,7,2.04
20160309_1500,30,1092,1093,1146,21.6,784,20160309_1509,14994,6.89,2.01
20160309_1530,30,1209,1210,1266,21.5,882,20160309_1539,15133,6.83,2.03
20160309_1600,30,1108,1107,1158,21.4,805,20160309_1609,12054,6.8,1.82
20160309_1630,30,1096,1095,1146,21.3,788,20160309_1639,12771,6.99,1.85
20160309_1700,30,1051,1049,1099,21.2,747,20160309_1709,14364,6.95,1.96
20160309_1730,30,944,942,987,21.1,664,20160309_1739,12466,6.89,1.83
20160309_1800,30,1085,1084,1135,21.1,773,20160309_1809,12703,6.9,1.85
20160309_1830,30,1071,1070,1121,21.2,763,20160309_1839,14797,7,1.98
20160309_1900,30,1086,1085,1137,21.3,778,20160309_1909,12741,6.8,1.87
20160309_1930,30,1070,1069,1120,21.4,775,20160309_1939,14926,6.94,2
20160309_2000,30,1106,1106,1159,21.5,802,20160309_2009,14800,7.05,1.97
20160309_2030,30,968,967,1016,21.6,690,20160309_2039,15249,7.02,2.01
20160309_2100,30,1031,1031,1083,21.6,737,20160309_2109,12194,6.66,1.86
20160309_2130,30,1056,1056,1107,21.5,764,20160309_2139,15975,7.01,2.06
20160309_2200,30,1122,1122,1176,21.4,813,20160309_2209,17408,7.14,2.13
20160309_2230,30,1120,1119,1174,21.3,803,20160309_2239,14936,6.95,2
20160309_2300,30,1096,1095,1149,21.2,781,20160309_2309,15674,7,2.04
20160309_2330,30,1163,1162,1220,21.1,832,20160309_2339,18402,7.09,2.2
20160310_0000,30,1173,1173,1232,21.1,839,20160310_0009,15742,7.08,2.03
20160310_0030,30,1250,1250,1312,21.2,899,20160310_0039,18882,7.07,2.23
20160310_0100,30,1153,1152,1209,21.3,828,20160310_0109,17900,7.05,2.17
20160310_0130,30,1335,1335,1401,21.4,976,20160310_0139,21711,7.37,2.33
20160310_0200,30,1209,1209,1270,21.5,880,20160310_0209,17704,6.82,2.21
20160310_0230,30,1117,1118,1176,21.6,800,20160310_0239,17618,6.79,2.21
20160310_0300,30,1240,1241,1305,21.6,894,20160310_0309,18248,6.95,2.21
20160310_0330,30,1181,1182,1241,21.5,860,20160310_0339,17475,6.81,2.2
20160310_0400,30,1244,1244,1305,21.4,910,20160310_0409,16703,6.77,2.15
20160310_0430,30,1337,1338,1402,21.3,973,20160310_0439,20245,7.04,2.31
20160310_0500,30,1473,1475,1545,21.2,1076,20160310_0509,17713,6.85,2.2
20160310_0530,30,1453,1455,1525,21.1,1061,20160310_0539,17888,7.1,2.16
20160310_0600,30,1314,1315,1379,21.1,953,20160310_0609,18390,6.79,2.25
20160310_0630,30,1462,1464,1533,21.2,1069,20160310_0639,20580,6.98,2.35
20160310_0700,30,1386,1387,1453,21.3,1012,20160310_0709,17868,6.81,2.22
20160310_0730,30,1325,1325,1388,21.4,971,20160310_0739,19620,6.97,2.29
20160310_0800,30,1231,1231,1291,21.5,899,20160310_0809,19253,6.8,2.3
20160310_0830,30,1177,1177,1236,21.6,849,20160310_0839,22271,6.82,2.48
20160310_0900,30,1023,1022,1074,21.6,732,20160310_0909,19008,7.03,2.24
20160310_0930,30,1166,1165,1222,21.5,849,20160310_0939,18019,6.95,2.2
20160310_1000,30,1262,1261,1321,21.4,924,20160310_1009,16562,6.81,2.14
20160310_1030,30,1338,1337,1401,21.3,975,20160310_1039,17514,6.81,2.19
20160310_1100,30,1255,1254,1314,21.2,906,20160310_1109,18389,6.68,2.29
20160310_1130,30,1322,1322,1386,21.1,958,20160310_1139,19857,6.99,2.3
20160310_1200,30,1258,1258,1318,21.1,908,20160310_1209,20390,6.98,2.34
20160310_1230,30,1300,1300,1362,21.2,940,20160310_1239,16992,6.75,2.18
20160310_1300,30,1364,1364,1428,21.3,993,20160310_1309,16650,6.56,2.2
20160310_1330,30,1255,1254,1314,21.4,916,20160310_1339,18174,6.75,2.25
20160310_1400,30,1325,1326,1389,21.5,970,20160310_1409,15600,6.57,2.12
20160310_1430,30,1186,1187,1245,21.6,857,20160310_1439,18137,6.77,2.25
20160310_1500,30,1156,1157,1214,21.6,832,20160310_1509,17909,6.84,2.22
20160310_1530,30,1191,1192,1249,21.5,869,20160310_1539,16677,6.71,2.16
20160310_1600,30,1345,1345,1408,21.4,987,20160310_1609,17547,6.56,2.26
20160310_1630,30,1183,1182,1238,21.3,854,20160310_1639,16746,6.65,2.18
20160310_1700,30,1195,1195,1252,21.2,860,20160310_1709,17087,6.42,2.26
20160310_1730,30,1096,1094,1148,21.1,783,20160310_1739,14857,6.68,2.05
20160310_1800,30,1178,1178,1234,21.1,846,20160310_1809,16471,6.51,2.2
20160310_1830,30,1330,1330,1394,21.2,963,20160310_1839,16979,6.41,2.25
20160310_1900,30,1433,1434,1501,21.3,1047,20160310_1909,16162,6.38,2.2
20160310_1930,30,1439,1441,1509,21.4,1058,20160310_1939,18711,6.54,2.34
20160310_2000,30,1348,1349,1414,21.5,987,20160310_2009,17764,6.58,2.27
20160310_2030,30,1245,1245,1309,21.6,897,20160310_2039,21146,6.59,2.48
20160310_2100,30,1189,1190,1250,21.6,857,20160310_2109,17839,6.54,2.28
20160310_2130,30,1363,1364,1431,21.5,997,20160310_2139,21306,6.72,2.45
20160310_2200,30,1406,1406,1475,21.4,1031,20160310_2209,20440,6.6,2.43
20160310_2230,30,1419,1419,1489,21.3,1035,20160310_2239,19176,6.57,2.36
20160310_2300,30,1554,1557,1633,21.2,1137,20160310_2309,18197,6.57,2.3
20160310_2330,30,1479,1481,1555,21.1,1078,20160310_2339,19765,6.67,2.38
20160311_0000,30,1541,1543,1620,21.1,1127,20160311_0009,21304,6.66,2.47
20160311_0030,30,1483,1485,1560,21.2,1082,20160311_0039,20843,6.63,2.45
20160311_0100,30,1425,1426,1498,21.3,1040,20160311_0109,23224,6.89,2.52
20160311_0130,30,1426,1427,1499,21.4,1048,20160311_0139,20420,6.8,2.38
20160311_0200,30,1326,1326,1395,21.5,968,20160311_0209,22565,6.78,2.51
20160311_0230,30,1250,1251,1318,21.6,902,20160311_0239,21628,6.84,2.44
20160311_0300,30,1359,1360,1432,21.6,984,20160311_0309,21955,6.93,2.45
20160311_0330,30,1289,1290,1356,21.5,941,20160311_0339,22820,6.96,2.49
20160311_0400,30,1307,1307,1373,21.4,956,20160311_0409,22859,6.94,2.49
20160311_0430,30,1415,1415,1486,21.3,1034,20160311_0439,28064,7.02,2.75
20160311_0500,30,1511,1513,1588,21.2,1107,20160311_0509,24475,6.9,2.59
20160311_0530,30,1434,1435,1507,21.1,1047,20160311_0539,25773,7.08,2.61
20160311_0600,30,1543,1545,1621,21.1,1131,20160311_0609,23595,6.99,2.52
20160311_0630,30,1515,1517,1591,21.2,1110,20160311_0639,23194,7.01,2.49
20160311_0700,30,1473,1474,1546,21.3,1079,20160311_0709,25310,7.2,2.56
20160311_0730,30,1344,1344,1410,21.4,986,20160311_0739,25348,7.23,2.56
20160311_0800,30,1392,1393,1462,21.5,1022,20160311_0809,25533,7.15,2.59
20160311_0830,30,1328,1329,1396,21.6,962,20160311_0839,25646,7.19,2.58
20160311_0900,30,1229,1230,1292,21.6,887,20160311_0909,25360,7.13,2.58
20160311_0930,30,1236,1236,1297,21.5,902,20160311_0939,26262,7.37,2.57
20160311_1000,30,1320,1320,1384,21.4,968,20160311_1009,25544,7.38,2.53
20160311_1030,30,1389,1389,1456,21.3,1015,20160311_1039,28648,7.71,2.61
20160311_1100,30,1328,1328,1392,21.2,965,20160311_1109,29095,7.78,2.62
20160311_1130,30,1234,1233,1293,21.1,891,20160311_1139,21453,7.61,2.28
20160311_1200,30,1238,1237,1297,21.1,894,20160311_1209,24457,8.08,2.35
20160311_1230,30,1028,1026,1078,21.2,729,20160311_1239,22312,7.9,2.27
20160311_1300,30,1377,1378,1443,21.3,1004,20160311_1309,30161,7.98,2.63
20160311_1330,30,1240,1240,1300,21.4,906,20160311_1339,32483,8.04,2.71
20160311_1400,30,1170,1171,1227,21.5,853,20160311_1409,32543,7.76,2.78
20160311_1430,30,1163,1164,1221,21.6,838,20160311_1439,38809,7.87,3.01
20160311_1500,30,1150,1150,1207,21.6,828,20160311_1509,38825,7.91,3
20160311_1530,30,1371,1372,1438,21.5,1005,20160311_1539,44494,8.28,3.12
20160311_1600,30,1424,1425,1491,21.4,1049,20160311_1609,41305,8.01,3.07
20160311_1630,30,1613,1615,1690,21.3,1189,20160311_1639,50518,8.41,3.3
20160311_1700,30,1613,1616,1692,21.2,1187,20160311_1709,47346,8,3.29
20160311_1730,30,1472,1474,1545,21.1,1076,20160311_1739,44038,8.37,3.09
20160311_1800,30,1395,1396,1463,21.1,1016,20160311_1809,44505,8.16,3.15
20160311_1830,30,1617,1619,1697,21.2,1189,20160311_1839,41431,7.99,3.08
20160311_1900,30,1516,1517,1590,21.3,1111,20160311_1909,34311,7.72,2.86
20160311_1930,30,1360,1361,1427,21.4,999,20160311_1939,32544,7.66,2.8
20160311_2000,30,1380,1381,1451,21.5,1011,20160311_2009,32669,7.66,2.8
20160311_2030,30,1178,1178,1240,21.6,847,20160311_2039,31684,7.66,2.76
20160311_2100,30,1258,1259,1325,21.6,908,20160311_2109,28028,7.58,2.61
20160311_2130,30,1233,1233,1297,21.5,898,20160311_2139,29196,7.85,2.61
20160311_2200,30,1311,1311,1377,21.4,961,20160311_2209,31075,7.74,2.72
20160311_2230,30,1233,1231,1295,21.3,891,20160311_2239,31883,7.83,2.73
20160311_2300,30,1293,1291,1359,21.2,934,20160311_2309,30220,7.56,2.72
20160311_2330,30,1429,1430,1504,21.1,1040,20160311_2339,28485,7.61,2.62
20160312_0000,30,1544,1546,1625,21.1,1130,20160312_0009,27189,7.45,2.6
20160312_0030,30,1502,1503,1581,21.2,1097,20160312_0039,29478,7.94,2.61
20160312_0100,30,1500,1501,1579,21.3,1098,20160312_0109,32612,7.95,2.74
20160312_0130,30,1226,1225,1290,21.4,895,20160312_0139,28446,7.91,2.57
20160312_0200,30,1094,1094,1153,21.5,792,20160312_0209,29488,7.97,2.6
20160312_0230,30,1068,1067,1127,21.6,762,20160312_0239,29741,7.67,2.68
20160312_0300,30,1111,1111,1173,21.6,797,20160312_0309,27604,7.56,2.6
20160312_0330,30,1163,1162,1224,21.5,846,20160312_0339,29985,7.97,2.63
20160312_0400,30,1215,1215,1278,21.4,891,20160312_0409,27092,7.56,2.58
20160312_0430,30,1288,1287,1354,21.3,936,20160312_0439,NaN,NaN,NaN
20160312_0500,30,1222,1221,1285,21.2,884,20160312_0509,25904,7.52,2.53
20160312_0530,30,1240,1240,1304,21.1,895,20160312_0539,24181,7.65,2.41
20160312_0600,30,1332,1332,1400,21.1,967,20160312_0609,22933,7.51,2.38
20160312_0630,30,1472,1473,1546,21.2,1077,20160312_0639,22679,7.38,2.39
20160312_0700,30,1409,1409,1479,21.3,1030,20160312_0709,28025,7.49,2.63
20160312_0730,30,1233,1233,1294,21.4,903,20160312_0739,26728,7.62,2.54
20160312_0800,30,1201,1201,1262,21.5,876,20160312_0809,22673,7.3,2.4
20160312_0830,30,1156,1156,1217,21.6,833,20160312_0839,22704,7.16,2.43
20160312_0900,30,1072,1072,1128,21.6,768,20160312_0909,27165,7.29,2.64
20160312_0930,30,1152,1152,1210,21.5,838,20160312_0939,23447,7.24,2.46
20160312_1000,30,1208,1207,1266,21.4,884,20160312_1009,23777,7.31,2.46
20160312_1030,30,1087,1085,1139,21.3,783,20160312_1039,25056,7.45,2.49
20160312_1100,30,1210,1209,1269,21.2,873,20160312_1109,23438,7.43,2.41
20160312_1130,30,1153,1152,1209,21.1,828,20160312_1139,25074,7.45,2.49
20160312_1200,30,1034,1032,1085,21.1,736,20160312_1209,22889,7.44,2.38
20160312_1230,30,1213,1212,1272,21.2,875,20160312_1239,24442,7.52,2.45
20160312_1300,30,1347,1347,1412,21.3,982,20160312_1309,21486,7.19,2.36
20160312_1330,30,1167,1166,1223,21.4,852,20160312_1339,21418,7.09,2.38
20160312_1400,30,1124,1123,1179,21.5,818,20160312_1409,20593,7.1,2.32
20160312_1430,30,994,993,1045,21.6,708,20160312_1439,21486,7.36,2.32
20160312_1500,30,1006,1005,1058,21.6,719,20160312_1509,22642,7.17,2.42
20160312_1530,30,946,945,993,21.5,683,20160312_1539,17548,6.94,2.18
20160312_1600,30,1091,1089,1143,21.4,793,20160312_1609,20479,7.09,2.32
20160312_1630,30,1009,1006,1057,21.3,719,20160312_1639,18760,7.13,2.21
20160312_1700,30,986,982,1033,21.2,698,20160312_1709,17522,7.1,2.14
20160312_1730,30,1005,1002,1054,21.1,711,20160312_1739,17777,6.98,2.18
20160312_1800,30,961,958,1008,21.1,677,20160312_1809,18927,7.11,2.23
20160312_1830,30,1034,1031,1085,21.2,735,20160312_1839,17846,7.28,2.13
20160312_1900,30,1105,1102,1158,21.3,793,20160312_1909,17241,7.07,2.13
20160312_1930,30,1016,1013,1065,21.4,734,20160312_1939,15625,7.05,2.03
20160312_2000,30,1062,1061,1116,21.5,771,20160312_2009,15669,6.92,2.06
20160312_2030,30,860,859,906,21.6,608,20160312_2039,15663,7.01,2.05
20160312_2100,30,934,933,984,21.6,664,20160312_2109,16538,7.17,2.07
20160312_2130,30,1032,1031,1085,21.5,745,20160312_2139,16422,7.11,2.08
20160312_2200,30,1004,1002,1054,21.4,725,20160312_2209,15016,7.04,2
20160312_2230,30,918,915,964,21.3,651,20160312_2239,16113,6.93,2.09
20160312_2300,30,962,959,1010,21.2,676,20160312_2309,14335,7.02,1.96
20160312_2330,30,879,875,924,21.1,613,20160312_2339,15208,6.97,2.02
20160313_0000,30,921,918,968,21.1,644,20160313_0009,15796,6.98,2.06
20160313_0030,30,1135,1132,1192,21.2,812,20160313_0039,15810,6.93,2.07
20160313_0100,30,1124,1121,1181,21.3,806,20160313_0109,14696,7.18,1.95
20160313_0130,30,988,985,1038,21.4,714,20160313_0139,13695,7.27,1.88
20160313_0200,30,926,924,974,21.5,665,20160313_0209,15464,7.43,1.97
20160313_0230,30,827,825,872,21.6,584,20160313_0239,18006,7.47,2.12
20160313_0300,30,825,823,870,21.6,584,20160313_0309,14019,7.3,1.9
20160313_0330,30,877,875,923,21.5,631,20160313_0339,15595,7.39,1.99
20160313_0400,30,895,892,940,21.4,645,20160313_0409,14079,7.32,1.9
20160313_0430,30,1077,1075,1131,21.3,774,20160313_0439,14905,7.22,1.98
20160313_0500,30,1049,1047,1102,21.2,747,20160313_0509,17490,7.23,2.14
20160313_0530,30,984,981,1033,21.1,697,20160313_0539,15008,7.15,2
20160313_0600,30,1240,1239,1302,21.1,896,20160313_0609,16312,7.24,2.07
20160313_0630,30,1098,1096,1153,21.2,784,20160313_0639,16482,6.98,2.12
20160313_0700,30,1243,1241,1304,21.3,899,20160313_0709,16380,7.35,2.07
20160313_0730,30,1081,1079,1134,21.4,786,20160313_0739,19681,7.68,2.21
20160313_0800,30,985,984,1034,21.5,712,20160313_0809,16722,7.39,2.08
20160313_0830,30,938,937,987,21.6,666,20160313_0839,16975,7.41,2.1
20160313_0900,30,1025,1024,1078,21.6,735,20160313_0909,20331,7.57,2.27
20160313_0930,30,1006,1005,1056,21.5,729,20160313_0939,18002,8.06,2.07
20160313_1000,30,1140,1139,1196,21.4,833,20160313_1009,18607,7.65,2.16
20160313_1030,30,964,961,1010,21.3,688,20160313_1039,20380,7.77,2.24
20160313_1100,30,992,989,1040,21.2,702,20160313_1109,21037,7.88,2.25
20160313_1130,30,812,809,852,21.1,564,20160313_1139,23259,8.15,2.33
20160313_1200,30,897,894,940,21.1,628,20160313_1209,21676,8.3,2.23
20160313_1230,30,876,873,919,21.2,611,20160313_1239,18160,7.82,2.11
20160313_1300,30,870,867,912,21.3,613,20160313_1309,22065,8.14,2.27
20160313_1330,30,888,887,931,21.4,639,20160313_1339,19999,8.49,2.12
20160313_1400,30,871,870,914,21.5,626,20160313_1409,23276,8.19,2.32
20160313_1430,30,865,864,909,21.6,613,20160313_1439,26544,9.15,2.35
20160313_1500,30,898,897,943,21.6,638,20160313_1509,24799,8.79,2.32
20160313_1530,30,1058,1057,1109,21.5,769,20160313_1539,21700,8.69,2.17
20160313_1600,30,1025,1023,1074,21.4,742,20160313_1609,24052,8.62,2.3
20160313_1630,30,1023,1020,1071,21.3,730,20160313_1639,24536,8.12,2.4
20160313_1700,30,1112,1110,1165,21.2,795,20160313_1709,30246,8.98,2.53
20160313_1730,30,1031,1029,1081,21.1,733,20160313_1739,29088,8.81,2.5
20160313_1800,30,1023,1020,1072,21.1,726,20160313_1809,30665,9.23,2.5
20160313_1830,30,991,989,1039,21.2,702,20160313_1839,33318,9.87,2.52
20160313_1900,30,952,948,997,21.3,673,20160313_1909,30536,9.37,2.48
20160313_1930,30,896,893,939,21.4,644,20160313_1939,30784,9.54,2.47
20160313_2000,30,823,821,865,21.5,590,20160313_2009,25449,9.16,2.29
20160313_2030,30,837,835,881,21.6,591,20160313_2039,29483,9.35,2.44
20160313_2100,30,872,870,917,21.6,615,20160313_2109,29693,9.78,2.39
20160313_2130,30,868,866,912,21.5,623,20160313_2139,27183,9.68,2.3
20160313_2200,30,914,912,959,21.4,657,20160313_2209,27652,9.56,2.34
20160313_2230,30,883,879,927,21.3,622,20160313_2239,26842,9.6,2.29
20160313_2300,30,891,886,935,21.2,621,20160313_2309,26161,9.51,2.26
20160313_2330,30,945,941,992,21.1,663,20160313_2339,36996,9.47,2.69
20160314_0000,0,-1195,-1190,-1255,-25.8,NaN,20160314_0009,30543,9.21,2.48
20160314_0100,30,839,835,882,21.3,588,20160314_0109,32263,9.61,2.49
20160314_0130,30,900,898,946,21.4,646,20160314_0139,31081,9.85,2.41
20160314_0200,30,792,790,833,21.5,566,20160314_0209,30614,9.87,2.39
20160314_0230,30,753,751,794,21.6,526,20160314_0239,28406,9.88,2.3
20160314_0300,30,742,740,782,21.6,520,20160314_0309,24709,9.18,2.23
20160314_0330,30,812,810,854,21.5,580,20160314_0339,26780,9.72,2.25
20160314_0400,30,936,934,983,21.4,675,20160314_0409,24806,9.66,2.18
20160314_0430,30,886,882,930,21.3,624,20160314_0439,22767,9.3,2.13
20160314_0500,30,905,901,950,21.2,636,20160314_0509,26686,9.57,2.27
20160314_0530,30,900,896,944,21.1,632,20160314_0539,25090,9.1,2.25
20160314_0600,30,856,852,899,21.1,599,20160314_0609,29478,9.64,2.36
20160314_0630,30,876,872,919,21.2,613,20160314_0639,28360,8.91,2.42
20160314_0700,30,894,890,937,21.3,631,20160314_0709,23899,9.21,2.18
20160314_0730,30,840,837,881,21.4,601,20160314_0739,22052,8.53,2.19
20160314_0800,30,917,915,962,21.5,659,20160314_0809,25704,9.28,2.25
20160314_0830,30,750,748,788,21.6,525,20160314_0839,23160,9.08,2.16
20160314_0900,30,754,752,793,21.6,529,20160314_0909,20642,8.84,2.07
20160314_0930,30,795,793,834,21.5,568,20160314_0939,25470,9.14,2.25
20160314_1000,30,842,839,882,21.4,602,20160314_1009,23049,9.01,2.16
20160314_1030,30,834,830,874,21.3,587,20160314_1039,22978,9.21,2.14
20160314_1100,30,792,787,830,21.2,548,20160314_1109,20009,8.58,2.08
20160314_1130,30,698,693,732,21.1,475,20160314_1139,20335,8.5,2.1
20160314_1200,30,773,769,811,21.1,534,20160314_1209,24768,8.93,2.26
20160314_1230,30,839,835,879,21.2,585,20160314_1239,19697,8.33,2.09
20160314_1300,30,849,845,890,21.3,598,20160314_1309,20975,8.63,2.12
20160314_1330,30,905,903,949,21.4,651,20160314_1339,21120,8.64,2.13
20160314_1400,30,848,846,890,21.5,609,20160314_1409,20783,8.79,2.09
20160314_1430,30,768,766,807,21.6,539,20160314_1439,24127,9.22,2.19
20160314_1500,30,769,767,808,21.6,541,20160314_1509,22854,9.03,2.15
20160314_1530,30,786,784,825,21.5,562,20160314_1539,18035,8.27,2.01
20160314_1600,30,785,782,822,21.4,560,20160314_1609,20614,8.57,2.1
20160314_1630,30,868,865,909,21.3,614,20160314_1639,24157,8.95,2.22
20160314_1700,30,977,974,1024,21.2,690,20160314_1709,22607,8.74,2.18
20160314_1730,30,834,830,874,21.1,579,20160314_1739,21722,8.91,2.12
20160314_1800,30,834,830,875,21.1,580,20160314_1809,19893,8.54,2.07
20160314_1830,30,843,839,884,21.2,584,20160314_1839,18778,8.39,2.04
20160314_1900,30,800,797,839,21.3,563,20160314_1909,24001,9.12,2.2
20160314_1930,30,752,749,788,21.4,535,20160314_1939,21666,8.81,2.13
20160314_2000,30,717,714,752,21.5,509,20160314_2009,23513,9.11,2.17
20160314_2030,30,669,666,704,21.6,464,20160314_2039,20854,8.35,2.15
20160314_2100,30,558,555,588,21.6,450,20160314_2109,19624,8.88,2.01
20160314_2130,30,727,724,764,21.5,NaN,20160314_2139,22360,9.13,2.11
20160314_2200,30,739,736,776,21.4,526,20160314_2209,18757,8.53,2.01
20160314_2230,30,710,706,746,21.3,491,20160314_2239,16991,8.2,1.96
20160314_2300,30,753,748,792,21.2,503,20160314_2309,18883,8.56,2.01
20160314_2330,30,723,718,760,21.1,NaN,20160314_2339,18586,8.42,2.01
20160315_0000,30,625,619,657,21.1,422,20160315_0009,15950,8.22,1.89
20160315_0030,30,629,624,662,21.2,NaN,20160315_0039,19083,8.84,1.98
20160315_0100,30,678,673,712,21.3,469,20160315_0109,17834,8.59,1.95
20160315_0130,30,693,689,728,21.4,491,20160315_0139,16955,8.65,1.89
20160315_0200,30,704,701,740,21.5,498,20160315_0209,15550,8.51,1.83
20160315_0230,30,626,623,659,21.6,433,20160315_0239,16381,8.72,1.85
20160315_0300,30,571,568,602,21.6,391,20160315_0309,13775,8.48,1.72
20160315_0330,30,654,651,688,21.5,462,20160315_0339,17973,8.9,1.92
20160315_0400,30,636,632,667,21.4,447,20160315_0409,16099,8.55,1.85
20160315_0430,30,546,542,574,21.3,375,20160315_0439,15730,8.72,1.81
20160315_0500,30,515,509,540,21.2,341,20160315_0509,17030,8.64,1.89
20160315_0530,30,471,464,494,21.1,312,20160315_0539,13150,8.63,1.66
20160315_0600,30,493,487,517,21.1,327,20160315_0609,13805,8.48,1.72
20160315_0630,30,564,558,592,21.2,375,20160315_0639,17097,8.68,1.89
20160315_0700,30,555,551,582,21.3,380,20160315_0709,14354,8.37,1.77
20160315_0730,30,529,526,554,21.4,368,20160315_0739,14045,8.4,1.74
20160315_0800,30,532,529,558,21.5,370,20160315_0809,15212,8.5,1.8
20160315_0830,30,502,499,527,21.6,344,20160315_0839,15927,8.86,1.8
20160315_0900,30,512,509,537,21.6,350,20160315_0909,13149,8.53,1.67
20160315_0930,30,514,511,538,21.5,357,20160315_0939,15622,8.79,1.79
20160315_1000,30,543,540,569,21.4,378,20160315_1009,13479,8.28,1.72
20160315_1030,30,564,560,591,21.3,385,20160315_1039,14565,8.3,1.79
20160315_1100,30,448,444,470,21.2,295,20160315_1109,12948,8.39,1.67
