Date_time,Op_min,Pxfmr_W,Pdc_W,Pgen_W,Damping,Pshore_W,WR_DateTime,WR_corr_EFlux_W/m,WR_corr_Te_s,WR_corr_Hm0_m
20160302_0900,30,709,708,744,21.6,496,20160302_0909,41338,12.1,2.52
20160302_0930,30,762,760,798,21.5,543,20160302_0939,51615,12.43,2.77
20160302_1000,30,675,673,707,21.4,478,20160302_1009,56319,12.97,2.84
20160302_1030,30,631,627,660,21.3,433,20160302_1039,38237,12.17,2.41
20160302_1100,30,493,488,516,21.2,324,20160302_1109,58210,13.37,2.85
20160302_1130,30,481,476,503,21.1,317,20160302_1139,48725,12.79,2.65
20160302_1200,30,485,480,508,21.1,321,20160302_1209,47424,12.67,2.63
20160302_1230,30,470,465,492,21.2,309,20160302_1239,43254,12.82,2.51
20160302_1300,30,528,525,552,21.3,359,20160302_1309,41237,12.54,2.47
20160302_1330,30,504,501,527,21.4,349,20160302_1339,39564,12.57,2.41
20160302_1400,30,459,457,481,21.5,317,20160302_1409,38170,12.55,2.37
20160302_1430,30,490,488,514,21.6,333,20160302_1439,39261,13.19,2.36
20160302_1500,30,461,459,483,21.6,312,20160302_1509,41517,12.98,2.43
20160302_1530,30,447,445,468,21.5,308,20160302_1539,45975,13.12,2.55
20160302_1600,30,465,462,486,21.4,321,20160302_1609,37846,12.54,2.35
20160302_1630,30,464,461,485,21.3,313,20160302_1639,36410,12.05,2.35
20160302_1700,30,407,402,426,21.2,265,20160302_1709,43590,12.34,2.54
20160302_1730,30,386,381,403,21.1,258,20160302_1739,44445,12.43,2.56
20160302_1800,30,378,373,395,21.1,250,20160302_1809,33205,11.53,2.29
20160302_1830,30,446,441,466,21.2,291,20160302_1839,37803,11.93,2.4
20160302_1900,30,490,487,513,21.3,331,20160302_1909,36542,11.88,2.36
20160302_1930,30,488,485,510,21.4,336,20160302_1939,32020,11.35,2.25
20160302_2000,30,476,473,498,21.5,329,20160302_2009,37030,11.52,2.41
20160302_2030,30,498,496,522,21.6,341,20160302_2039,36159,11.66,2.37
20160302_2100,30,467,465,490,21.6,320,20160302_2109,43425,11.68,2.58
20160302_2130,30,492,490,515,21.5,341,20160302_2139,38689,11.73,2.44
20160302_2200,30,526,523,550,21.4,365,20160302_2209,46427,12.08,2.63
20160302_2230,30,447,443,468,21.3,298,20160302_2239,42523,11.85,2.55
20160302_2300,30,442,437,463,21.2,288,20160302_2309,52686,12.45,2.77
20160302_2330,30,398,393,417,21.1,262,20160302_2339,43892,11.8,2.59
20160303_0000,30,411,406,431,21.1,269,20160303_0009,50080,12.2,2.72
20160303_0030,30,483,478,507,21.2,315,20160303_0039,50430,12.03,2.74
20160303_0100,30,515,511,540,21.3,351,20160303_0109,43273,11.45,2.6
20160303_0130,30,554,551,581,21.4,385,20160303_0139,54037,12.15,2.83
20160303_0200,30,560,557,588,21.5,390,20160303_0209,53836,11.87,2.85
20160303_0230,30,540,537,568,21.6,370,20160303_0239,45548,11.44,2.67
20160303_0300,30,617,615,649,21.6,426,20160303_0309,65611,11.97,3.13
20160303_0330,30,589,587,618,21.5,413,20160303_0339,57961,11.7,2.97
20160303_0400,30,565,562,592,21.4,395,20160303_0409,59094,11.82,2.99
20160303_0430,30,641,637,672,21.3,442,20160303_0439,48923,11.54,2.75
20160303_0500,30,571,566,598,21.2,379,20160303_0509,57952,11.75,2.97
20160303_0530,30,506,501,531,21.1,336,20160303_0539,58522,11.55,3
20160303_0600,30,529,524,554,21.1,351,20160303_0609,54440,11.51,2.91
20160303_0630,30,635,630,665,21.2,427,20160303_0639,73766,12.14,3.29
20160303_0700,30,742,738,776,21.3,515,20160303_0709,51278,11.23,2.86
20160303_0730,30,744,741,778,21.4,528,20160303_0739,61825,11.48,3.1
20160303_0800,30,670,667,701,21.5,474,20160303_0809,58505,11.49,3.02
20160303_0830,30,589,587,618,21.6,407,20160303_0839,45155,11.11,2.7
20160303_0900,30,614,612,644,21.6,424,20160303_0909,46909,11.4,2.72
20160303_0930,30,687,685,719,21.5,488,20160303_0939,38380,10.96,2.51
20160303_1000,30,626,624,655,21.4,441,20160303_1009,48968,11.83,2.74
20160303_1030,30,586,582,613,21.3,399,20160303_1039,37371,11.42,2.43
20160303_1100,30,477,472,499,21.2,314,20160303_1109,35332,11.47,2.36
20160303_1130,30,513,508,537,21.1,341,20160303_1139,27415,11.16,2.11
20160303_1200,30,506,502,530,21.1,334,20160303_1209,37074,11.62,2.41
20160303_1230,30,489,484,512,21.2,321,20160303_1239,36932,11.98,2.37
20160303_1300,30,521,518,545,21.3,354,20160303_1309,32925,11.91,2.25
20160303_1330,30,506,503,529,21.4,353,20160303_1339,26503,11.51,2.05
20160303_1400,30,474,471,496,21.5,327,20160303_1409,24538,10.82,2.04
20160303_1430,30,516,514,541,21.6,353,20160303_1439,25538,11.53,2.02
20160303_1500,30,441,439,462,21.6,300,20160303_1509,25819,11.62,2.02
20160303_1530,30,423,421,443,21.5,291,20160303_1539,27003,11.85,2.04
20160303_1600,30,444,441,464,21.4,306,20160303_1609,23998,11.67,1.94
20160303_1630,30,366,363,383,21.3,244,20160303_1639,23057,11.7,1.9
20160303_1700,30,352,348,368,21.2,231,20160303_1709,22258,11.84,1.86
20160303_1730,30,303,299,316,21.1,206,20160303_1739,21277,11.59,1.83
20160303_1800,30,321,317,335,21.1,217,20160303_1809,21529,11.28,1.86
20160303_1830,30,359,355,376,21.2,234,20160303_1839,22746,11.91,1.87
20160303_1900,30,379,376,396,21.3,253,20160303_1909,20941,11.75,1.8
20160303_1930,30,365,362,382,21.4,249,20160303_1939,17879,11.38,1.69
20160303_2000,30,320,317,335,21.5,217,20160303_2009,20424,11.21,1.82
20160303_2030,30,314,311,329,21.6,209,20160303_2039,22961,11.93,1.88
20160303_2100,30,287,285,302,21.6,190,20160303_2109,20827,11.49,1.81
20160303_2130,30,292,289,307,21.5,197,20160303_2139,23161,11.69,1.89
20160303_2200,30,309,306,324,21.4,209,20160303_2209,24454,11.7,1.95
20160303_2230,30,289,286,304,21.3,193,20160303_2239,31007,12.28,2.15
20160303_2300,30,275,271,289,21.2,179,20160303_2309,30607,12.09,2.14
20160303_2330,30,273,268,287,21.1,183,20160303_2339,33801,12.34,2.23
20160304_0000,30,272,266,285,21.1,183,20160304_0009,34488,12.28,2.24
20160304_0030,30,248,243,261,21.2,163,20160304_0039,23362,11.41,1.91
20160304_0100,30,337,333,354,21.3,225,20160304_0109,25291,11.32,2
20160304_0130,30,319,315,335,21.4,216,20160304_0139,18758,10.72,1.77
20160304_0200,30,346,343,364,21.5,234,20160304_0209,32857,11.54,2.25
20160304_0230,30,302,299,318,21.6,202,20160304_0239,28219,11.18,2.12
20160304_0300,30,321,318,338,21.6,215,20160304_0309,32074,11.44,2.24
20160304_0330,30,393,390,412,21.5,269,20160304_0339,29129,11.4,2.13
20160304_0400,30,348,345,366,21.4,239,20160304_0409,34943,11.46,2.32
20160304_0430,30,357,354,375,21.3,240,20160304_0439,25730,11.25,2.02
20160304_0500,30,327,323,343,21.2,213,20160304_0509,25097,11.2,2
20160304_0530,30,321,316,336,21.1,214,20160304_0539,40556,11.65,2.48
20160304_0600,30,325,320,340,21.1,217,20160304_0609,25829,10.82,2.06
20160304_0630,30,340,335,356,21.2,221,20160304_0639,28664,11.02,2.14
20160304_0700,30,418,415,438,21.3,281,20160304_0709,34742,11.25,2.33
20160304_0730,30,420,417,440,21.4,288,20160304_0739,41754,11.64,2.52
20160304_0800,30,401,399,420,21.5,276,20160304_0809,25161,10.54,2.06
20160304_0830,30,402,400,422,21.6,272,20160304_0839,33513,11.06,2.32
20160304_0900,30,446,444,468,21.6,304,20160304_0909,37012,10.85,2.45
20160304_0930,30,471,469,493,21.5,326,20160304_0939,42259,11.02,2.6
20160304_1000,30,421,419,441,21.4,289,20160304_1009,34181,11.06,2.34
20160304_1030,30,490,487,512,21.3,333,20160304_1039,35367,11,2.38
20160304_1100,30,417,413,437,21.2,273,20160304_1109,32496,10.85,2.3
20160304_1130,30,353,348,369,21.1,237,20160304_1139,40771,11.34,2.52
20160304_1200,30,362,357,378,21.1,241,20160304_1209,28542,10.82,2.16
20160304_1230,30,355,350,371,21.2,231,20160304_1239,31803,11.22,2.24
20160304_1300,30,380,377,398,21.3,255,20160304_1309,25136,10.98,2.02
20160304_1330,30,372,370,390,21.4,253,20160304_1339,24202,11.13,1.97
20160304_1400,30,346,344,363,21.5,236,20160304_1409,22192,10.97,1.9
20160304_1430,30,309,306,323,21.6,207,20160304_1439,22003,10.91,1.89
20160304_1500,30,291,289,304,21.6,193,20160304_1509,19958,10.87,1.81
20160304_1530,30,303,301,317,21.5,205,20160304_1539,16690,10.81,1.66
20160304_1600,30,270,268,282,21.4,181,20160304_1609,18325,10.77,1.74
20160304_1630,30,198,195,206,21.3,130,20160304_1639,13235,10.64,1.49
20160304_1700,30,167,164,174,21.2,112,20160304_1709,11559,10.71,1.39
20160304_1730,30,163,160,170,21.1,114,20160304_1739,11509,10.21,1.42
20160304_1800,30,146,144,152,21.1,103,20160304_1809,14169,10.8,1.53
20160304_1830,30,160,157,167,21.2,116,20160304_1839,12861,10.39,1.49
20160304_1900,30,188,186,197,21.3,NaN,20160304_1909,13363,10.56,1.51
20160304_1930,30,209,206,219,21.4,140,20160304_1939,14957,10.62,1.58
20160304_2000,30,179,176,187,21.5,119,20160304_2009,14145,10.4,1.55
20160304_2030,30,185,182,194,21.6,122,20160304_2039,13010,10.7,1.47
20160304_2100,30,183,180,192,21.6,NaN,20160304_2109,12201,10.72,1.43
20160304_2130,30,186,183,195,21.5,126,20160304_2139,12287,10.63,1.44
20160304_2200,30,176,173,185,21.4,117,20160304_2209,13308,10.63,1.5
20160304_2230,30,195,191,205,21.3,129,20160304_2239,11523,10.6,1.4
20160304_2300,30,196,192,206,21.2,129,20160304_2309,9928,10.28,1.31
20160304_2330,30,172,167,180,21.1,118,20160304_2339,10410,10.58,1.33
20160305_0000,30,176,172,185,21.1,121,20160305_0009,9502,9.96,1.3
20160305_0030,30,185,181,194,21.2,122,20160305_0039,9259,10.07,1.28
20160305_0100,30,205,201,216,21.3,136,20160305_0109,10207,10.23,1.33
20160305_0130,30,235,231,247,21.4,157,20160305_0139,9372,9.69,1.32
20160305_0200,30,234,230,246,21.5,156,20160305_0209,8188,9.65,1.23
20160305_0230,30,229,226,241,21.6,152,20160305_0239,7933,9.52,1.22
20160305_0300,30,213,210,225,21.6,142,20160305_0309,8731,9.28,1.3
20160305_0330,30,242,239,255,21.5,160,20160305_0339,9485,9.48,1.34
20160305_0400,30,246,243,259,21.4,165,20160305_0409,9212,9.47,1.31
20160305_0430,30,246,242,258,21.3,162,20160305_0439,11458,9.79,1.44
20160305_0500,30,197,194,207,21.2,129,20160305_0509,10515,9.6,1.39
20160305_0530,30,204,200,213,21.1,139,20160305_0539,11807,9.85,1.45
20160305_0600,30,210,207,220,21.1,143,20160305_0609,9819,9.32,1.37
20160305_0630,30,248,244,260,21.2,163,20160305_0639,9580,9.47,1.34
20160305_0700,30,244,241,256,21.3,161,20160305_0709,10431,9.55,1.39
20160305_0730,30,279,277,293,21.4,188,20160305_0739,10625,9.66,1.39
20160305_0800,30,259,257,272,21.5,173,20160305_0809,9597,9.21,1.36
20160305_0830,30,276,274,290,21.6,182,20160305_0839,9092,8.99,1.34
20160305_0900,30,293,291,307,21.6,194,20160305_0909,10806,9.25,1.43
20160305_0930,30,278,275,291,21.5,186,20160305_0939,10424,9.41,1.4
20160305_1000,30,267,265,280,21.4,179,20160305_1009,8624,9.18,1.29
20160305_1030,30,251,249,263,21.3,166,20160305_1039,9954,9.44,1.36
20160305_1100,30,253,249,264,21.2,165,20160305_1109,13041,9.63,1.54
20160305_1130,30,189,186,198,21.1,130,20160305_1139,13292,9.87,1.54
20160305_1200,30,192,189,200,21.1,132,20160305_1209,10966,9.62,1.42
20160305_1230,30,220,217,230,21.2,144,20160305_1239,10160,9.59,1.37
20160305_1300,30,198,195,206,21.3,130,20160305_1309,9459,9.57,1.32
20160305_1330,30,194,192,203,21.4,130,20160305_1339,17132,10.45,1.69
20160305_1400,30,185,182,193,21.5,123,20160305_1409,9579,9.96,1.31
20160305_1430,30,168,166,175,21.6,111,20160305_1439,12792,10.09,1.49
20160305_1500,30,155,153,162,21.6,103,20160305_1509,12351,10.36,1.45
20160305_1530,30,158,156,165,21.5,105,20160305_1539,13142,10.35,1.49
20160305_1600,30,159,157,166,21.4,105,20160305_1609,11561,10.27,1.41
20160305_1630,30,154,152,161,21.3,102,20160305_1639,10864,10.38,1.36
20160305_1700,30,149,147,155,21.2,NaN,20160305_1709,13234,10.25,1.51
20160305_1730,30,111,109,115,21.1,78,20160305_1739,10980,10.32,1.37
20160305_1800,30,98,95,101,21.1,70,20160305_1809,10082,10.29,1.32
20160305_1830,30,118,116,123,21.2,80,20160305_1839,9257,10.3,1.27
20160305_1900,30,131,129,137,21.3,87,20160305_1909,8149,10.36,1.19
20160305_1930,30,166,164,174,21.4,110,20160305_1939,8332,9.97,1.22
20160305_2000,30,173,171,182,21.5,115,20160305_2009,11178,10.55,1.38
20160305_2030,30,151,148,158,21.6,100,20160305_2039,10434,10.2,1.35
20160305_2130,30,166,163,175,21.5,111,20160305_2139,12568,10.67,1.46
20160305_2200,30,186,182,195,21.4,124,20160305_2209,10204,10.1,1.35
20160305_2230,10,187,183,196,21.3,NaN,20160305_2239,8083,10.16,1.21
20160305_2243,16,214,209,224,3,NaN,20160305_2239,8083,10.16,1.21
20160305_2300,30,205,200,215,21.2,135,20160305_2309,10852,10.18,1.39
20160305_2330,30,192,188,201,21.1,132,20160305_2339,10412,10.2,1.37
20160306_0000,30,191,186,200,21.1,132,20160306_0009,10023,10.21,1.34
20160306_0030,30,217,212,227,21.2,142,20160306_0039,7975,9.58,1.24
20160306_0100,30,227,223,238,21.3,149,20160306_0109,9632,9.93,1.34
20160306_0130,30,301,298,316,21.4,204,20160306_0139,9355,10.41,1.28
20160306_0200,30,261,258,275,21.5,175,20160306_0209,9109,9.98,1.28
20160306_0230,30,252,248,265,21.6,168,20160306_0239,10253,10.65,1.33
20160306_0300,30,251,247,264,21.6,166,20160306_0309,8563,10.1,1.25
20160306_0330,30,254,250,267,21.5,170,20160306_0339,9165,9.94,1.3
20160306_0400,30,292,288,307,21.4,196,20160306_0409,10215,10.03,1.37
20160306_0430,30,291,287,306,21.3,194,20160306_0439,9652,10.34,1.31
20160306_0500,30,251,247,264,21.2,163,20160306_0509,9038,10.24,1.27
20160306_0530,30,236,231,247,21.1,159,20160306_0539,8927,9.98,1.28
20160306_0600,30,232,227,242,21.1,157,20160306_0609,9591,10,1.32
20160306_0630,30,269,264,282,21.2,175,20160306_0639,6429,9.37,1.12
20160306_0700,30,263,259,275,21.3,174,20160306_0709,8226,9.94,1.23
20160306_0730,30,248,245,260,21.4,167,20160306_0739,7432,9.84,1.18
20160306_0800,30,234,231,246,21.5,155,20160306_0809,8415,9.59,1.26
20160306_0830,30,208,205,218,21.6,137,20160306_0839,7700,9.62,1.2
20160306_0900,30,225,222,236,21.6,149,20160306_0909,7186,9.72,1.17
20160306_0930,30,228,224,238,21.5,151,20160306_0939,5903,9.38,1.07
20160306_1000,30,198,195,207,21.4,132,20160306_1009,7827,9.91,1.19
20160306_1030,30,181,178,189,21.3,119,20160306_1039,5990,9.38,1.08
20160306_1100,30,181,177,189,21.2,120,20160306_1109,7574,9.93,1.18
20160306_1130,30,150,147,156,21.1,103,20160306_1139,6873,9.58,1.14
20160306_1200,30,154,151,161,21.1,109,20160306_1209,7943,9.76,1.21
20160306_1230,30,171,168,179,21.2,114,20160306_1239,9978,10.15,1.33
20160306_1300,30,189,186,198,21.3,125,20160306_1309,11160,10.19,1.4
20160306_1330,30,191,188,199,21.4,127,20160306_1339,11084,10.45,1.38
20160306_1400,30,179,177,188,21.5,119,20160306_1409,9702,10.1,1.31
20160306_1430,30,152,150,159,21.6,101,20160306_1439,9557,10.33,1.29
20160306_1500,30,153,151,160,21.6,101,20160306_1509,8704,10.49,1.23
20160306_1530,30,165,163,173,21.5,110,20160306_1539,9524,10.78,1.27
20160306_1600,30,156,153,163,21.4,104,20160306_1609,13654,10.74,1.5
20160306_1630,30,176,174,184,21.3,116,20160306_1639,13686,10.46,1.53
20160306_1700,30,176,173,184,21.2,117,20160306_1709,20123,10.89,1.81
20160306_1730,30,185,181,192,21.1,126,20160306_1739,18283,11.09,1.72
20160306_1800,30,188,185,196,21.1,129,20160306_1809,20182,10.59,1.83
20160306_1830,30,185,182,193,21.2,123,20160306_1839,20418,11.02,1.81
20160306_1900,30,215,212,225,21.3,143,20160306_1909,24129,11.42,1.94
20160306_1930,30,249,246,261,21.4,168,20160306_1939,23206,11.06,1.93
20160306_2000,30,247,244,259,21.5,166,20160306_2009,23642,10.94,1.96
20160306_2030,30,237,234,249,21.6,158,20160306_2039,19988,10.74,1.82
20160306_2100,30,249,246,262,21.6,165,20160306_2109,22387,10.93,1.91
20160306_2130,30,294,290,308,21.5,198,20160306_2139,22069,11.08,1.89
20160306_2200,30,254,251,267,21.4,170,20160306_2209,18241,10.95,1.73
20160306_2230,30,281,277,295,21.3,188,20160306_2239,17068,10.68,1.7
20160306_2300,30,224,219,235,21.2,147,20160306_2309,20559,11.2,1.82
20160306_2330,30,231,226,242,21.1,156,20160306_2339,20587,10.82,1.85
20160307_0000,30,244,239,256,21.1,168,20160307_0009,17032,10.54,1.71
20160307_0030,30,244,239,257,21.2,159,20160307_0039,16890,10.87,1.67
20160307_0100,30,298,293,313,21.3,198,20160307_0109,16838,11.06,1.66
20160307_0130,30,288,283,303,21.4,193,20160307_0139,17769,11.05,1.7
20160307_0200,30,250,246,264,21.5,167,20160307_0209,13563,10.44,1.54
20160307_0230,30,265,260,279,21.6,176,20160307_0239,17792,10.83,1.72
20160307_0300,30,279,275,295,21.6,185,20160307_0309,15449,10.81,1.61
20160307_0330,30,314,309,330,21.5,212,20160307_0339,15906,10.54,1.65
20160307_0400,30,305,301,321,21.4,207,20160307_0409,15599,10.74,1.63
20160307_0430,30,280,276,295,21.3,186,20160307_0439,12305,10.21,1.48
20160307_0500,30,201,196,211,21.2,131,20160307_0509,14072,10.66,1.54
20160307_0530,30,180,176,189,21.1,124,20160307_0539,17397,11.19,1.67
20160307_0600,30,176,171,184,21.1,118,20160307_0609,12138,10.34,1.45
20160307_0630,30,168,164,177,21.2,112,20160307_0639,11410,10.19,1.42
20160307_0700,30,246,242,258,21.3,163,20160307_0709,9658,10.07,1.32
20160307_0730,30,253,249,265,21.4,169,20160307_0739,11655,10.18,1.43
20160307_0800,30,265,262,278,21.5,177,20160307_0809,12024,10.32,1.44
20160307_0830,30,270,267,283,21.6,178,20160307_0839,12252,10.09,1.47
20160307_0900,30,248,245,261,21.6,164,20160307_0909,9289,9.89,1.3
20160307_0930,30,274,271,287,21.5,184,20160307_0939,9930,10.08,1.33
20160307_1000,30,237,234,249,21.4,158,20160307_1009,9356,10.2,1.29
20160307_1030,30,215,212,226,21.3,142,20160307_1039,10713,10.16,1.37
20160307_1100,30,182,178,190,21.2,120,20160307_1109,11813,10.43,1.42
20160307_1130,30,171,167,179,21.1,118,20160307_1139,10682,10.33,1.36
20160307_1200,30,149,146,156,21.1,103,20160307_1209,9567,10.49,1.28
20160307_1230,30,169,165,176,21.2,112,20160307_1239,9928,10.3,1.31
20160307_1300,30,180,177,189,21.3,119,20160307_1309,10257,10.19,1.34
20160307_1330,30,206,203,216,21.4,137,20160307_1339,8318,10.08,1.21
20160307_1400,30,186,184,195,21.5,120,20160307_1409,8426,9.88,1.24
20160307_1430,30,178,175,187,21.6,NaN,20160307_1439,8168,9.83,1.22
20160307_1500,30,173,170,181,21.6,114,20160307_1509,9716,9.96,1.32
20160307_1530,30,181,178,189,21.5,120,20160307_1539,7871,9.71,1.2
20160307_1600,30,174,171,182,21.4,115,20160307_1609,9125,9.9,1.28
20160307_1630,30,167,164,175,21.3,110,20160307_1639,7079,9.59,1.15
20160307_1700,30,147,144,153,21.2,98,20160307_1709,7099,9.62,1.15
20160307_1730,30,119,116,124,21.1,83,20160307_1739,8766,9.95,1.25
20160307_1800,30,129,126,135,21.1,89,20160307_1809,8704,10.47,1.22
20160307_1830,30,149,146,156,21.2,100,20160307_1839,8761,9.75,1.26
20160307_1900,30,156,153,163,21.3,103,20160307_1909,10335,10.06,1.35
20160307_1930,30,164,161,172,21.4,108,20160307_1939,6647,9.38,1.12
20160307_2000,30,173,169,181,21.5,114,20160307_2009,6323,9.05,1.12
20160307_2030,30,178,174,187,21.6,117,20160307_2039,8150,9.58,1.24
20160307_2100,30,169,165,178,21.6,120,20160307_2109,8345,9.66,1.24
20160307_2130,30,195,191,205,21.5,NaN,20160307_2139,8864,9.83,1.27
20160307_2200,30,184,180,193,21.4,121,20160307_2209,8815,10.19,1.24
20160307_2230,30,161,157,170,21.3,107,20160307_2239,7262,9.52,1.17
20160307_2300,30,142,137,149,21.2,94,20160307_2309,7484,9.74,1.17
20160307_2330,30,120,116,126,21.1,83,20160307_2339,6105,9.44,1.08
20160308_0000,30,118,113,124,21.1,82,20160308_0009,7845,10.17,1.17
20160308_0030,30,136,131,143,21.2,88,20160308_0039,5580,9.62,1.02
20160308_0100,30,130,126,137,21.3,NaN,20160308_0109,6370,9.54,1.09
20160308_0130,30,176,172,186,21.4,117,20160308_0139,6703,9.9,1.1
20160308_0200,30,129,126,137,21.5,86,20160308_0209,5630,9.5,1.03
20160308_0230,0,-160,-155,-168,-26.3,NaN,20160308_0239,5522,9.75,1.01
20160308_0330,30,144,140,152,21.5,97,20160308_0339,4737,9.13,0.97
20160308_0400,30,147,143,155,21.4,NaN,20160308_0409,5221,9.13,1.02
20160308_0430,30,128,124,135,21.3,85,20160308_0439,4708,9.07,0.97
20160308_0500,30,108,105,114,21.2,73,20160308_0509,4480,9.12,0.94
20160308_0530,30,94,91,99,21.1,66,20160308_0539,5391,9.22,1.03
20160308_0600,30,115,111,120,21.1,79,20160308_0609,5712,9.59,1.03
20160308_0630,30,121,118,127,21.2,82,20160308_0639,4755,8.92,0.98
20160308_0700,30,160,157,168,21.3,105,20160308_0709,4224,8.67,0.94
20160308_0730,30,161,158,169,21.4,106,20160308_0739,4968,8.69,1.01
20160308_0800,30,168,165,176,21.5,111,20160308_0809,4462,8.62,0.97
20160308_0830,30,151,148,158,21.6,99,20160308_0839,4754,8.56,1
