Date_time,Op_min,Pxfmr_W,Pdc_W,Pgen_W,Damping,Pshore_W,WR_DateTime,WR_corr_EFlux_W/m,WR_corr_Te_s,WR_corr_Hm0_m
20160516_0900,30,331,328,0,21.6,220,20160516_0909,2965,5.8,0.99
20160516_0930,30,336,333,0,21.5,228,20160516_0939,2918,5.62,1
20160516_1000,30,278,275,0,21.4,186,20160516_1009,3130,5.8,1.02
20160516_1030,30,246,242,0,21.3,161,20160516_1039,2931,5.65,1
20160516_1100,30,259,254,0,21.2,169,20160516_1109,3015,5.7,1.01
20160516_1130,30,234,229,0,21.1,160,20160516_1139,2863,5.58,0.99
20160516_1200,30,248,243,0,21.1,167,20160516_1209,2916,5.76,0.99
20160516_1230,30,245,240,0,21.2,160,20160516_1239,3290,5.73,1.05
20160516_1300,30,274,270,0,21.3,180,20160516_1309,2933,5.64,1
20160516_1330,30,294,290,0,21.4,195,20160516_1339,3245,5.65,1.05
20160516_1400,30,282,279,0,21.5,189,20160516_1409,3158,5.72,1.03
20160516_1430,30,321,318,0,21.6,193,20160516_1439,3011,5.67,1.01
20160516_1500,30,302,298,0,21.6,200,20160516_1509,3124,5.71,1.02
20160516_1530,30,347,344,0,21.5,234,20160516_1539,3794,5.8,1.12
20160516_1600,30,316,313,0,21.4,212,20160516_1609,3555,5.78,1.08
20160516_1630,30,345,341,0,21.3,228,20160516_1639,3417,5.55,1.09
20160516_1700,30,328,322,0,21.2,217,20160516_1709,3807,5.61,1.14
20160516_1730,30,234,230,0,21.1,161,20160516_1739,3370,5.78,1.06
20160516_1830,30,297,292,0,21.2,195,20160516_1839,3478,5.75,1.08
20160516_1900,30,324,320,0,21.3,214,20160516_1909,3689,5.69,1.12
20160516_1930,10,373,369,0,21.4,244,20160516_1939,3662,5.69,1.11
20160516_1943,16,336,332,0,21.1,267,20160516_1939,3662,5.69,1.11
20160516_2000,30,423,420,0,21.5,288,20160516_2009,4156,6,1.15
20160516_2030,30,392,388,0,21.6,263,20160516_2039,4197,5.87,1.17
20160516_2100,30,411,407,0,21.6,275,20160516_2109,3739,6.01,1.09
20160516_2130,30,403,400,0,21.5,275,20160516_2139,3963,6.1,1.11
20160516_2200,30,379,375,0,21.4,257,20160516_2209,4094,5.98,1.14
20160516_2230,30,374,369,0,21.3,250,20160516_2239,4172,5.98,1.15
20160516_2300,30,420,414,0,21.2,275,20160516_2309,4176,5.9,1.17
20160516_2330,30,381,375,0,21.1,248,20160516_2339,4482,6.08,1.18
20160517_0000,30,414,407,0,21.1,267,20160517_0009,4417,5.94,1.19
20160517_0030,30,362,356,0,21.2,233,20160517_0039,4469,5.95,1.2
20160517_0100,30,453,449,0,21.3,304,20160517_0109,4601,5.87,1.23
20160517_0130,30,517,513,0,21.4,357,20160517_0139,4884,5.73,1.28
20160517_0200,30,535,531,0,21.5,370,20160517_0209,4502,5.77,1.23
20160517_0230,30,503,500,0,21.6,341,20160517_0239,4838,5.76,1.27
20160517_0300,30,503,500,0,21.6,344,20160517_0309,5413,5.94,1.32
20160517_0330,30,556,553,0,21.5,388,20160517_0339,4932,5.67,1.3
20160517_0400,30,518,513,0,21.4,357,20160517_0409,4521,5.62,1.25
20160517_0430,30,514,509,0,21.3,349,20160517_0439,4539,5.58,1.26
20160517_0500,30,430,423,0,21.2,283,20160517_0509,5063,5.65,1.32
20160517_0530,30,459,452,0,21.1,303,20160517_0539,4715,5.63,1.27
20160517_0600,30,516,510,0,21.1,341,20160517_0609,5602,5.65,1.39
20160517_0630,30,500,493,0,21.2,332,20160517_0639,5966,5.71,1.43
20160517_0700,30,570,564,0,21.3,387,20160517_0709,6298,5.56,1.49
20160517_0730,30,605,602,0,21.4,423,20160517_0739,5828,5.46,1.45
20160517_0800,30,622,619,0,21.5,438,20160517_0809,5288,5.56,1.36
20160517_0830,30,614,611,0,21.6,425,20160517_0839,6656,5.77,1.5
20160517_0900,30,654,651,0,21.6,456,20160517_0909,6952,5.71,1.54
20160517_0930,30,722,719,0,21.5,511,20160517_0939,7475,5.68,1.61
20160517_1000,30,717,713,0,21.4,507,20160517_1009,7166,5.76,1.56
20160517_1030,30,694,690,0,21.3,481,20160517_1039,7433,5.85,1.58
20160517_1100,30,659,653,0,21.2,446,20160517_1109,6901,5.68,1.54
20160517_1130,30,677,672,0,21.1,458,20160517_1139,7249,5.81,1.56
20160517_1200,30,639,633,0,21.1,428,20160517_1209,8435,5.94,1.66
20160517_1230,30,712,706,0,21.2,484,20160517_1239,7644,5.85,1.6
20160517_1300,30,691,686,0,21.3,475,20160517_1309,7700,5.94,1.59
20160517_1330,30,632,628,0,21.4,444,20160517_1339,7723,5.89,1.6
20160517_1400,30,686,683,0,21.5,486,20160517_1409,7740,5.95,1.59
20160517_1430,30,711,708,0,21.6,498,20160517_1439,7257,5.87,1.55
20160517_1500,30,684,681,0,21.6,479,20160517_1509,6172,5.71,1.46
20160517_1530,30,681,678,0,21.5,482,20160517_1539,7438,5.82,1.58
20160517_1600,30,707,703,0,21.4,498,20160517_1609,7336,5.91,1.56
20160517_1630,30,787,783,0,21.3,551,20160517_1639,7968,5.93,1.62
20160517_1700,30,752,747,0,21.2,515,20160517_1709,8294,5.88,1.66
20160517_1730,30,601,595,0,21.1,402,20160517_1739,8296,5.85,1.67
20160517_1800,30,615,609,0,21.1,411,20160517_1809,7886,5.88,1.62
20160517_1830,30,622,616,0,21.2,418,20160517_1839,7768,5.96,1.59
20160517_1900,30,719,713,0,21.3,496,20160517_1909,7026,5.83,1.53
20160517_1930,30,696,692,0,21.4,490,20160517_1939,6813,5.66,1.54
20160517_2000,30,738,735,0,21.5,522,20160517_2009,6956,5.83,1.53
20160517_2030,30,645,641,0,21.6,447,20160517_2039,6921,5.78,1.53
20160517_2100,30,654,650,0,21.6,455,20160517_2109,5930,5.81,1.41
20160517_2130,30,608,604,0,21.5,425,20160517_2139,5770,5.78,1.4
20160517_2200,30,582,578,0,21.4,406,20160517_2209,6516,6.06,1.45
20160517_2230,30,692,686,0,21.3,477,20160517_2239,6221,5.81,1.44
20160517_2300,30,622,615,0,21.2,416,20160517_2309,6750,5.78,1.51
20160517_2330,30,648,641,0,21.1,434,20160517_2339,7125,5.87,1.54
20160518_0000,30,710,704,0,21.1,481,20160518_0009,6932,5.85,1.52
20160518_0030,30,608,602,0,21.2,403,20160518_0039,8160,5.93,1.64
20160518_0100,30,747,741,0,21.3,517,20160518_0109,7855,5.9,1.61
20160518_0130,30,787,783,0,21.4,558,20160518_0139,7794,5.78,1.62
20160518_0200,30,719,715,0,21.5,508,20160518_0209,6915,5.79,1.53
20160518_0230,30,691,688,0,21.6,481,20160518_0239,8068,5.83,1.64
20160518_0300,30,718,715,0,21.6,501,20160518_0309,8432,6.04,1.65
20160518_0330,30,723,719,0,21.5,511,20160518_0339,8211,5.89,1.65
20160518_0400,30,718,714,0,21.4,507,20160518_0409,7618,5.91,1.58
20160518_0430,30,700,695,0,21.3,487,20160518_0439,7191,5.87,1.54
20160518_0500,30,633,626,0,21.2,424,20160518_0509,8436,6,1.65
20160518_0530,30,691,685,0,21.1,471,20160518_0539,9442,5.93,1.76
20160518_0600,30,680,674,0,21.1,462,20160518_0609,7959,5.87,1.63
20160518_0630,30,841,836,0,21.2,584,20160518_0639,7655,5.65,1.63
20160518_0700,30,870,865,0,21.3,612,20160518_0709,8297,5.87,1.66
20160518_0730,30,895,892,0,21.4,642,20160518_0739,8857,5.72,1.74
20160518_0800,30,818,815,0,21.5,586,20160518_0809,8282,5.78,1.68
20160518_0830,30,718,715,0,21.6,503,20160518_0839,9446,5.93,1.76
20160518_0900,30,845,842,0,21.6,597,20160518_0909,9205,6.06,1.72
20160518_0930,30,804,801,0,21.5,574,20160518_0939,9503,6.04,1.75
20160518_1000,30,801,797,0,21.4,571,20160518_1009,8607,5.96,1.67
20160518_1030,30,794,789,0,21.3,555,20160518_1039,8757,5.97,1.69
20160518_1100,30,754,747,0,21.2,517,20160518_1109,8386,5.97,1.65
20160518_1130,30,767,761,0,21.1,527,20160518_1139,9116,5.96,1.73
20160518_1200,30,765,759,0,21.1,525,20160518_1209,7603,5.94,1.58
20160518_1230,30,745,739,0,21.2,509,20160518_1239,7922,5.82,1.63
20160518_1300,30,781,776,0,21.3,547,20160518_1309,7289,5.7,1.58
20160518_1330,30,726,722,0,21.4,513,20160518_1339,7793,5.91,1.6
20160518_1400,30,693,689,0,21.5,489,20160518_1409,6967,5.92,1.51
20160518_1430,30,745,742,0,21.6,524,20160518_1439,8443,5.96,1.66
20160518_1500,30,728,725,0,21.6,510,20160518_1509,8754,5.98,1.69
20160518_1530,30,718,714,0,21.5,509,20160518_1539,7612,5.95,1.58
20160518_1600,30,668,664,0,21.4,470,20160518_1609,8389,6.03,1.65
20160518_1630,30,727,722,0,21.3,502,20160518_1639,7604,5.98,1.57
20160518_1700,30,575,568,0,21.2,381,20160518_1709,6754,5.99,1.48
20160518_1730,30,602,596,0,21.1,405,20160518_1739,7564,6.03,1.56
20160518_1800,30,556,550,0,21.1,373,20160518_1809,7635,6.27,1.53
20160518_1830,30,715,709,0,21.2,490,20160518_1839,7270,6.03,1.53
20160518_1900,30,700,694,0,21.4,488,20160518_1909,7732,6.14,1.56
20160518_2000,30,696,693,0,21.5,492,20160518_2009,7473,6.23,1.52
20160518_2030,30,648,645,0,21.6,451,20160518_2039,8560,6.31,1.61
20160518_2100,30,659,655,0,21.6,459,20160518_2109,8944,6.35,1.65
20160518_2130,30,764,760,0,21.5,543,20160518_2139,9602,6.53,1.67
20160518_2200,30,768,764,0,21.4,543,20160518_2209,9087,6.41,1.65
20160518_2230,30,801,795,0,21.3,558,20160518_2239,8331,6.38,1.58
20160518_2300,30,680,673,0,21.2,459,20160518_2309,8852,6.32,1.64
20160518_2330,30,637,630,0,21.1,425,20160518_2339,8178,6.52,1.55
20160519_0000,30,655,648,0,21.1,440,20160519_0009,7966,6.29,1.56
20160519_0030,30,646,638,0,21.2,432,20160519_0039,7945,6.34,1.55
20160519_0100,30,735,729,0,21.3,508,20160519_0109,8224,6.28,1.58
20160519_0130,30,736,731,0,21.4,520,20160519_0139,8189,6.17,1.6
20160519_0200,30,719,715,0,21.5,508,20160519_0209,7812,6.17,1.56
20160519_0230,30,691,687,0,21.6,481,20160519_0239,9307,6.25,1.69
20160519_0300,30,702,699,0,21.6,489,20160519_0309,8161,6.05,1.62
20160519_0330,30,697,693,0,21.5,491,20160519_0339,7919,5.87,1.62
20160519_0400,30,735,730,0,21.4,521,20160519_0409,9228,6.14,1.7
20160519_0430,30,720,715,0,21.3,499,20160519_0439,7933,6.06,1.59
20160519_0500,30,683,677,0,21.2,463,20160519_0509,8177,6.05,1.61
20160519_0530,30,607,600,0,21.1,406,20160519_0539,7684,6.06,1.56
20160519_0600,30,679,673,0,21.1,461,20160519_0609,8268,5.97,1.64
20160519_0630,30,680,674,0,21.2,463,20160519_0639,7213,5.83,1.55
20160519_0700,30,731,726,0,21.3,509,20160519_0709,7825,5.96,1.59
20160519_0730,30,717,713,0,21.4,507,20160519_0739,7560,5.87,1.58
20160519_0800,30,761,758,0,21.5,542,20160519_0809,8128,5.99,1.62
20160519_0830,30,751,748,0,21.6,525,20160519_0839,9013,6.11,1.69
20160519_0900,30,768,766,0,21.6,540,20160519_0909,9226,6.02,1.72
20160519_0930,30,755,752,0,21.5,536,20160519_0939,8781,6.07,1.67
20160519_1000,30,770,766,0,21.4,547,20160519_1009,8690,6.22,1.64
20160519_1030,30,644,639,0,21.3,442,20160519_1039,9421,6.18,1.71
20160519_1100,30,685,680,0,21.2,463,20160519_1109,9000,6.28,1.66
20160519_1130,30,621,615,0,21.1,417,20160519_1139,7241,5.95,1.54
20160519_1200,30,697,691,0,21.1,473,20160519_1209,8513,6.24,1.62
20160519_1230,30,665,660,0,21.2,452,20160519_1239,9335,6.28,1.69
20160519_1300,30,643,638,0,21.3,443,20160519_1309,8956,6.3,1.65
20160519_1330,30,644,640,0,21.4,433,20160519_1339,8618,6.4,1.6
20160519_1400,30,591,587,0,21.5,426,20160519_1409,7809,6.22,1.55
20160519_1430,30,602,599,0,21.6,418,20160519_1439,7096,6.05,1.51
20160519_1500,30,556,553,0,21.6,383,20160519_1509,7514,6.32,1.51
20160519_1530,30,585,582,0,21.5,410,20160519_1539,6300,6.1,1.41
20160519_1600,30,546,543,0,21.4,379,20160519_1609,7270,6.38,1.47
20160519_1630,30,519,514,0,21.3,351,20160519_1639,6272,6.05,1.41
20160519_1700,30,508,502,0,21.2,335,20160519_1709,6412,6.14,1.42
20160519_1730,30,506,500,0,21.1,332,20160519_1739,7177,6.36,1.47
20160519_1800,30,417,411,0,21.1,273,20160519_1809,5468,5.95,1.33
20160519_1830,30,431,425,0,21.2,281,20160519_1839,5222,6.1,1.28
20160519_1900,30,530,524,0,21.3,358,20160519_1909,5896,5.86,1.4
20160519_1930,30,518,514,0,21.4,358,20160519_1939,6824,6.24,1.44
20160519_2000,30,580,576,0,21.5,405,20160519_2009,6000,5.96,1.39
20160519_2030,30,543,539,0,21.6,381,20160519_2039,6617,6.01,1.46
20160519_2100,30,569,565,0,21.6,420,20160519_2109,6534,5.92,1.46
20160519_2130,30,630,626,0,21.5,443,20160519_2139,7068,6,1.51
20160519_2200,30,640,635,0,21.4,448,20160519_2209,6609,6.27,1.42
20160519_2230,30,593,588,0,21.3,421,20160519_2239,6897,6.27,1.45
20160519_2300,30,652,645,0,21.2,422,20160519_2309,6657,6.27,1.43
20160519_2330,30,633,626,0,21.1,424,20160519_2339,7597,6.28,1.52
20160520_0000,30,583,575,0,21.1,385,20160520_0009,7711,6.31,1.53
20160520_0030,30,611,604,0,21.2,408,20160520_0039,7911,6.43,1.53
20160520_0100,30,656,650,0,21.3,452,20160520_0109,8505,6.44,1.59
20160520_0130,30,727,723,0,21.4,515,20160520_0139,7675,6.36,1.52
20160520_0200,30,598,594,0,21.5,419,20160520_0209,6910,6.46,1.43
20160520_0230,30,612,608,0,21.6,423,20160520_0239,7727,6.38,1.52
20160520_0300,30,633,630,0,21.6,439,20160520_0309,7683,6.4,1.51
20160520_0330,30,625,621,0,21.5,439,20160520_0339,7133,6.23,1.48
20160520_0400,30,700,696,0,21.4,495,20160520_0409,8311,6.48,1.56
20160520_0430,30,603,598,0,21.3,415,20160520_0439,7746,6.39,1.52
20160520_0500,30,592,586,0,21.2,393,20160520_0509,7154,6.26,1.48
20160520_0530,30,574,568,0,21.1,382,20160520_0539,8039,6.48,1.54
20160520_0600,30,577,570,0,21.1,386,20160520_0609,8182,6.46,1.55
20160520_0630,30,635,629,0,21.2,427,20160520_0639,7848,6.37,1.53
20160520_0700,30,698,692,0,21.3,482,20160520_0709,9050,6.46,1.63
20160520_0730,30,702,698,0,21.4,496,20160520_0739,9532,6.46,1.68
20160520_0800,30,698,694,0,21.5,494,20160520_0809,7551,6.28,1.51
20160520_0830,30,695,692,0,21.6,486,20160520_0839,9485,6.4,1.68
20160520_0900,30,710,707,0,21.6,497,20160520_0909,8276,6.28,1.59
20160520_0930,30,655,651,0,21.5,462,20160520_0939,8814,6.34,1.63
20160520_1000,30,700,696,0,21.4,493,20160520_1009,7350,6.16,1.51
20160520_1030,30,540,535,0,21.3,368,20160520_1039,8125,6.3,1.57
20160520_1100,30,644,639,0,21.2,438,20160520_1109,6936,6.18,1.47
20160520_1130,30,594,588,0,21.1,396,20160520_1139,7710,6.17,1.55
20160520_1200,30,547,542,0,21.1,367,20160520_1209,6546,6.06,1.44
20160520_1230,30,520,514,0,21.2,343,20160520_1239,8060,6.35,1.55
20160520_1300,30,603,598,0,21.3,411,20160520_1309,7389,6.39,1.48
20160520_1330,30,618,615,0,21.4,434,20160520_1339,7956,6.56,1.51
20160520_1400,30,623,619,0,21.5,436,20160520_1409,9201,6.44,1.65
20160520_1430,30,549,546,0,21.6,379,20160520_1439,7913,6.15,1.57
20160520_1500,30,558,555,0,21.6,386,20160520_1509,8812,6.53,1.6
20160520_1530,30,549,545,0,21.5,383,20160520_1539,8417,6.42,1.58
20160520_1600,30,653,650,0,21.4,459,20160520_1609,8298,6.36,1.58
20160520_1630,30,677,674,0,21.2,474,20160520_1639,8279,6.34,1.58
20160520_1730,30,723,717,0,21.1,494,20160520_1739,9283,6.49,1.65
20160520_1800,30,643,636,0,21.1,432,20160520_1809,9614,6.27,1.71
20160520_1830,30,831,826,0,21.2,576,20160520_1839,9377,6.29,1.68
20160520_1900,30,807,802,0,21.3,564,20160520_1909,9270,6.22,1.69
20160520_1930,30,782,779,0,21.4,556,20160520_1939,9375,6.22,1.7
20160520_2000,30,799,796,0,21.5,570,20160520_2009,9644,6.35,1.7
20160520_2030,30,754,751,0,21.6,526,20160520_2039,10386,6.5,1.74
20160520_2100,30,749,746,0,21.6,524,20160520_2109,9982,6.33,1.73
20160520_2130,30,745,741,0,21.5,529,20160520_2139,11118,6.33,1.83
20160520_2200,30,843,840,0,21.4,602,20160520_2209,8889,6.2,1.66
20160520_2230,30,676,672,0,21.3,468,20160520_2239,10612,6.29,1.8
20160520_2300,30,763,758,0,21.2,522,20160520_2309,10007,6.43,1.72
20160520_2330,30,721,715,0,21.1,488,20160520_2339,10271,6.46,1.74
20160521_0000,30,730,724,0,21.1,497,20160521_0009,10483,6.49,1.75
20160521_0030,30,732,726,0,21.2,498,20160521_0039,11247,6.64,1.79
20160521_0100,30,817,812,0,21.3,571,20160521_0109,11510,6.5,1.83
20160521_0130,30,820,816,0,21.4,583,20160521_0139,10175,6.53,1.72
20160521_0200,30,742,739,0,21.5,526,20160521_0209,9333,6.5,1.65
20160521_0230,30,701,698,0,21.6,488,20160521_0239,8665,6.21,1.63
20160521_0300,30,758,755,0,21.6,530,20160521_0309,9194,6.32,1.66
20160521_0330,30,789,786,0,21.5,562,20160521_0339,9300,6.38,1.67
20160521_0400,30,685,681,0,21.4,483,20160521_0409,10151,6.55,1.71
20160521_0430,30,753,748,0,21.3,525,20160521_0439,7720,6.12,1.56
20160521_0500,30,661,655,0,21.2,446,20160521_0509,10169,6.19,1.77
20160521_0530,30,621,615,0,21.1,418,20160521_0539,7783,5.96,1.59
20160521_0600,30,610,604,0,21.1,410,20160521_0609,6745,6.04,1.46
20160521_0630,30,623,617,0,21.2,417,20160521_0639,7139,6.02,1.51
20160521_0700,30,712,707,0,21.3,495,20160521_0709,6543,5.96,1.45
20160521_0730,30,735,731,0,21.4,521,20160521_0739,7438,6.08,1.53
20160521_0800,30,615,612,0,21.5,434,20160521_0809,7909,5.98,1.6
20160521_0830,30,681,678,0,21.6,474,20160521_0839,6923,5.88,1.51
20160521_0900,30,623,620,0,21.6,432,20160521_0909,6762,5.72,1.52
20160521_0930,30,668,664,0,21.5,471,20160521_0939,7941,5.98,1.6
20160521_1000,30,698,694,0,21.4,492,20160521_1009,7821,6.03,1.58
20160521_1030,30,700,696,0,21.3,484,20160521_1039,8554,6.1,1.64
20160521_1100,30,779,774,0,21.2,536,20160521_1109,8579,6.11,1.65
20160521_1130,30,785,780,0,21.1,541,20160521_1139,7791,6.01,1.58
20160521_1200,30,791,786,0,21.1,546,20160521_1209,8376,6.19,1.61
20160521_1230,30,808,803,0,21.2,558,20160521_1239,8469,6.07,1.64
20160521_1300,30,872,868,0,21.3,611,20160521_1309,8905,6.2,1.66
20160521_1330,30,825,822,0,21.4,589,20160521_1339,8588,6.19,1.63
20160521_1400,30,849,846,0,21.5,608,20160521_1409,9704,6.23,1.73
20160521_1430,30,774,772,0,21.6,547,20160521_1439,8294,5.99,1.64
20160521_1500,30,794,791,0,21.6,560,20160521_1509,10318,6.14,1.8
20160521_1530,30,834,831,0,21.5,597,20160521_1539,10227,6.22,1.78
20160521_1600,30,854,851,0,21.4,612,20160521_1609,9612,6.35,1.7
20160521_1630,30,947,943,0,21.3,670,20160521_1639,10965,6.39,1.81
20160521_1700,30,968,964,0,21.2,681,20160521_1709,12105,6.51,1.88
20160521_1730,30,929,925,0,21.1,651,20160521_1739,10311,6.26,1.78
20160521_1800,30,1114,1112,0,21.1,795,20160521_1809,11549,6.33,1.87
20160521_1830,30,956,952,0,21.2,672,20160521_1839,9896,6.03,1.79
20160521_1900,30,1007,1004,0,21.3,717,20160521_1909,11240,6.02,1.9
20160521_1930,30,979,976,0,21.4,704,20160521_1939,12652,6.2,1.99
20160521_2000,30,949,947,0,21.5,683,20160521_2009,11315,6.21,1.87
20160521_2030,30,843,841,0,21.6,596,20160521_2039,10420,6.17,1.8
20160521_2100,30,889,887,0,21.6,629,20160521_2109,11274,6.11,1.89
20160521_2130,30,943,941,0,21.5,677,20160521_2139,10750,6.19,1.82
20160521_2200,30,893,890,0,21.4,639,20160521_2209,11399,6.07,1.91
20160521_2230,30,1019,1015,0,21.3,724,20160521_2239,11506,6.23,1.88
20160521_2300,30,976,971,0,21.2,685,20160521_2309,11333,6.08,1.9
20160521_2330,30,926,921,0,21.1,648,20160521_2339,12704,6.34,1.96
20160522_0000,30,963,959,0,21.1,675,20160522_0009,13365,6.42,1.99
20160522_0030,30,957,953,0,21.2,670,20160522_0039,11403,6.3,1.86
20160522_0100,30,1032,1029,0,21.3,734,20160522_0109,12882,6.32,1.98
20160522_0130,30,985,983,0,21.4,707,20160522_0139,14187,6.6,2.02
20160522_0200,30,925,923,0,21.5,662,20160522_0209,12456,6.42,1.93
20160522_0230,30,906,905,0,21.6,642,20160522_0239,11736,6.39,1.88
20160522_0300,30,920,918,0,21.6,652,20160522_0309,11335,6.4,1.84
20160522_0330,30,828,826,0,21.5,591,20160522_0339,10944,6.37,1.81
20160522_0400,30,884,881,0,21.4,634,20160522_0409,11415,6.37,1.85
20160522_0430,30,854,850,0,21.3,601,20160522_0439,9674,6.2,1.73
20160522_0500,30,777,772,0,21.2,536,20160522_0509,10330,6.41,1.75
20160522_0530,30,810,805,0,21.1,561,20160522_0539,10008,6.28,1.74
20160522_0600,30,755,749,0,21.1,518,20160522_0609,9531,6.22,1.71
20160522_0630,30,894,890,0,21.2,624,20160522_0639,10148,6.23,1.77
20160522_0700,30,777,772,0,21.3,543,20160522_0709,9284,6.19,1.69
20160522_0730,30,847,844,0,21.4,604,20160522_0739,10660,6.32,1.8
20160522_0800,30,843,841,0,21.5,605,20160522_0809,10479,6.13,1.81
20160522_0830,30,813,811,0,21.6,573,20160522_0839,11955,6.53,1.86
20160522_0900,30,830,828,0,21.6,587,20160522_0909,11588,6.44,1.85
20160522_0930,30,797,795,0,21.5,570,20160522_0939,11248,6.33,1.84
20160522_1000,30,825,822,0,21.4,588,20160522_1009,11151,6.45,1.81
20160522_1030,30,737,732,0,21.3,512,20160522_1039,11861,6.45,1.87
20160522_1100,30,846,841,0,21.2,587,20160522_1109,13372,6.75,1.93
20160522_1130,30,678,672,0,21.1,459,20160522_1139,11669,6.56,1.84
20160522_1200,30,734,728,0,21.1,502,20160522_1209,10950,6.6,1.77
20160522_1230,30,818,812,0,21.2,565,20160522_1239,11974,6.52,1.87
20160522_1300,30,796,791,0,21.3,555,20160522_1309,11589,6.6,1.82
20160522_1330,30,775,771,0,21.4,550,20160522_1339,12683,6.67,1.9
20160522_1400,30,787,784,0,21.5,562,20160522_1409,11429,6.58,1.81
20160522_1430,30,780,778,0,21.6,549,20160522_1439,12925,6.65,1.92
20160522_1500,30,757,754,0,21.6,533,20160522_1509,12391,6.76,1.86
20160522_1530,30,845,843,0,21.5,605,20160522_1539,13695,6.81,1.95
20160522_1600,30,825,822,0,21.4,588,20160522_1609,12766,6.79,1.88
20160522_1630,30,777,773,0,21.3,542,20160522_1639,10611,6.59,1.75
20160522_1700,30,747,742,0,21.2,511,20160522_1709,9467,6.6,1.64
20160522_1730,30,759,754,0,21.1,521,20160522_1739,9669,6.58,1.66
20160522_1800,30,835,830,0,21.1,578,20160522_1809,10661,6.69,1.73
20160522_1830,30,779,774,0,21.2,534,20160522_1839,12533,6.59,1.9
20160522_1900,30,983,979,0,21.3,697,20160522_1909,11880,6.78,1.81
20160522_1930,30,940,937,0,21.4,674,20160522_1939,11657,6.63,1.82
20160522_2000,30,902,900,0,21.5,648,20160522_2009,10255,6.58,1.71
20160522_2030,30,928,926,0,21.6,660,20160522_2039,13749,6.49,2.01
20160522_2100,30,929,926,0,21.6,658,20160522_2109,14391,6.42,2.07
20160522_2130,30,1021,1019,0,21.5,735,20160522_2139,17955,6.72,2.24
20160522_2200,30,1125,1122,0,21.4,816,20160522_2209,17219,6.7,2.2
20160522_2230,30,1149,1146,0,21.3,823,20160522_2239,19347,6.82,2.31
20160522_2300,30,1166,1162,0,21.2,832,20160522_2309,17633,6.65,2.24
20160522_2330,30,1161,1158,0,21.1,829,20160522_2339,16893,6.77,2.17
20160523_0000,30,1105,1101,0,21.1,785,20160523_0009,19295,6.88,2.29
20160523_0030,30,1008,1003,0,21.2,710,20160523_0039,18230,6.69,2.15
20160523_0100,30,1219,1216,0,21.3,877,20160523_0109,17726,6.55,2.27
20160523_0130,30,1178,1176,0,21.4,855,20160523_0139,16771,6.81,2.15
20160523_0200,30,1096,1094,0,21.5,793,20160523_0209,17227,6.56,2.24
20160523_0230,30,978,976,0,21.6,696,20160523_0239,18341,6.96,2.22
20160523_0300,30,955,953,0,21.6,679,20160523_0309,17598,6.9,2.2
20160523_0330,30,989,986,0,21.5,712,20160523_0339,17140,6.87,2.17
20160523_0400,30,988,985,0,21.4,711,20160523_0409,16841,6.99,2.13
20160523_0430,30,921,917,0,21.3,654,20160523_0439,17929,7.12,2.17
20160523_0500,30,899,894,0,21.2,627,20160523_0509,11770,6.78,1.81
20160523_0530,30,863,857,0,21.1,600,20160523_0539,11544,6.76,1.79
20160523_0600,30,822,817,0,21.1,570,20160523_0609,10642,6.54,1.76
20160523_0630,30,752,746,0,21.2,514,20160523_0639,10553,6.48,1.76
20160523_0700,30,873,868,0,21.3,614,20160523_0709,11971,6.68,1.84
20160523_0730,30,820,817,0,21.4,584,20160523_0739,12791,6.75,1.89
20160523_0800,30,777,774,0,21.5,554,20160523_0809,12079,6.74,1.83
20160523_0830,30,742,738,0,21.6,519,20160523_0839,10744,6.64,1.75
20160523_0900,30,671,668,0,21.6,467,20160523_0909,10419,6.58,1.73
20160523_0930,30,696,693,0,21.5,493,20160523_0939,9075,6.66,1.6
20160523_1000,30,648,644,0,21.4,457,20160523_1009,10705,6.76,1.72
20160523_1030,30,662,657,0,21.3,456,20160523_1039,10674,6.87,1.7
20160523_1100,30,603,597,0,21.2,402,20160523_1109,9675,6.94,1.61
20160523_1130,30,559,553,0,21.1,371,20160523_1139,10493,6.87,1.69
20160523_1200,30,610,603,0,21.1,407,20160523_1209,9993,6.88,1.65
20160523_1230,30,623,616,0,21.2,418,20160523_1239,9433,6.76,1.62
20160523_1300,30,697,692,0,21.3,481,20160523_1309,9560,6.63,1.65
20160523_1330,30,652,648,0,21.4,458,20160523_1339,8746,6.83,1.55
20160523_1400,30,696,692,0,21.5,493,20160523_1409,7929,6.71,1.49
20160523_1430,30,622,619,0,21.6,430,20160523_1439,7140,6.42,1.45
20160523_1500,30,603,599,0,21.6,419,20160523_1509,7629,6.43,1.5
20160523_1530,30,593,589,0,21.5,417,20160523_1539,7716,6.39,1.52
20160523_1600,30,568,564,0,21.4,396,20160523_1609,8728,6.64,1.57
20160523_1630,30,583,578,0,21.3,399,20160523_1639,7002,6.24,1.46
20160523_1700,30,552,545,0,21.2,368,20160523_1709,9044,6.68,1.6
20160523_1730,30,549,542,0,21.1,361,20160523_1739,6337,6.38,1.37
20160523_1800,30,574,567,0,21.1,383,20160523_1809,6290,6.34,1.37
20160523_1830,30,589,582,0,21.2,392,20160523_1839,6232,6.23,1.38
20160523_1900,30,557,551,0,21.3,378,20160523_1909,6514,6.35,1.4
20160523_1930,30,547,542,0,21.4,379,20160523_1939,6765,6.31,1.43
