00:00:00 05/01/2016 , 49 , 51 , 41 
00:10:00 05/01/2016 , 49 , 51 , 41 
00:20:00 05/01/2016 , 49 , 51 , 41 
00:30:00 05/01/2016 , 49 , 51 , 41 
00:40:00 05/01/2016 , 49 , 51 , 41 
00:50:00 05/01/2016 , 50 , 51 , 41 
01:00:00 05/01/2016 , 50 , 51 , 41 
01:10:00 05/01/2016 , 49 , 51 , 41 
01:20:00 05/01/2016 , 50 , 51 , 41 
01:30:00 05/01/2016 , 49 , 51 , 41 
01:40:00 05/01/2016 , 49 , 52 , 41 
01:50:00 05/01/2016 , 50 , 52 , 41 
02:00:00 05/01/2016 , 49 , 52 , 41 
02:10:00 05/01/2016 , 49 , 52 , 41 
02:20:00 05/01/2016 , 49 , 52 , 41 
02:30:00 05/01/2016 , 49 , 51 , 41 
02:40:00 05/01/2016 , 49 , 51 , 41 
02:50:00 05/01/2016 , 49 , 51 , 41 
03:00:00 05/01/2016 , 49 , 51 , 41 
03:10:00 05/01/2016 , 49 , 50 , 41 
03:20:00 05/01/2016 , 49 , 50 , 41 
03:30:00 05/01/2016 , 49 , 50 , 41 
03:40:00 05/01/2016 , 49 , 50 , 41 
03:50:00 05/01/2016 , 49 , 50 , 41 
04:00:00 05/01/2016 , 49 , 50 , 41 
04:10:00 05/01/2016 , 49 , 50 , 41 
04:20:00 05/01/2016 , 49 , 50 , 41 
04:30:00 05/01/2016 , 49 , 50 , 41 
04:40:00 05/01/2016 , 49 , 49 , 41 
04:50:00 05/01/2016 , 49 , 50 , 41 
05:00:01 05/01/2016 , 48 , 49 , 41 
05:10:00 05/01/2016 , 48 , 49 , 41 
05:20:00 05/01/2016 , 48 , 48 , 41 
05:30:01 05/01/2016 , 48 , 48 , 41 
05:40:00 05/01/2016 , 48 , 48 , 41 
05:50:00 05/01/2016 , 48 , 48 , 41 
06:00:00 05/01/2016 , 48 , 47 , 41 
06:10:00 05/01/2016 , 48 , 47 , 41 
06:20:00 05/01/2016 , 48 , 47 , 41 
06:30:00 05/01/2016 , 48 , 47 , 41 
06:40:00 05/01/2016 , 48 , 46 , 41 
06:50:00 05/01/2016 , 48 , 46 , 41 
07:00:00 05/01/2016 , 48 , 46 , 41 
07:10:00 05/01/2016 , 48 , 46 , 41 
07:20:00 05/01/2016 , 48 , 47 , 41 
07:30:01 05/01/2016 , 47 , 47 , 41 
07:40:00 05/01/2016 , 47 , 47 , 41 
07:50:00 05/01/2016 , 47 , 47 , 41 
08:00:00 05/01/2016 , 47 , 47 , 41 
08:10:00 05/01/2016 , 47 , 47 , 41 
08:20:00 05/01/2016 , 47 , 47 , 41 
08:30:00 05/01/2016 , 47 , 47 , 41 
08:40:00 05/01/2016 , 46 , 47 , 41 
08:50:00 05/01/2016 , 46 , 47 , 41 
09:00:00 05/01/2016 , 47 , 47 , 41 
09:10:00 05/01/2016 , 46 , 47 , 41 
09:20:00 05/01/2016 , 46 , 46 , 41 
09:30:01 05/01/2016 , 46 , 47 , 41 
09:40:00 05/01/2016 , 46 , 47 , 41 
09:50:00 05/01/2016 , 46 , 47 , 41 
10:00:01 05/01/2016 , 46 , 46 , 40 
10:10:00 05/01/2016 , 46 , 47 , 40 
10:20:01 05/01/2016 , 46 , 47 , 41 
10:30:00 05/01/2016 , 46 , 47 , 41 
10:40:00 05/01/2016 , 46 , 47 , 41 
10:50:00 05/01/2016 , 46 , 47 , 40 
11:00:00 05/01/2016 , 46 , 48 , 41 
11:10:00 05/01/2016 , 46 , 47 , 40 
11:20:00 05/01/2016 , 46 , 47 , 40 
11:30:00 05/01/2016 , 46 , 47 , 40 
11:40:00 05/01/2016 , 46 , 48 , 41 
11:50:00 05/01/2016 , 46 , 48 , 41 
12:00:00 05/01/2016 , 46 , 48 , 41 
12:10:00 05/01/2016 , 46 , 48 , 41 
12:20:00 05/01/2016 , 46 , 48 , 41 
12:30:00 05/01/2016 , 46 , 48 , 41 
12:40:00 05/01/2016 , 46 , 48 , 41 
12:50:00 05/01/2016 , 46 , 48 , 41 
13:00:00 05/01/2016 , 46 , 48 , 41 
13:10:00 05/01/2016 , 46 , 48 , 41 
13:20:00 05/01/2016 , 46 , 49 , 41 
13:30:00 05/01/2016 , 46 , 49 , 41 
13:40:00 05/01/2016 , 46 , 49 , 41 
13:50:00 05/01/2016 , 46 , 50 , 41 
14:00:00 05/01/2016 , 46 , 50 , 41 
14:10:00 05/01/2016 , 46 , 49 , 41 
14:20:00 05/01/2016 , 46 , 50 , 41 
14:30:00 05/01/2016 , 46 , 50 , 41 
14:40:00 05/01/2016 , 46 , 50 , 41 
14:50:00 05/01/2016 , 46 , 49 , 41 
15:00:00 05/01/2016 , 46 , 49 , 41 
15:10:00 05/01/2016 , 46 , 49 , 41 
15:20:00 05/01/2016 , 46 , 49 , 41 
15:30:00 05/01/2016 , 46 , 49 , 41 
15:40:00 05/01/2016 , 46 , 49 , 41 
15:50:00 05/01/2016 , 46 , 49 , 41 
16:00:00 05/01/2016 , 46 , 49 , 41 
16:10:00 05/01/2016 , 46 , 49 , 41 
16:20:00 05/01/2016 , 46 , 49 , 41 
16:30:00 05/01/2016 , 46 , 49 , 41 
16:40:00 05/01/2016 , 46 , 49 , 41 
16:50:00 05/01/2016 , 46 , 49 , 41 
17:00:00 05/01/2016 , 46 , 50 , 41 
17:10:00 05/01/2016 , 46 , 50 , 41 
17:20:00 05/01/2016 , 46 , 50 , 41 
17:30:00 05/01/2016 , 46 , 50 , 41 
17:40:00 05/01/2016 , 46 , 50 , 41 
17:50:00 05/01/2016 , 46 , 50 , 41 
18:00:00 05/01/2016 , 46 , 50 , 41 
18:10:00 05/01/2016 , 46 , 50 , 41 
18:20:00 05/01/2016 , 46 , 51 , 41 
18:30:00 05/01/2016 , 46 , 51 , 41 
18:40:00 05/01/2016 , 47 , 51 , 41 
18:50:00 05/01/2016 , 47 , 51 , 41 
19:00:00 05/01/2016 , 47 , 51 , 41 
19:10:00 05/01/2016 , 47 , 52 , 41 
19:20:00 05/01/2016 , 47 , 52 , 41 
19:30:00 05/01/2016 , 48 , 52 , 41 
19:40:00 05/01/2016 , 48 , 52 , 41 
19:50:00 05/01/2016 , 48 , 52 , 41 
20:00:00 05/01/2016 , 48 , 52 , 41 
20:10:00 05/01/2016 , 48 , 52 , 41 
20:20:00 05/01/2016 , 48 , 52 , 41 
20:30:00 05/01/2016 , 48 , 52 , 41 
20:40:00 05/01/2016 , 48 , 53 , 41 
20:50:00 05/01/2016 , 48 , 53 , 41 
21:00:00 05/01/2016 , 48 , 53 , 41 
21:10:00 05/01/2016 , 48 , 52 , 41 
21:20:00 05/01/2016 , 48 , 52 , 41 
21:30:00 05/01/2016 , 48 , 52 , 41 
21:40:00 05/01/2016 , 49 , 53 , 42 
21:50:00 05/01/2016 , 48 , 53 , 41 
22:00:00 05/01/2016 , 48 , 53 , 42 
22:10:00 05/01/2016 , 48 , 54 , 42 
22:20:00 05/01/2016 , 49 , 54 , 42 
22:30:00 05/01/2016 , 49 , 54 , 42 
22:40:00 05/01/2016 , 49 , 54 , 42 
22:50:00 05/01/2016 , 48 , 54 , 42 
23:00:00 05/01/2016 , 48 , 55 , 42 
23:10:00 05/01/2016 , 48 , 54 , 42 
23:20:00 05/01/2016 , 48 , 54 , 42 
23:30:00 05/01/2016 , 48 , 54 , 42 
